"","COI.0421.1Prt.Dn.2","COI.0421.1Prt.Up.1","COI.0421.1Prt.Up.3","Delta.1m1.072021","Delta.1m2.072021","Delta.1m3.072021","MBT.1m1.072021"
"NA__NA__NA__NA__NA__NA__NA__Seq_8806",0,0,0,0,0,25,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8807",0,0,0,0,0,25,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8808",0,0,0,0,0,25,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8809",0,0,0,0,0,9,16
"NA__NA__NA__NA__NA__NA__NA__Seq_8810",0,0,0,0,0,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8811",0,0,0,0,0,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8812",0,0,0,0,0,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8813",0,0,0,0,0,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8814",0,0,0,0,0,15,9
"NA__NA__NA__NA__NA__NA__NA__Seq_8815",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8816",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8817",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8818",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8819",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8820",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8821",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8822",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8823",0,0,0,0,0,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8824",0,0,0,0,0,19,3
"NA__NA__NA__NA__NA__NA__NA__Seq_8825",0,0,0,0,0,21,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8826",0,0,0,0,0,21,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8827",0,0,0,0,0,21,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8828",0,0,0,0,0,21,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8829",0,0,0,0,0,21,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8830",0,0,0,0,0,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8831",0,0,0,0,0,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8832",0,0,0,0,0,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8833",0,0,0,0,0,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8834",0,0,0,0,0,19,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8835",0,0,0,0,0,19,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8836",0,0,0,0,0,19,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8837",0,0,0,0,0,19,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8838",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8839",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8840",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8841",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8842",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8843",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8844",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8845",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8846",0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8847",0,0,0,0,0,7,11
"NA__NA__NA__NA__NA__NA__NA__Seq_8848",0,0,0,0,0,17,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8849",0,0,0,0,0,17,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8850",0,0,0,0,0,17,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8851",0,0,0,0,0,17,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8852",0,0,0,0,0,17,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8853",0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8854",0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8855",0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8856",0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8857",0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8858",0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8859",0,0,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8860",0,0,0,0,0,2,14
"NA__NA__NA__NA__NA__NA__NA__Seq_8861",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8862",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8863",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8864",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8865",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8866",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8867",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8868",0,0,0,0,0,15,0
"NA__NA__Phaeophyceae__Ectocarpales__Ectocarpaceae__Ectocarpus__Ectocarpus fasciculatus__Seq_8869",0,0,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8870",0,0,0,0,0,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8871",0,0,0,0,0,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8872",0,0,0,0,0,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8873",0,0,0,0,0,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8874",0,0,0,0,0,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8875",0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8876",0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8877",0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8878",0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8879",0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8880",0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8881",0,0,0,0,0,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8882",0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8883",0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8884",0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8885",0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8886",0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8887",0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8888",0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8889",0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8890",0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8891",0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8892",0,0,0,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8893",0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8894",0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8895",0,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8896",0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8897",0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8898",0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8899",0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8900",0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8901",0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8902",0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8903",0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8904",0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8905",0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8906",0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8907",0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8908",0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8909",0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8910",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8911",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8912",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8913",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8914",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8915",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8916",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8917",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8918",0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8919",0,0,0,0,0,5,2
"NA__NA__NA__NA__NA__NA__NA__Seq_8920",0,0,0,0,0,5,2
"NA__NA__NA__NA__NA__NA__NA__Seq_8921",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8922",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8923",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8924",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8925",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8926",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8927",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8928",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8929",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8930",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8931",0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8932",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8933",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8934",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8935",0,0,0,0,0,5,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_8936",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8937",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8938",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8939",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8940",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8941",0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8942",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8943",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8944",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8945",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8946",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8947",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8948",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8949",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8950",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8951",0,0,0,0,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8952",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8953",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8954",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8955",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8956",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8957",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8958",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8959",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8960",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8961",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8962",0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8963",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8964",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8965",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8966",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8967",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8968",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8969",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8970",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8971",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8972",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8973",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8974",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8975",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8976",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8977",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8978",0,0,0,0,0,2,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8979",0,0,0,0,0,1,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8980",0,0,0,0,0,1,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8981",0,0,0,0,0,0,210
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8982",0,0,0,0,0,0,168
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_8983",0,0,0,0,0,0,159
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_8984",0,0,0,0,0,0,140
"NA__NA__NA__NA__NA__NA__NA__Seq_8985",0,0,0,0,0,0,126
"NA__NA__NA__NA__NA__NA__NA__Seq_8986",0,0,0,0,0,0,125
"NA__NA__NA__NA__NA__NA__NA__Seq_8987",0,0,0,0,0,0,111
"NA__NA__NA__NA__NA__NA__NA__Seq_8988",0,0,0,0,0,0,108
"NA__NA__NA__NA__NA__NA__NA__Seq_8989",0,0,0,0,0,0,96
"NA__NA__NA__NA__NA__NA__NA__Seq_8990",0,0,0,0,0,0,93
"NA__NA__NA__NA__NA__NA__NA__Seq_8991",0,0,0,0,0,0,87
"NA__NA__NA__NA__NA__NA__NA__Seq_8992",0,0,0,0,0,0,81
"NA__NA__NA__NA__NA__NA__NA__Seq_8993",0,0,0,0,0,0,79
"NA__NA__NA__NA__NA__NA__NA__Seq_8994",0,0,0,0,0,0,78
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_8995",0,0,0,0,0,0,72
"NA__NA__NA__NA__NA__NA__NA__Seq_8996",0,0,0,0,0,0,71
"NA__NA__NA__NA__NA__NA__NA__Seq_8997",0,0,0,0,0,0,67
"NA__NA__NA__NA__NA__NA__NA__Seq_8998",0,0,0,0,0,0,66
"Metazoa__Arthropoda__Hexanauplia__Calanoida__NA__NA__NA__Seq_8999",0,0,0,0,0,0,66
"NA__NA__NA__NA__NA__NA__NA__Seq_9000",0,0,0,0,0,0,65
"NA__NA__NA__NA__NA__NA__NA__Seq_9001",0,0,0,0,0,0,65
"Metazoa__Cnidaria__Hydrozoa__NA__NA__NA__NA__Seq_9002",0,0,0,0,0,0,64
"NA__NA__NA__NA__NA__NA__NA__Seq_9003",0,0,0,0,0,0,63
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_9004",0,0,0,0,0,0,62
"NA__NA__NA__NA__NA__NA__NA__Seq_9005",0,0,0,0,0,0,62
"NA__NA__NA__NA__NA__NA__NA__Seq_9006",0,0,0,0,0,0,61
"NA__NA__NA__NA__NA__NA__NA__Seq_9007",0,0,0,0,0,0,60
"NA__NA__NA__NA__NA__NA__NA__Seq_9008",0,0,0,0,0,0,59
"NA__NA__NA__NA__NA__NA__NA__Seq_9009",0,0,0,0,0,0,54
"NA__NA__NA__NA__NA__NA__NA__Seq_9010",0,0,0,0,0,0,54
"NA__NA__NA__NA__NA__NA__NA__Seq_9011",0,0,0,0,0,0,51
"NA__NA__NA__NA__NA__NA__NA__Seq_9012",0,0,0,0,0,0,51
"NA__NA__NA__NA__NA__NA__NA__Seq_9013",0,0,0,0,0,0,50
"NA__NA__NA__NA__NA__NA__NA__Seq_9014",0,0,0,0,0,0,50
"NA__NA__NA__NA__NA__NA__NA__Seq_9015",0,0,0,0,0,0,50
"NA__NA__NA__NA__NA__NA__NA__Seq_9016",0,0,0,0,0,0,50
"NA__NA__NA__NA__NA__NA__NA__Seq_9017",0,0,0,0,0,0,49
"NA__NA__NA__NA__NA__NA__NA__Seq_9018",0,0,0,0,0,0,49
"NA__NA__NA__NA__NA__NA__NA__Seq_9019",0,0,0,0,0,0,49
"NA__NA__NA__NA__NA__NA__NA__Seq_9020",0,0,0,0,0,0,48
"NA__NA__NA__NA__NA__NA__NA__Seq_9021",0,0,0,0,0,0,48
"NA__NA__NA__NA__NA__NA__NA__Seq_9022",0,0,0,0,0,0,47
"NA__NA__NA__NA__NA__NA__NA__Seq_9023",0,0,0,0,0,0,47
"NA__NA__NA__NA__NA__NA__NA__Seq_9024",0,0,0,0,0,0,47
"NA__NA__NA__NA__NA__NA__NA__Seq_9025",0,0,0,0,0,0,47
"NA__NA__NA__NA__NA__NA__NA__Seq_9026",0,0,0,0,0,0,46
"NA__NA__NA__NA__NA__NA__NA__Seq_9027",0,0,0,0,0,0,46
"NA__NA__NA__NA__NA__NA__NA__Seq_9028",0,0,0,0,0,0,46
"NA__NA__NA__NA__NA__NA__NA__Seq_9029",0,0,0,0,0,0,46
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_9030",0,0,0,0,0,0,44
"NA__NA__NA__NA__NA__NA__NA__Seq_9031",0,0,0,0,0,0,44
"NA__NA__NA__NA__NA__NA__NA__Seq_9032",0,0,0,0,0,0,43
"NA__NA__NA__NA__NA__NA__NA__Seq_9033",0,0,0,0,0,0,43
"NA__NA__NA__NA__NA__NA__NA__Seq_9034",0,0,0,0,0,0,43
"NA__NA__NA__NA__NA__NA__NA__Seq_9035",0,0,0,0,0,0,43
"NA__NA__NA__NA__NA__NA__NA__Seq_9036",0,0,0,0,0,0,42
"NA__NA__NA__NA__NA__NA__NA__Seq_9037",0,0,0,0,0,0,42
"NA__NA__NA__NA__NA__NA__NA__Seq_9038",0,0,0,0,0,0,42
"NA__NA__NA__NA__NA__NA__NA__Seq_9039",0,0,0,0,0,0,41
"NA__NA__NA__NA__NA__NA__NA__Seq_9040",0,0,0,0,0,0,41
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_9041",0,0,0,0,0,0,41
"NA__NA__NA__NA__NA__NA__NA__Seq_9042",0,0,0,0,0,0,40
"NA__NA__NA__NA__NA__NA__NA__Seq_9043",0,0,0,0,0,0,40
"NA__NA__NA__NA__NA__NA__NA__Seq_9044",0,0,0,0,0,0,40
"NA__NA__NA__NA__NA__NA__NA__Seq_9045",0,0,0,0,0,0,40
"NA__NA__NA__NA__NA__NA__NA__Seq_9046",0,0,0,0,0,0,40
"NA__NA__NA__NA__NA__NA__NA__Seq_9047",0,0,0,0,0,0,40
"NA__NA__NA__NA__NA__NA__NA__Seq_9048",0,0,0,0,0,0,40
"NA__NA__NA__NA__NA__NA__NA__Seq_9049",0,0,0,0,0,0,39
"NA__NA__NA__NA__NA__NA__NA__Seq_9050",0,0,0,0,0,0,39
"NA__NA__NA__NA__NA__NA__NA__Seq_9051",0,0,0,0,0,0,39
"NA__NA__NA__NA__NA__NA__NA__Seq_9052",0,0,0,0,0,0,39
"NA__NA__NA__NA__NA__NA__NA__Seq_9053",0,0,0,0,0,0,38
"NA__NA__NA__NA__NA__NA__NA__Seq_9054",0,0,0,0,0,0,38
"NA__NA__NA__NA__NA__NA__NA__Seq_9055",0,0,0,0,0,0,38
"NA__NA__NA__NA__NA__NA__NA__Seq_9056",0,0,0,0,0,0,38
"NA__NA__NA__NA__NA__NA__NA__Seq_9057",0,0,0,0,0,0,37
"NA__NA__NA__NA__NA__NA__NA__Seq_9058",0,0,0,0,0,0,37
"NA__NA__NA__NA__NA__NA__NA__Seq_9059",0,0,0,0,0,0,37
"NA__NA__NA__NA__NA__NA__NA__Seq_9060",0,0,0,0,0,0,37
"NA__NA__NA__NA__NA__NA__NA__Seq_9061",0,0,0,0,0,0,36
"NA__NA__NA__NA__NA__NA__NA__Seq_9062",0,0,0,0,0,0,36
"NA__NA__NA__NA__NA__NA__NA__Seq_9063",0,0,0,0,0,0,36
"NA__NA__NA__NA__NA__NA__NA__Seq_9064",0,0,0,0,0,0,35
"NA__NA__NA__NA__NA__NA__NA__Seq_9065",0,0,0,0,0,0,35
"NA__NA__NA__NA__NA__NA__NA__Seq_9066",0,0,0,0,0,0,35
"NA__NA__NA__NA__NA__NA__NA__Seq_9067",0,0,0,0,0,0,34
"NA__NA__NA__NA__NA__NA__NA__Seq_9068",0,0,0,0,0,0,34
"NA__NA__NA__NA__NA__NA__NA__Seq_9069",0,0,0,0,0,0,33
"NA__NA__NA__NA__NA__NA__NA__Seq_9070",0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_9071",0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_9072",0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_9073",0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_9074",0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_9075",0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_9076",0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_9077",0,0,0,0,0,0,31
"NA__NA__NA__NA__NA__NA__NA__Seq_9078",0,0,0,0,0,0,31
"NA__NA__NA__NA__NA__NA__NA__Seq_9079",0,0,0,0,0,0,31
"NA__NA__NA__NA__NA__NA__NA__Seq_9080",0,0,0,0,0,0,31
"NA__NA__NA__NA__NA__NA__NA__Seq_9081",0,0,0,0,0,0,31
"NA__NA__NA__NA__NA__NA__NA__Seq_9082",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9083",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9084",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9085",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9086",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9087",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9088",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9089",0,0,0,0,0,0,30
"NA__NA__NA__NA__NA__NA__NA__Seq_9090",0,0,0,0,0,0,29
"NA__NA__NA__NA__NA__NA__NA__Seq_9091",0,0,0,0,0,0,29
"NA__NA__NA__NA__NA__NA__NA__Seq_9092",0,0,0,0,0,0,29
"NA__NA__NA__NA__NA__NA__NA__Seq_9093",0,0,0,0,0,0,29
"NA__NA__NA__NA__NA__NA__NA__Seq_9094",0,0,0,0,0,0,29
"NA__NA__NA__NA__NA__NA__NA__Seq_9095",0,0,0,0,0,0,28
"NA__NA__NA__NA__NA__NA__NA__Seq_9096",0,0,0,0,0,0,28
"NA__NA__NA__NA__NA__NA__NA__Seq_9097",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9098",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9099",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9100",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9101",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9102",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9103",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9104",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9105",0,0,0,0,0,0,27
"NA__NA__NA__NA__NA__NA__NA__Seq_9106",0,0,0,0,0,0,26
"NA__NA__NA__NA__NA__NA__NA__Seq_9107",0,0,0,0,0,0,26
"NA__NA__NA__NA__NA__NA__NA__Seq_9108",0,0,0,0,0,0,26
"NA__NA__NA__NA__NA__NA__NA__Seq_9109",0,0,0,0,0,0,26
"NA__NA__NA__NA__NA__NA__NA__Seq_9110",0,0,0,0,0,0,26
"NA__NA__NA__NA__NA__NA__NA__Seq_9111",0,0,0,0,0,0,25
"NA__NA__NA__NA__NA__NA__NA__Seq_9112",0,0,0,0,0,0,25
"NA__NA__NA__NA__NA__NA__NA__Seq_9113",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9114",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9115",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9116",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9117",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9118",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9119",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9120",0,0,0,0,0,0,24
"NA__NA__NA__NA__NA__NA__NA__Seq_9121",0,0,0,0,0,0,23
"NA__NA__NA__NA__NA__NA__NA__Seq_9122",0,0,0,0,0,0,23
"NA__NA__NA__NA__NA__NA__NA__Seq_9123",0,0,0,0,0,0,23
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_9124",0,0,0,0,0,0,23
"NA__NA__NA__NA__NA__NA__NA__Seq_9125",0,0,0,0,0,0,23
