"","Sample_name","Locus","nReads","Hash"
"949","COI.0421.1Prt.Dn.1","COI",6,"14b6a542db891059a5e26f16faf5a0f3372939b5"
"950","COI.0421.1Prt.Dn.1","COI",6,"2c9e7282c43a2ffbad37f633c610161bd6fa76eb"
"951","COI.0421.1Prt.Dn.1","COI",6,"ede86befbb2aeee3f97cc84ef97f7d853062610d"
"952","COI.0421.1Prt.Dn.1","COI",6,"95737891edccd5d0d0d9bf681bb57b90b8c0d154"
"953","COI.0421.1Prt.Dn.1","COI",6,"10f839c55e9d82ab0df7b9a35f7b898690118c30"
"954","COI.0421.1Prt.Dn.1","COI",6,"470e1ec12ccedf6624336949248703ea18a54d28"
"955","COI.0421.1Prt.Dn.1","COI",6,"ab4c0ed0c1b35a555268414d5f2f1aa656c1ca2d"
"956","COI.0421.1Prt.Dn.1","COI",6,"ef260643fdebe55ba5a08c4fc4c9d727a30bd069"
"957","COI.0421.1Prt.Dn.1","COI",5,"bc684f2d471fb356ba13cfa52e6cf09d4c004efb"
"958","COI.0421.1Prt.Dn.1","COI",5,"f1a347af42940c434c23569e101c7514055f1ddf"
"959","COI.0421.1Prt.Dn.1","COI",5,"a2a4894bae02760ac576e077d2b2c901b9c12abd"
"960","COI.0421.1Prt.Dn.1","COI",5,"34c682a122617069827f5b961fc4f3a7097b724a"
"961","COI.0421.1Prt.Dn.1","COI",5,"5084669ec09c6e8091fe2a3bd27da778197afe52"
"962","COI.0421.1Prt.Dn.1","COI",5,"2806ae1412fb4946f6d685412bc22a3d7439e8fa"
"963","COI.0421.1Prt.Dn.1","COI",5,"f9a1b1f05cae371019e303d3c174953d310aeb81"
"964","COI.0421.1Prt.Dn.1","COI",5,"a0d8154866fc2e4de7de41e95b0d481d3ba514b4"
"965","COI.0421.1Prt.Dn.1","COI",5,"f0f11b4d047d406cda404813520ae022bd75e977"
"966","COI.0421.1Prt.Dn.1","COI",5,"b05ad2564f5440a9c7a0b01a27e220b74b9588f7"
"967","COI.0421.1Prt.Dn.1","COI",5,"2d12d5d37eda75d4cc6bccee982aba00154f5968"
"968","COI.0421.1Prt.Dn.1","COI",5,"07aa8c26a4c276d32e059c55d3c27cefaf2545d2"
"969","COI.0421.1Prt.Dn.1","COI",5,"b305984a956a019e34e91c0369205bc5b32b0a9e"
"970","COI.0421.1Prt.Dn.1","COI",5,"b910b858707568dc779d6ca997bc239c50921a45"
"971","COI.0421.1Prt.Dn.1","COI",5,"c486944611185822950a6aaf4f4c0c2b0820a747"
"972","COI.0421.1Prt.Dn.1","COI",5,"23c03f6ff9fe8fab0fcbcb9338ff6e6f66175044"
"973","COI.0421.1Prt.Dn.1","COI",5,"15e7216d1fd20fdfb810e127c0646e43adf4414e"
"974","COI.0421.1Prt.Dn.1","COI",5,"7b4d6390c62d383357fa9e6127dc551d58629877"
"975","COI.0421.1Prt.Dn.1","COI",5,"d87f6299ea5071b91ea056c285c5b2d96dd57bbb"
"976","COI.0421.1Prt.Dn.1","COI",5,"e5ec42d2ac6cdb1a6455252cba2b6a693f9da5de"
"977","COI.0421.1Prt.Dn.1","COI",5,"e35deb42ad6aecc7692bb933530207183d26f85b"
"978","COI.0421.1Prt.Dn.1","COI",5,"653211596e68cc3a04d14eb26f20a15b19855869"
"979","COI.0421.1Prt.Dn.1","COI",5,"fffcb9020c723b8e5a682e9c863e8e1c423ee01d"
"980","COI.0421.1Prt.Dn.1","COI",5,"947bbc225199f1a68d72790c27e2139a3604ca3b"
"981","COI.0421.1Prt.Dn.1","COI",5,"a4fb85e82d7c417d81f20559c258be1ed9e293b0"
"982","COI.0421.1Prt.Dn.1","COI",5,"148c3df54485bdeeeb2a5004da04e61250f80fe2"
"983","COI.0421.1Prt.Dn.1","COI",5,"a913f861871d95ab0711ab1517a2f9db998057fd"
"984","COI.0421.1Prt.Dn.1","COI",5,"ed7c714b9cae2188d93b20b2a67a9c666240efec"
"985","COI.0421.1Prt.Dn.1","COI",5,"f6e155a1044723de7b2fb158369d9433cce24e09"
"986","COI.0421.1Prt.Dn.1","COI",5,"2e96aa374588dfb772641c20168b93c709f63846"
"987","COI.0421.1Prt.Dn.1","COI",5,"89d655129b09598553a8f43a11a9beca2a8c6496"
"988","COI.0421.1Prt.Dn.1","COI",5,"77ee5bcb1fd16c490845dbf3facdaae477f1f93a"
"989","COI.0421.1Prt.Dn.1","COI",5,"836425cbff16cc7273bab2a9c5d9a29f3befc2d2"
"990","COI.0421.1Prt.Dn.1","COI",5,"87d2151fec8e89b7ef89d9233d07d9217bfc286f"
"991","COI.0421.1Prt.Dn.1","COI",5,"d51e6360709543c139ec731f03d4bfffdbc76514"
"992","COI.0421.1Prt.Dn.1","COI",5,"9c61ebf178565aa17be632eab81d04d23235df1e"
"993","COI.0421.1Prt.Dn.1","COI",5,"4c9d775442e36779a85522c7917917698d41e903"
"994","COI.0421.1Prt.Dn.1","COI",5,"b4fa722376e58cce57a3d8b9ccbb70ce06cc7cde"
"995","COI.0421.1Prt.Dn.1","COI",5,"69e3608c75a6784cca8ba910d6b8d8c460520950"
"996","COI.0421.1Prt.Dn.1","COI",5,"06dce0b5c95f5efe4fa6d450fb8e7d899dba2ea9"
"997","COI.0421.1Prt.Dn.1","COI",5,"247e034b9365f1f021d7d151b0b709d4ec0972e3"
"998","COI.0421.1Prt.Dn.1","COI",5,"633679573cf1091e1befea5a840b3aa8c0bc22a3"
"999","COI.0421.1Prt.Dn.1","COI",5,"213405de5d01402bb19514d3dc3936d4048a4ada"
"1000","COI.0421.1Prt.Dn.1","COI",5,"4dc4a54e38144872c306d0b2009266febf79dedc"
"1001","COI.0421.1Prt.Dn.1","COI",5,"f898841649756a81ee0f31dd734c4c71dcd3cf7d"
"1002","COI.0421.1Prt.Dn.1","COI",5,"74210783813ae5f8994887c1f2593ef658265d3e"
"1003","COI.0421.1Prt.Dn.1","COI",5,"1169ac1f7ffee6c5aa13a4b3ab3c33d1a1c3301c"
"1004","COI.0421.1Prt.Dn.1","COI",5,"fe518c108d314e98c7d59c280e389d2be366de00"
"1005","COI.0421.1Prt.Dn.1","COI",5,"e54e17ae0bd9531197fa54556d9b254c1fafae55"
"1006","COI.0421.1Prt.Dn.1","COI",5,"65b3436e44add46ac20ef0af91ece9eda9d20564"
"1007","COI.0421.1Prt.Dn.1","COI",5,"18d0a6f71d140253e47898fd0e427706607d6e29"
"1008","COI.0421.1Prt.Dn.1","COI",5,"8e2ad1a5b01ff5bc0c0644bef8a2baf9bff31a3e"
"1009","COI.0421.1Prt.Dn.1","COI",5,"5469b5bce91e7829cdcf8e0e011acbe4fd2a38e8"
"1010","COI.0421.1Prt.Dn.1","COI",5,"8177ea41bea06da5b9d4cb2b5ccdf15c74fa061a"
"1011","COI.0421.1Prt.Dn.1","COI",5,"01d1f470f14ad7870b2f902dff276309ed793b20"
"1012","COI.0421.1Prt.Dn.1","COI",5,"783583f035865689cd325b02c95aa9822b5c110f"
"1013","COI.0421.1Prt.Dn.1","COI",5,"c6383b06c1b88f4fa9b48f5f249a2d6504672f7a"
"1014","COI.0421.1Prt.Dn.1","COI",5,"6aa52f998d139e4fd1743612fa6f3f766224a2b4"
"1015","COI.0421.1Prt.Dn.1","COI",5,"eac45ac5217cfd279efd45ef7e412d67cdc07e1e"
"1016","COI.0421.1Prt.Dn.1","COI",5,"b6cb531827ffa26ba49c5113145b65386aacc03e"
"1017","COI.0421.1Prt.Dn.1","COI",5,"cf02e8c2a469cc5dbbb732ae3e125adb201dc16d"
"1018","COI.0421.1Prt.Dn.1","COI",5,"2cb62a06416afa0deb6d5cde8eaa25d02ef19bb6"
"1019","COI.0421.1Prt.Dn.1","COI",5,"841e216fca9d0a5540e567b333c1b19673df38bb"
"1020","COI.0421.1Prt.Dn.1","COI",5,"7793d997e695415dcf461367a5346b9d712351df"
"1021","COI.0421.1Prt.Dn.1","COI",5,"8fac87ddca358e5feaa63a236c2628451e8222ef"
"1022","COI.0421.1Prt.Dn.1","COI",5,"b82138714d1892a9281ffe518085c56c96c258a7"
"1023","COI.0421.1Prt.Dn.1","COI",5,"88d849707e7c72654c2cff0b95dfbf790c2a993a"
"1024","COI.0421.1Prt.Dn.1","COI",5,"a16182a0e696b40ed149d6fcc2f0d527b18c4f7d"
"1025","COI.0421.1Prt.Dn.1","COI",5,"54d6a4e7f176835381d36ca121ef303557e256f0"
"1026","COI.0421.1Prt.Dn.1","COI",5,"0e4db0ed2ed1ffb26e2fb0be34469992245ea85c"
"1027","COI.0421.1Prt.Dn.1","COI",5,"7d6f62f67d00715607025967a517ba22854e8537"
"1028","COI.0421.1Prt.Dn.1","COI",5,"07f8ab5c8140c6083fe6856f8c9298364d54e86d"
"1029","COI.0421.1Prt.Dn.1","COI",5,"c691537eedda90df19e716014e26813e8f3d2ab3"
"1030","COI.0421.1Prt.Dn.1","COI",5,"c7dd8c5dae10bc316ab2d5ada988903c89ce39b7"
"1031","COI.0421.1Prt.Dn.1","COI",5,"86df817751dfee16d4a134838815b49afd49a42f"
"1032","COI.0421.1Prt.Dn.1","COI",5,"23fd424dd0d08a94df849908ffc9151806a6d75a"
"1033","COI.0421.1Prt.Dn.1","COI",5,"e1f0519c1635d3567a8ad3a4ae9b8cca5bcde129"
"1034","COI.0421.1Prt.Dn.1","COI",5,"0f069d4b739631c836b1f6a4c8fda2445aa5160f"
"1035","COI.0421.1Prt.Dn.1","COI",5,"efbebe27d6cd076f2914e7f889eb31998bfa616d"
"1036","COI.0421.1Prt.Dn.1","COI",5,"4f7cdd8d50742d88968bf24dd8e92adb72ed86f6"
"1037","COI.0421.1Prt.Dn.1","COI",5,"f9b5521a396bcfdb151a99768d86d4656e3ef78e"
"1038","COI.0421.1Prt.Dn.1","COI",5,"407229ac35eea77579a0ae5f8e8ef49844ec3ce4"
"1039","COI.0421.1Prt.Dn.1","COI",5,"82852bed370a4c34a145fbd11ba41480f017d7c1"
"1040","COI.0421.1Prt.Dn.1","COI",5,"2d23415f435cd7780cec8200c6d2b51b4279911a"
"1041","COI.0421.1Prt.Dn.1","COI",5,"1d2002334242019192acd3b4455ed2da3a4e3ba8"
"1042","COI.0421.1Prt.Dn.1","COI",5,"402137abf324cccebb69fcd1c847de470e9d9f76"
"1043","COI.0421.1Prt.Dn.1","COI",5,"91ee5af3a89f2c98e5f668da02d868d5e3d41cda"
"1044","COI.0421.1Prt.Dn.1","COI",5,"1cd4b1309544d51986d607894592e2489dbc8175"
"1045","COI.0421.1Prt.Dn.1","COI",5,"5557550277d0c4a3892f3735fddf65eaae2bd6fd"
"1046","COI.0421.1Prt.Dn.1","COI",5,"47c2a171af670d88b19b4d6398031ecca455dc3f"
"1047","COI.0421.1Prt.Dn.1","COI",5,"029cc0110614e478f6f98e1e7340898076621b1f"
"1048","COI.0421.1Prt.Dn.1","COI",5,"9bc36eff3bca13cae4aa231f9be2c9ec3524646b"
"1049","COI.0421.1Prt.Dn.1","COI",5,"ae2f27941f6cf23efef6e5a7f6df872ff0d7810e"
"1050","COI.0421.1Prt.Dn.1","COI",5,"2b534c529126d326d00f616e9d45eea48b879b42"
"1051","COI.0421.1Prt.Dn.1","COI",5,"ebfb5a5523f3ca2f9e8cd366f86fb8315dac2790"
"1052","COI.0421.1Prt.Dn.1","COI",5,"19d7d32b3a812795baafbf8cc1489b4bc4da0239"
"1053","COI.0421.1Prt.Dn.1","COI",5,"44011bd7d0717317e7bceff0fe1c895645265021"
"1054","COI.0421.1Prt.Dn.1","COI",5,"d6d3bc4da5097fd17eb5172a105134efc9409a92"
"1055","COI.0421.1Prt.Dn.1","COI",5,"d509997a9250b18c3b99007718436850eaa9efee"
"1056","COI.0421.1Prt.Dn.1","COI",5,"61978b2c126b68e9814269fca0cb5572c186741e"
"1057","COI.0421.1Prt.Dn.1","COI",5,"139701ac3d51ce2ef33ffe9df60dfd9828e2b089"
"1058","COI.0421.1Prt.Dn.1","COI",5,"41ad6a5989dd54ffd58c9a0e5535da5bcfc72699"
"1059","COI.0421.1Prt.Dn.1","COI",5,"4f3d7407557922afcd8cd656e7f86a0bfcf9c737"
"1060","COI.0421.1Prt.Dn.1","COI",5,"b7a3d8737875afaf1e1021f1b379c4713e424a1a"
"1061","COI.0421.1Prt.Dn.1","COI",5,"7875393bb4e9a31ded65abffee20b2189db40f97"
"1062","COI.0421.1Prt.Dn.1","COI",5,"e4e4fbb44bcf00f53cef3288175663fadc965d5e"
"1063","COI.0421.1Prt.Dn.1","COI",5,"99f4de7a28954ad6663bfea2a76e8bfe305f8bd5"
"1064","COI.0421.1Prt.Dn.1","COI",5,"f2ee0c87c24fc2e313d6690838908c3860cb0bfe"
"1065","COI.0421.1Prt.Dn.1","COI",5,"f8fa037b545ba255f57e38dbe6a87b3c746baf83"
"1066","COI.0421.1Prt.Dn.1","COI",5,"bb657a410998bdfe3e32bcc1aacd349751479fa8"
"1067","COI.0421.1Prt.Dn.1","COI",5,"76f960453be972236d6386e4a2a3b1e8b3a16a4a"
"1068","COI.0421.1Prt.Dn.1","COI",5,"711e7cc824d5a38202b2f1ec3f9132fd657d57e5"
"1069","COI.0421.1Prt.Dn.1","COI",5,"3f5a414c6863d8eb00564a0f9f1ec0feb42892bf"
"1070","COI.0421.1Prt.Dn.1","COI",5,"cbca958703652170baf917df2b57276b1f951ce6"
"1071","COI.0421.1Prt.Dn.1","COI",5,"88109f094bab4cec73565314424f6fea6886441e"
"1072","COI.0421.1Prt.Dn.1","COI",5,"5cd5839c85a087f7fa6e4dabab2128ae9504fa67"
"1073","COI.0421.1Prt.Dn.1","COI",5,"809ef64f04c769709c7fe81a0ca86f34fe3c5705"
"1074","COI.0421.1Prt.Dn.1","COI",5,"5b0ccfc3ca36adf03148b8b58b1785162dde0b12"
"1075","COI.0421.1Prt.Dn.1","COI",5,"3b04b4ca59003aa9729c7c747677cc4d83d45100"
"1076","COI.0421.1Prt.Dn.1","COI",5,"5093b2a1d8744c761d749a1bddd1fefed1589904"
"1077","COI.0421.1Prt.Dn.1","COI",5,"d60f1f4495265529309e815dab814efbbb655fbf"
"1078","COI.0421.1Prt.Dn.1","COI",5,"69c3923445d18a44679f8954e0fdad1f2b8b0bb3"
"1079","COI.0421.1Prt.Dn.1","COI",5,"ed45920a9a9f65b20a2c3007793f7bc1b66f950e"
"1080","COI.0421.1Prt.Dn.1","COI",5,"765c6b996b6c06280b6208ce0027706c6bce2fc5"
"1081","COI.0421.1Prt.Dn.1","COI",5,"de200474dafd7ecb50e188bbd392810dd4216838"
"1082","COI.0421.1Prt.Dn.1","COI",5,"54b431e615caca42c9541bb542c1c610d4767a23"
"1083","COI.0421.1Prt.Dn.1","COI",5,"46b57e0a4d224a6f860e9cf2c811a427ecd052c8"
"1084","COI.0421.1Prt.Dn.1","COI",5,"99ccb53fb7a6f5ae7ae690e482d138ef7a581883"
"1085","COI.0421.1Prt.Dn.1","COI",5,"4bbc3534426529207a7fae3bd0401a3653613322"
"1086","COI.0421.1Prt.Dn.1","COI",5,"412eb2fbca86962f9d38e7ef75533372f699b025"
"1087","COI.0421.1Prt.Dn.1","COI",5,"e2f64365d108c65593f4dbcc6f5ad5ffb3795104"
"1088","COI.0421.1Prt.Dn.1","COI",5,"9399cb8c0d9aacc7dfcaf52f9455621e18381386"
"1089","COI.0421.1Prt.Dn.1","COI",5,"7266eb2cd8e96df16584ca9b908a84e0e160f155"
"1090","COI.0421.1Prt.Dn.1","COI",5,"e7b6640ca5d760b516246807134feeb27b9bda81"
"1091","COI.0421.1Prt.Dn.1","COI",4,"ceee2f00a96e9d2888cdab8138850fe4890f9407"
"1092","COI.0421.1Prt.Dn.1","COI",4,"d121ad1c3d269784ef05515e561b3d84d2a77364"
"1093","COI.0421.1Prt.Dn.1","COI",4,"1676c7c61187e90dd5de6cd851e533aff178b04b"
"1094","COI.0421.1Prt.Dn.1","COI",4,"ce1fd85f85379214ff05a286f523234a5664137d"
"1095","COI.0421.1Prt.Dn.1","COI",4,"eba703d9e1445eff6b3cd358aa97b20a4470ff4b"
"1096","COI.0421.1Prt.Dn.1","COI",4,"d7ed9015d6d44136afdfa5ddf33896d123bef5e5"
"1097","COI.0421.1Prt.Dn.1","COI",4,"44847a38acfdc428885b4295b9e590b1f12a8711"
"1098","COI.0421.1Prt.Dn.1","COI",4,"a11a73a4205053dd36f983dcf4246d41163ca213"
"1099","COI.0421.1Prt.Dn.1","COI",4,"bfc2aacb94dbaebded1aadced973bac5ec4196d0"
"1100","COI.0421.1Prt.Dn.1","COI",4,"d2bf22f337c155d66cd2d527e8035c53d38c50aa"
"1101","COI.0421.1Prt.Dn.1","COI",4,"cdf4f5560c301df89f1c44aaef63a894d2d726cb"
"1102","COI.0421.1Prt.Dn.1","COI",4,"3155408e48558ed0ccb9d548c32f7372ee96bf04"
"1103","COI.0421.1Prt.Dn.1","COI",4,"824848d40622f7747ffc4b85e5f0ae98c723b1a6"
"1104","COI.0421.1Prt.Dn.1","COI",4,"c5952b637cfcf581a506c6b38c7bda2444482e7e"
"1105","COI.0421.1Prt.Dn.1","COI",4,"b16e050fc092d3ebd9d88af39d8c500536c66768"
"1106","COI.0421.1Prt.Dn.1","COI",4,"9dfb861c5cf26bfacac271b815ab4813fed7325d"
"1107","COI.0421.1Prt.Dn.1","COI",4,"12e6761f1e696b875429319f89068f76773d063c"
"1108","COI.0421.1Prt.Dn.1","COI",4,"4105cf37c328f31557c3a7be4f14447f282bb704"
"1109","COI.0421.1Prt.Dn.1","COI",4,"4a1addab033e91904eb1ed1bb94d091ce3eed789"
"1110","COI.0421.1Prt.Dn.1","COI",4,"3078619fd023f126c89dd78c7b7d9813fc20c733"
"1111","COI.0421.1Prt.Dn.1","COI",4,"7e76110eabf330c8feb483a0445cf351886132eb"
"1112","COI.0421.1Prt.Dn.1","COI",4,"9214dfeaccab3fad5e40a3715e10c843b7972f7e"
"1113","COI.0421.1Prt.Dn.1","COI",4,"975ca98fb00168ff6b1b403650dc5f9d4851613c"
"1114","COI.0421.1Prt.Dn.1","COI",4,"86cc006e56b53956718fa9183a544399735e4e2b"
"1115","COI.0421.1Prt.Dn.1","COI",4,"0fc09e0c6306e68b3be80fbccc50a7bec259fb4d"
"1116","COI.0421.1Prt.Dn.1","COI",4,"83aef20629fa6d447c4391abfd4f544ea18547e8"
"1117","COI.0421.1Prt.Dn.1","COI",4,"8eb59c00484245059c275d12937d5cc4e1c6d12e"
"1118","COI.0421.1Prt.Dn.1","COI",4,"1f7e620d14126a455f2994c88a138f32490a8bab"
"1119","COI.0421.1Prt.Dn.1","COI",4,"cb29ca7773795efd57bb73788900815d6ae759be"
"1120","COI.0421.1Prt.Dn.1","COI",4,"f99d3bf5a177e8c50b078318a0747857802556ad"
"1121","COI.0421.1Prt.Dn.1","COI",4,"ffa0022448490a6c9ba2d3426f5076472d62ba62"
"1122","COI.0421.1Prt.Dn.1","COI",4,"b319efbc934d2a26969acfe9a39e31f88af978ca"
"1123","COI.0421.1Prt.Dn.1","COI",4,"7adf12988ec4f41dcab5761213f14c21f3328981"
"1124","COI.0421.1Prt.Dn.1","COI",4,"75277943d380269c9ef6619121e583f0f3a506b7"
"1125","COI.0421.1Prt.Dn.1","COI",4,"cee054228b15ce54f32a1c6900d106f2c2d802a3"
"1126","COI.0421.1Prt.Dn.1","COI",4,"e073447e15cdafe32e0b4562f6ae2526179149e4"
"1127","COI.0421.1Prt.Dn.1","COI",4,"517cee4416b7600ad7f2632ccc3840e0bd1ff072"
"1128","COI.0421.1Prt.Dn.1","COI",4,"69824e72991d1d420f283e07246469d816de7526"
"1129","COI.0421.1Prt.Dn.1","COI",4,"0fc984a9209334ee385d956773d70e1314a15718"
"1130","COI.0421.1Prt.Dn.1","COI",4,"6e95e221b045ea6bb1a3875d2d672f91af2dec97"
"1131","COI.0421.1Prt.Dn.1","COI",4,"ca8d9123fb3a971a6441642d7aaed9ce9322bd8d"
"1132","COI.0421.1Prt.Dn.1","COI",4,"9b9c4c7e5849a07e8d995910de4c8e81e7fe6008"
"1133","COI.0421.1Prt.Dn.1","COI",4,"a6fe721621bba34e509879ecc95162528c881657"
"1134","COI.0421.1Prt.Dn.1","COI",4,"b3591c0bbda62158fb5f571df38e446c814559a3"
"1135","COI.0421.1Prt.Dn.1","COI",4,"ba862374d13a4aabaaffc23e6a1a390fe6f36691"
"1136","COI.0421.1Prt.Dn.1","COI",4,"824f9a6e1ccb4a3c3ddd1d2f84a705b232adc329"
"1137","COI.0421.1Prt.Dn.1","COI",4,"f137db21ab2a2737c04938962227e5eb4bc0f316"
"1138","COI.0421.1Prt.Dn.1","COI",4,"81e58f57ee77be56495e94378eae8ee7389f94dd"
"1139","COI.0421.1Prt.Dn.1","COI",4,"98adfc70f396d00308fcbbdda58baeb20b0afb6a"
"1140","COI.0421.1Prt.Dn.1","COI",4,"871392b87004be23694cd12a27d9d62e51ec5d5e"
"1141","COI.0421.1Prt.Dn.1","COI",4,"3e51fd033a50179b20118b80a6f4169bcd9a0acc"
"1142","COI.0421.1Prt.Dn.1","COI",4,"19219c84bbaeedb8d60645a71a6203b718b574d0"
"1143","COI.0421.1Prt.Dn.1","COI",4,"d9f73ecfacfc0fdd2fec35833c7d3a0f68e86f42"
"1144","COI.0421.1Prt.Dn.1","COI",4,"f63c2bc59d45a018c25025791a6a0a0fd73209dc"
"1145","COI.0421.1Prt.Dn.1","COI",4,"3dc2b95ffcf1978232dfd97b165a6d9d0a549821"
"1146","COI.0421.1Prt.Dn.1","COI",4,"25b62b2a88bf6fb80f466ff448edc58bf6830dd7"
"1147","COI.0421.1Prt.Dn.1","COI",4,"e210f851ee45ba87ef06394da3560bbcf144d5b9"
"1148","COI.0421.1Prt.Dn.1","COI",4,"e609f3039443472be8a62e6af809fa7f8c93172c"
"1149","COI.0421.1Prt.Dn.1","COI",4,"d1786b5b5014c8090286e9d2182b79006acb28cc"
"1150","COI.0421.1Prt.Dn.1","COI",4,"96d7b53d3b66839cb7c3ca0f5b768e6de16ea4f5"
"1151","COI.0421.1Prt.Dn.1","COI",4,"0f23ec29d4f459320a3c77095cdc22d8d5df199e"
"1152","COI.0421.1Prt.Dn.1","COI",4,"ddfa95b6cf2a2d8925431655c35de688f7d554a4"
"1153","COI.0421.1Prt.Dn.1","COI",4,"90bcee73a4a75f35522786cdb6336ab3944ab2a2"
"1154","COI.0421.1Prt.Dn.1","COI",4,"cb3c1753b6a2dea992a4105518bc124f9785dbea"
"1155","COI.0421.1Prt.Dn.1","COI",4,"a7433f4769fc922e2fb0e334b0011dbee829a61c"
"1156","COI.0421.1Prt.Dn.1","COI",4,"e2003a12738941c815520aca4548b0fe93db11cc"
"1157","COI.0421.1Prt.Dn.1","COI",4,"be0d071cc9686d8df9be17834317b3bcd53fbef4"
"1158","COI.0421.1Prt.Dn.1","COI",4,"a3765b0b91c9890f05677abd1a70965a33864dca"
"1159","COI.0421.1Prt.Dn.1","COI",4,"c123cdbbeda4132988bd4fd33e235afa7a45ee9c"
"1160","COI.0421.1Prt.Dn.1","COI",4,"8220b233068ad4ef74b958e134259542ca58db1a"
"1161","COI.0421.1Prt.Dn.1","COI",4,"bdafe4e2197aab7c89601028412514b2d5b65c5c"
"1162","COI.0421.1Prt.Dn.1","COI",4,"60865bdb66de709451c926d9c0b8343d0132b6d1"
"1163","COI.0421.1Prt.Dn.1","COI",4,"6749a9f39cec1deaf59a74f85e0cce968cb7057c"
"1164","COI.0421.1Prt.Dn.1","COI",4,"2715d648e6f6100ea150b0284e1001154cb9093c"
"1165","COI.0421.1Prt.Dn.1","COI",4,"51be0265bfecf64559dc99e8e61dd3fed94b0a43"
"1166","COI.0421.1Prt.Dn.1","COI",4,"96113161038a637c63380ef13a0dd6f81f03fd5f"
"1167","COI.0421.1Prt.Dn.1","COI",4,"c089bb39c85a435f16338609a27cd7a259e59c2f"
"1168","COI.0421.1Prt.Dn.1","COI",4,"b118e350dcfd092202162eec4fabcc5bbeb8c9d0"
"1169","COI.0421.1Prt.Dn.1","COI",4,"bc2d9cd84a6ebbaec6cdecfd5b3eaa8f88177a80"
"1170","COI.0421.1Prt.Dn.1","COI",4,"c0203ecc0586fc4d13ca005815e7599e0e93f0e2"
"1171","COI.0421.1Prt.Dn.1","COI",4,"cb5f17766e605047dd060771ddac45bbdafce58b"
"1172","COI.0421.1Prt.Dn.1","COI",4,"a79799e6f92a0674185dabbf5c3e24c73e5f0cf6"
"1173","COI.0421.1Prt.Dn.1","COI",4,"a33a0f58105ebaaebeb9e796bf386790a435b17e"
"1174","COI.0421.1Prt.Dn.1","COI",4,"918e2b107d157fc20b18be334810d50eae8e0755"
"1175","COI.0421.1Prt.Dn.1","COI",4,"29db21419b538a9e8f6931192fe643a8bde3c002"
"1176","COI.0421.1Prt.Dn.1","COI",4,"72ec113cfc073b3defe3f3c6c40a64ce22e7a6a5"
"1177","COI.0421.1Prt.Dn.1","COI",4,"30ca7ae9e0bef560ed048355be182d9bfaa6e10b"
"1178","COI.0421.1Prt.Dn.1","COI",4,"429e13bb0bffe47bf69c25906b5ff6c7ff199895"
"1179","COI.0421.1Prt.Dn.1","COI",4,"54368ba1bb0f618e18227175176c543de14d9985"
"1180","COI.0421.1Prt.Dn.1","COI",4,"463918fdbfb0e7b3f522c89d6afed2af57a9ea9c"
"1181","COI.0421.1Prt.Dn.1","COI",4,"4fc62728951db547827d1a271d8f96fbfa880f0a"
"1182","COI.0421.1Prt.Dn.1","COI",4,"00cdb37e8f14cfc05569b7c50d2dc35993424b27"
"1183","COI.0421.1Prt.Dn.1","COI",4,"6a738e387aae132a006f371822d9ff8b00f88663"
"1184","COI.0421.1Prt.Dn.1","COI",4,"cadfb71570a74a599017e038c7ef70488255e585"
"1185","COI.0421.1Prt.Dn.1","COI",4,"0eaf13fc67da7d1e0db83e2c3ad08e3f5e8c9d67"
"1186","COI.0421.1Prt.Dn.1","COI",4,"59bd3264fa52d50f6d86d83ba007d0b5ffc78a5f"
"1187","COI.0421.1Prt.Dn.1","COI",4,"67677a4c6a691dab0b2acbdfb026d4ebd7e8b0e5"
"1188","COI.0421.1Prt.Dn.1","COI",4,"068f8efdc830752e2cb7cdabf6eb59f8a0daeadf"
"1189","COI.0421.1Prt.Dn.1","COI",4,"9c34ae50e737e94a29ba435571fa4a93182c862a"
"1190","COI.0421.1Prt.Dn.1","COI",4,"72a827be10e64ca9474f0380c849207505a6aca1"
"1191","COI.0421.1Prt.Dn.1","COI",4,"e999283bb139573758df71d1e3b434349043d519"
"1192","COI.0421.1Prt.Dn.1","COI",4,"0f1c938af080fd385658b2f788012bcb0c2bc58c"
"1193","COI.0421.1Prt.Dn.1","COI",4,"0c4512bfe5ded376411989029a9296c237af1df8"
"1194","COI.0421.1Prt.Dn.1","COI",4,"0f4ae825e48347a570f2464d7e21fd1f94c6eb2b"
"1195","COI.0421.1Prt.Dn.1","COI",4,"d92d73a21e9e81224d13746b318ce895dfee77ff"
"1196","COI.0421.1Prt.Dn.1","COI",4,"3cb753dce054eaf14aa85c08e70047a94fb649a7"
"1197","COI.0421.1Prt.Dn.1","COI",4,"360d31fcb682932caf2ad460103ba72bcc9c9f95"
"1198","COI.0421.1Prt.Dn.1","COI",4,"47e535fdc8b11e83c733a018791c7756eb226e70"
"1199","COI.0421.1Prt.Dn.1","COI",4,"c5e388e44c2cd350d5e7d673a8fb1a7ae529d599"
"1200","COI.0421.1Prt.Dn.1","COI",4,"7c22caadebe441cfd531e5dfaf5cda81cf02a03c"
"1201","COI.0421.1Prt.Dn.1","COI",4,"52ccea7274f7d5a2b07499ccff00e7469d7a09be"
"1202","COI.0421.1Prt.Dn.1","COI",4,"e7883e9dc54ea446e0c445025d8b060e6ca85aa5"
"1203","COI.0421.1Prt.Dn.1","COI",4,"7e67e04a1f9778f7ddd5b5ed286463903aaaff82"
