"","tmp.hash","tmp.tx","wholetax.tg"
"44","1e20e9d0d418fb2341424e3171657450f31ee687","Taxon_44","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"45","2305e39fb5eeec15e8737842f23c1da14b372a0f","Taxon_45","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"46","b0c04903c1971f5667a14137a1eccdc45021702c","Taxon_46","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__NA__NA"
"47","dc026618c57cb02d3b6fb8eda974cfacbdf45273","Taxon_47","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__NA__NA"
"48","7f982537e2ba3d905905e1631d35e267e10bafb8","Taxon_48","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"49","39ee0a8b1bcc3776b77c0f1b24467bb4d8da5a18","Taxon_49","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"50","0f5e5476e57373920e469bb97b617e664c3fea46","Taxon_50","Metazoa__Chordata__NA__NA__NA__NA__NA"
"51","31f04853366e2480b2c589eefcb58014290cae2f","Taxon_51","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"52","f68265766b0a01fa896ea7aa01176b4114db3c01","Taxon_52","Metazoa__Chordata__Aves__NA__NA__NA__NA"
"53","39e8e17a3b5ab67f0d7509ddaa98b75e6a6a8c9f","Taxon_53","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"54","cf1a1e1fb0fbc1df920fd9a831b1e9635b9fc645","Taxon_54","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"55","be73a44e26df0df813427ed9c5fd06ad0c6614dc","Taxon_55","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"56","926a4180ce3f43851f716643af057f1566d3dbfb","Taxon_56","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"57","2e4bcc617290460c133345a47e4413262891a3ab","Taxon_57","Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA"
"58","4e458ce332ba1ef367d8b5ff14824a83a9c93551","Taxon_58","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"59","900a4affd25f939ff05370b03c75c2cddfb08911","Taxon_59","Metazoa__Chordata__NA__NA__NA__NA__NA"
"60","906dbe39422c7de7d177892dd13d686e988e4364","Taxon_60","Metazoa__NA__NA__NA__NA__NA__NA"
"61","41f15e8b0821801b7e15f2aa488209afcd53bc7e","Taxon_61","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"62","e89bf5c73823560ef46faffe9d2dc9836dbd968f","Taxon_62","Metazoa__Chordata__Aves__Galliformes__NA__NA__NA"
