"","tmp.hash","tmp.tx"
"199","b82744490d122ecee501025f62c94bc59e67b8c7","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_199"
"200","32af7469b0f001b43ee24366642da3924e44b8ae","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_200"
"201","e56e42a99b0b5257ccc8093700dc5a64cdd1c2b9","Metazoa__Arthropoda__Insecta__Ephemeroptera__Ephemerellidae__NA__NA__Taxon_201"
"202","830d99f4e8d22a0dcb9e694432b09b308863be89","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Taxon_202"
"203","0f20341a758b7bb5e9156f215cd1e95cc27184d8","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_203"
"204","364b99ed1b12be82875bc0961a7baab2ae72f498","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_204"
"205","df954318868de18e77a8aaf3ef83b3efbcefc8b4","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_205"
"206","838017a81d476e4dea00acadb83af8eb21e9d5db","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_206"
"207","3d855bca334460648ef606bdaa7f3d70949a24a7","Metazoa__Arthropoda__Collembola__Poduromorpha__Hypogastruridae__Ceratophysella__Ceratophysella denticulata__Taxon_207"
"208","aa9f917576c387d0e654491c5903be6eac85501f","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_208"
"209","ae772c752864ca40f8843511566c8b58712acc1d","Fungi__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__NA__NA__Taxon_209"
"210","254d706ad9829b19b4a24faf5d3dcccfffdc5211","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_210"
"211","30c04da3c1d3525dd535dd41200c89736592153f","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_211"
"212","c627f065bc005f57dd0a39f1f05325fddc4618a7","Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Taxon_212"
"213","25a2a2d83f320bac5581bca438597863f9fb828f","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_213"
"214","76ccb866cc3fd09a40819318f551c27c80b9d503","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_214"
"215","e7f0b0eb33e7dd62287b932e3ae5da9c0ed09657","Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__Hydra oligactis__Taxon_215"
"216","3447a79b859d1d1556e1521f710211407fd00d58","Metazoa__Arthropoda__Insecta__Diptera__Simuliidae__NA__NA__Taxon_216"
"217","d57b48187dbf2b7efffe6fe9337227e36579bc49","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_217"
"218","d30f49f966b5379df5861871e8fe6e20e4ca3074","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_218"
"219","d2d6bf70af1edde3b6bcdddce658d290bb85e9b7","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_219"
"220","01dec5b8ec96c799b17adc7ac492296ab7b6a492","Metazoa__Rotifera__Monogononta__Ploima__Synchaetidae__Synchaeta__NA__Taxon_220"
"221","3a0c25e65c97dd19339de6e91bedeb1c645a42a5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_221"
"222","c5be3c7b147c648fcfecffe8106e84ddebd8bca4","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_222"
"223","cde3ebe7b31d25e85576db7e299d801f1d2a934f","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_223"
"224","2089cd366319e385519dd8f726e2c5a568b4b5ab","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_224"
"225","7b4ddbcd17f0a5fe8b610ef4850e3fdcaca36483","Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__NA__Taxon_225"
"226","50224e45ad092555a73c242fad23a7780ae0d278","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_226"
"227","261d0603b17c4da33e3d6f8e0a1e073a246fc772","Metazoa__Nematoda__Chromadorea__Rhabditida__Aphelenchoididae__NA__NA__Taxon_227"
"228","78378d4de58d99f9e9ab6438f343d40d63ab73d2","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Taxon_228"
"229","732255d2caf91b967cf73d2cf6506baf2cda0e4b","Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Taxon_229"
"230","67a0cda2bacfbbc2720d5032c26acab781721a6a","Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Taxon_230"
"231","1ae4dd2e166b0d14c12a70c3688eb85217635393","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_231"
"232","ac817e6915e18a13cced94f779ddbe28b094d852","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_232"
"233","5a9df5ed6a81e7a42485a2754d001a2196b81da0","Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__Hydra vulgaris__Taxon_233"
"234","aa2f44420a350f3ace5354f9da05d0bf303014a3","Metazoa__Nematoda__Chromadorea__Rhabditida__Aphelenchoididae__NA__NA__Taxon_234"
"235","a0a4d52f9a55377a9bc2a75535e24767ba10ad99","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_235"
"236","b18f44a8af5a2d37cc15df59897be55276b5f8b5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_236"
"237","8fcb7a2bd994669efba78c842a15e5e25b951e1b","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_237"
"238","dd1bb671acd5dba3a0270f1f4c7f9c648ff900d7","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Keratella__NA__Taxon_238"
"239","ffda2ba89433a227a96e00ddb8f2f4716b4d7c16","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Taxon_239"
"240","f05aa207f67783841feebfc44501ce521a5722de","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_240"
"241","c32c92b67c1fe5b4bb26a1f3f7868fa1185b3041","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_241"
"242","a6442729541881906fa4b82064f12793b7b5f95e","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Aporrectodea__NA__Taxon_242"
"243","dd33abcc19db1d817ea226f487ec64736e321bca","Metazoa__Arthropoda__Insecta__Trichoptera__Hydropsychidae__Parapsyche__Parapsyche almota__Taxon_243"
"244","723a3cfad78f1676aa80625846b4a025981b4c28","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_244"
"245","0f21f9b6cf0b395b84ca9f9cfc3e7d90fdc862b1","Metazoa__Rotifera__Monogononta__Ploima__Synchaetidae__Polyarthra__Polyarthra dolichoptera__Taxon_245"
"246","416b39c51dd79144cef5af08d9eb98f6a8b29011","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA__Taxon_246"
"247","b36f2be300f14ad93b4ed82c6ca39e0351dbafc6","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_247"
"248","d765580d3e8843996fb8d08844cf41c706e8b3ff","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_248"
"249","d35178f8b5803db7ae3ba6829f3785db9f633693","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_249"
"250","4d399f0e47d1e87a9a240cc89273a9139d73bcb9","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_250"
"251","2fd0a86b472ba203a8940f575b5f5960301dbcf5","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__NA__NA__Taxon_251"
"252","248a31536fbf08239cc32bd4333805d45ded2dfe","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_252"
"253","d2d85c7b3fbcbdee60d683b189336095b623c9fc","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_253"
"254","5595010f79dc0526b50e2602cabb1072feca978a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_254"
"255","eb4b3336df88c48a7d1dd847bdf22f905e4f8f4d","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_255"
"256","254d35c4ad1e844a503d2a28b919428e7286acde","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_256"
"257","cc4324b6dfa57c4efa54a1cf782dd5ce7e3f60c9","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_257"
"258","65c9e5503b34b0a5bb9c5ab173779493b275ff2e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_258"
"259","d6d501708c7cde0d9e891d7a54458182bde3fa46","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_259"
"260","f0f51e073069ba336001a6c084d93ac948f1f77d","Metazoa__Arthropoda__Insecta__Trichoptera__Limnephilidae__Limnephilus__Limnephilus externus__Taxon_260"
"261","56afe567452caea47bac86e3cb91395499e3818d","Metazoa__Arthropoda__Hexanauplia__Calanoida__Diaptomidae__Skistodiaptomus__Skistodiaptomus pallidus__Taxon_261"
"262","76f083f5e09e0e6f166f041a74e9346227b15031","Fungi__NA__NA__NA__NA__NA__NA__Taxon_262"
"263","591c93acacc8a5392b31aac19df28315efecdb94","Metazoa__Chordata__Amphibia__NA__NA__NA__NA__Taxon_263"
"264","ce3f34e52d7b790a954c63e72870e46518b45eb9","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA__Taxon_264"
"265","438669358699d88020b7f7a35333531dc9a626c0","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_265"
"266","99a1388f8f559247190c7bd9ccbda21519d6ee94","Metazoa__Arthropoda__NA__NA__NA__NA__NA__Taxon_266"
"267","4cb44ed9e6dc0f5612aadb7e02e340d733e009e5","Metazoa__Arthropoda__Insecta__Trichoptera__Hydropsychidae__Ceratopsyche__NA__Taxon_267"
"268","5881d833b58f241d46d86f131e34d76fc53993d3","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_268"
"269","8b7232c668c4f3177c04078476765cb08c9b22c3","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_269"
"270","5155470b5b9f4f31da75b592758935eae84e40b2","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_270"
"271","30fdf9d9ab701ad5c709873617f478d038bb800c","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Dero__Dero digitata__Taxon_271"
"272","1c12e6dc5543e057816ca9995170351d1b85a0ff","Metazoa__Chordata__Amphibia__Anura__NA__NA__NA__Taxon_272"
"273","50922283afb6338f25f01d2f1ebdd6a5c63c5f78","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_273"
"274","97f57e5ae21395eb3c332611a811e2473dec69df","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_274"
"275","04c73603e035aada566792a7c71bd6a289eaf3a5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_275"
"276","22b485116d56e5f82f05f2ba53206855912631ff","Metazoa__Arthropoda__Collembola__Entomobryomorpha__Isotomidae__Isotomurus__NA__Taxon_276"
"277","87392d31790c44c71705fae5699e1c9d98e541d2","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_277"
"278","9308651656183ed8f2d1dcf6b0e9ee35db9e2a08","Metazoa__Arthropoda__Insecta__Hymenoptera__Ichneumonidae__NA__NA__Taxon_278"
"279","fba086bf85c0fc4d1d977b44e907ca7e657587ae","Metazoa__Annelida__Clitellata__Lumbriculida__Lumbriculidae__NA__NA__Taxon_279"
"280","b7ac23581f961c04e9ee2f30e2d4819464063ed8","Metazoa__Chordata__Actinopteri__Cypriniformes__Cyprinidae__NA__NA__Taxon_280"
"281","880f9f1ecaf906c946b4b02c00e412509e919b42","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_281"
"282","e0643d8e78d4e9713c0402901b0d6645a0b01dae","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_282"
"283","75dd0e5caef72955a9df8c18d6bbb973aba66828","Metazoa__Arthropoda__Insecta__Coleoptera__Elateridae__NA__NA__Taxon_283"
"284","5571637d45f16ba8601d696d0b0173e2658ce853","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_284"
"285","d9333e6be82e2711374116786766f5a5e10e63c5","Metazoa__Arthropoda__Insecta__Trichoptera__NA__NA__NA__Taxon_285"
"286","55b85278d23760cde097d6efa0791871fdbde96a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_286"
"287","2183a4e200affdccaa02ad430bc169c395fa8a87","Metazoa__Arthropoda__Insecta__Lepidoptera__Argyresthiidae__Argyresthia__Argyresthia goedartella__Taxon_287"
"288","5cfa2d5d02eb23a762e8d9003746c8e237763894","Metazoa__Platyhelminthes__NA__NA__NA__NA__NA__Taxon_288"
"289","8c913a7eaf23966bdd6cb65dacc61c986d0a080d","Metazoa__Arthropoda__Insecta__Diptera__Psychodidae__NA__NA__Taxon_289"
"290","c8fa9d4366cabbed1b27b056e45a6e3ecb28e7e3","Metazoa__Nematoda__Chromadorea__Rhabditida__Meloidogynidae__Meloidogyne__Meloidogyne naasi__Taxon_290"
"291","a3cd0ef995200170a3b20642f746e06e1b311e78","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_291"
"292","ef019b46aa08617366c9d178f19b1b7bb00d824e","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_292"
"293","02b8147f0706dd220e73ad60b7d9a337f768c31e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_293"
"294","956a27c186e64c92d7d9f53ee7654c361f7d4517","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Keratella__NA__Taxon_294"
"295","82da0b2749f1fe2006b1dd99946babe02b84d260","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_295"
"296","715736bd52368cd7b38c664a6cecb03300c6a788","Metazoa__Arthropoda__Insecta__Trichoptera__Glossosomatidae__Glossosoma__Glossosoma penitus__Taxon_296"
"297","e3dfeff666c54d20d40b1e59a3b383f8afa9f338","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_297"
"298","41c63374c686e65f076f5448bf8f19e65c6a25ba","Metazoa__Tardigrada__Eutardigrada__Parachela__NA__NA__NA__Taxon_298"
"299","cfad697d68ec77b8591d979ab7ebda34ddbec2e8","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_299"
"300","73c00f003861d09e173c4495de1d70b78833172f","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_300"
"301","54475434c776e75c8db4b25ebbe664eb898f9826","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_301"
"302","042d6bb41c8c462d93447c057ee02fe0dd1d89c5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_302"
"303","54d5fce02c3b677479932a04d330076caf0a7a44","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_303"
"304","5f0fa1e0246507b639c7f05bce2da07386298153","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Nais__Nais variabilis__Taxon_304"
"305","f60c2ec3c2b619e8cc477580f14d187edeead085","Metazoa__Nematoda__Chromadorea__Rhabditida__NA__NA__NA__Taxon_305"
"306","f628462c43c716bffb6600fd681dfa0acb7393ee","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_306"
"307","b53714b2b3f2a19ce80da050c0d119b90b7efa05","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Keratella__Keratella cochlearis__Taxon_307"
"308","bfcc896584c3ea7326bd66544a1c8c18ba80a6f2","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_308"
"309","bd443c7312d22c8a5914ba10ce5541f745493df3","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_309"
"310","8f007e34a57ca1b328716ada0ddbebfbe8667776","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_310"
"311","52f01b6924ac0c8484cc6048816a91f7d474f502","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_311"
"312","a5af5367113104c131f7735b553d02cd60eb7819","Metazoa__Mollusca__Gastropoda__NA__Lymnaeidae__NA__NA__Taxon_312"
"313","4ceec570ee860426db881a6d32b114cb502a7c34","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_313"
"314","1f56cc2fcf4703f5a5a65434005a16761cd2cc7a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_314"
"315","e8a9bcf5314be8bc8649ac1a83e636c9c0d4ee3e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_315"
"316","6aa5bea3e28f89af9e7ad09fbbff95c006b05aaa","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_316"
"317","5166b5ebbfed281d7ad5f3de2363f7f888c6d034","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_317"
"318","b7ef8b522f67424cee096347121f83f9dc6b0436","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Eisenia__Eisenia fetida__Taxon_318"
"319","d28f02e13ee6925a3001b1edd32f39fd1bbf88fc","Metazoa__Chordata__Actinopteri__Cypriniformes__Cyprinidae__Pimephales__Pimephales promelas__Taxon_319"
"320","a7556decf62acc946647073f7eb1c5a4fe4996a4","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_320"
"321","cef56b4d695297092303e3fd6fd79ee899c86960","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_321"
"322","9b7a58c804c052769496292365c02646f096c181","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_322"
"323","1bc73f2286044dc2e4627987757259b5c207f6d7","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_323"
"324","33669bb20278c18cf21ecbc34c0d5d6d4967b5ef","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_324"
"325","f7429503cfe698987293501a436d1f4656284c41","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_325"
"326","8c4165fb99860f08a8a457328b7e1b2e605747db","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_326"
"327","20c59096124f69b2ab4f322681e8130c1c44e1c6","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_327"
"328","39c2a7a6e1b7e22a777deb2e1ff88d81e99b924c","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_328"
"329","65bc7a4213868f5995b98b2b112880a2b51ea3a1","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_329"
"330","14a6d5bfc3cb67a2e94f9ad7bb79ba915e00a98f","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_330"
"331","1f7ab2a32f0d0059f347ed47b8fbe81325788979","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_331"
"332","a46d52c160a8b5de6592c501cab276c342818a2c","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_332"
"333","0be7b8e77695c68c4d465b305cc53ab907537177","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_333"
"334","c4938a056ae54daa1a9d594c07b8eb15355aa0ff","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_334"
"335","f95521f89d0fffbcdff52326efcf65838281f3ec","Metazoa__Chordata__Amphibia__Anura__NA__NA__NA__Taxon_335"
"336","3324b2782422ef70c5edd2da4275ab7fcc9772dc","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_336"
"337","ba5bafc248955996337d87d85ed09c1dbc1dcae2","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_337"
"338","fb563bd2723e44b2d8a32e94d70f620fd5c5a7c7","Metazoa__Arthropoda__Hexanauplia__Cyclopoida__Cyclopidae__NA__NA__Taxon_338"
"339","dd0018d8d3de28fb4d0d5a89fac7355a4d3cbf42","Metazoa__Arthropoda__Hexanauplia__NA__NA__NA__NA__Taxon_339"
"340","0aa2f1c01c2f9d7b79381396de8e88b280fcfca7","Metazoa__Tardigrada__NA__NA__NA__NA__NA__Taxon_340"
"341","f4be14fdee20f7f4e18e3b04701bb3c08d717511","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_341"
"342","704caf02eba197e6f668ff196624c9d77714554e","Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Taxon_342"
"343","a659322243a74891ed55a281bfaa654e8ae2dc86","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_343"
"344","002d1ead19a7184bd0a9a47703f2479bc734fda5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_344"
"345","a69d52c95ff1e7a553a6e12c4cbe6e86cfa7779a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_345"
"346","abe0bf67a21ad20d5c577c0d52464c88ef8089a9","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_346"
"347","3951586a068a538aa30e9bb891f786c02a69769e","Metazoa__Arthropoda__Insecta__Ephemeroptera__NA__NA__NA__Taxon_347"
"348","8b35bf573ffee57b29618bfeb66c40e7df1c3d93","Metazoa__Chordata__NA__NA__NA__NA__NA__Taxon_348"
"349","5085ca53f7b9a49b2db73ee0381a53335625b133","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_349"
"350","6f258862fa0f2857976c09279ec907ac6ebd899d","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_350"
"351","2a9cbd0574d49fd26494f7f56d35548b7e9568bc","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_351"
"352","73a46a3e90c41dc40bbefac72ff3437674d5e8f5","Metazoa__Tardigrada__NA__NA__NA__NA__NA__Taxon_352"
"353","20deca030e611d9eb358f00433ae070c086ef2f0","Metazoa__Arthropoda__Insecta__Ephemeroptera__Baetidae__NA__NA__Taxon_353"
"354","7d514cd3d504fe6efe176a1f0a7f4aa1a2c7073c","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_354"
"355","5b73858138179aa5d73fbfd21fc269dd767cab29","Metazoa__Mollusca__Gastropoda__NA__NA__NA__NA__Taxon_355"
"356","2cc28b3547c2cf78ec1aceb72ebe6947bc0522c7","Metazoa__Arthropoda__NA__NA__NA__NA__NA__Taxon_356"
"357","ce03ae4904bf5b2b938677d708c40f4bd0829713","Metazoa__Mollusca__Gastropoda__Stylommatophora__Arionidae__Arion__Arion subfuscus__Taxon_357"
"358","e149cb74744ac0a1a65c81f058ce1ae52f36f7d8","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_358"
"359","4343460ff55f80c271399d744b2517cf806f6338","Metazoa__Arthropoda__Insecta__Diptera__Tachinidae__Compsilura__Compsilura concinnata__Taxon_359"
"360","4c307fd8de021721ea79625d1e4950f6ecb880ab","Metazoa__Mollusca__Bivalvia__Veneroida__Sphaeriidae__NA__NA__Taxon_360"
"361","d408fad8f23bf7b015c64c07941412bf4c8250d3","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_361"
"362","ac6ec84e2bf538fa81c3458c45bf96a57199868d","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_362"
"363","24cb1601a995118821687fc343cf28ab42eab2fd","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_363"
"364","36fbef6217491c9bd7cd4ac9fd6c09499f48664a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_364"
"365","81142a602ceb79d9aa9ebeba1489c688733543c0","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_365"
"366","8cf29b2a3aebe0779ea6e813667290e29c2f20a4","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_366"
"367","24d95142909efd368357e958e055a84358a5520e","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__Chironomus__Chironomus maturus__Taxon_367"
"368","3442fcf5283d0bf521307a744049ae11ba7951ac","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_368"
"369","177a577156461b5e16dcbe22d476f6ec49e20ee3","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_369"
"370","925bd73716fa2033eab59914d9ca6e747fcd58c2","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_370"
"371","b3038f4609401c3aeca467265e6ba637eddd4575","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_371"
"372","4759561db9010e93590e5df7c50c3ae27409150f","Metazoa__Arthropoda__Insecta__Trichoptera__NA__NA__NA__Taxon_372"
"373","3f2668ba72c69d653b0f50e3d6e64d7cdad6a568","Metazoa__Arthropoda__Insecta__Trichoptera__Polycentropodidae__Plectrocnemia__Plectrocnemia variegata__Taxon_373"
"374","edf3472b0451d17c4bdf95be6a40efc535b9d554","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_374"
"375","0db6a7f3f0b0b59d5a5d058a3da2eaee1c3186b5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_375"
"376","130e9440e2d1d0bb065e889745e8b8edb19bb7f7","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_376"
"377","b5e595eeeed91ef1b5c8173b87bc3febffb228a7","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_377"
"378","493817a78ff0722c73e90a1245511147c3aad2eb","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_378"
"379","0430be5b53d6e05010d29d2dff46a1ba5668a6f7","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_379"
"380","0ff72a56e05adb5edb90d2c6684d709ea13927aa","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_380"
"381","ab414b6255213db5e6845fc85e09097518597720","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_381"
"382","790f46b10341ae9f9c107c1e66af9912eeb0c08a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_382"
"383","0e4b9f513eb6eef20e1e49aec85f6b3044dd19bb","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_383"
"384","f921b58bc3f5dfa2d08a5c6e705003afce2a4283","Metazoa__Cnidaria__Hydrozoa__Anthoathecata__NA__NA__NA__Taxon_384"
"385","a3fe7228481124b94a96fbd64f97541037f7e94a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_385"
"386","88b66be63bfbbadc00b0f50ad4e1afc34664d561","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_386"
"387","f495d1d6c730bbcce43b46bd306c1d846ee7da3e","Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Taxon_387"
"388","32bb59b010f12e75723a1c822d1d390bf32eacd4","Metazoa__Platyhelminthes__NA__NA__NA__NA__NA__Taxon_388"
"389","118f4d391f4a7cb99d47e6b58b0e4134609a2998","Metazoa__Nematoda__Chromadorea__Rhabditida__NA__NA__NA__Taxon_389"
"390","a67df3f323a08a2551678bd99bbf640a6bcd783a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_390"
"391","a502e476f35f28fe8c72741e1264a62889787932","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_391"
"392","873cf4d50c31205fc8e2aaa29248ccfd1135eb7c","Metazoa__Nematoda__Chromadorea__Rhabditida__Aphelenchoididae__NA__NA__Taxon_392"
"393","57d71bcc03ba4ad0b84a216c816343b97785a0b4","Metazoa__Arthropoda__Insecta__Ephemeroptera__Baetidae__NA__NA__Taxon_393"
"394","2f05f2134ff0d357b5e30e310fff4fb68442ca85","Metazoa__Chordata__Aves__Passeriformes__Paridae__Poecile__Poecile rufescens__Taxon_394"
"395","2d3a122b30f43a91bf6ea41c885e7a7deb15b390","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_395"
