"","tmp.hash","tmp.tx"
"396","588fd38e16819ee0e6304b927d946599186628c7","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_396"
"397","618bfd5fab4947ad1427feef3c3f4bf290b558a1","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_397"
"398","fddea9a42ba8d1ef421dc10b0b465accfedeac84","Metazoa__Arthropoda__Insecta__Trichoptera__Limnephilidae__NA__NA__Taxon_398"
"399","a28c0ca29ccf5e9ab16753902fff95dfef8dc4a8","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Taxon_399"
"400","1879dee9adb062ef2c858d2b13990bcbb1f37365","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_400"
"401","8fb325a2f46b11c4b933958d5f57d7a417c9c11c","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_401"
"402","ad6d7e2997431fc7a26b70b98dd5793821289ac4","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_402"
"403","768e2a166087b0d1d496692733dc809af3972a1c","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_403"
"404","dd4a7ea871e20faa7b03d1f3c66b47396a8a04c2","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_404"
"405","865657b6cfabee4696e9e25eea1af0ae8ccf849e","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_405"
"406","bb1dd0fde76341cde52334049fca3cd4b1266e29","Metazoa__Rotifera__Monogononta__Ploima__Lecanidae__Lecane__NA__Taxon_406"
"407","3a891e1273a57c2f54d9dfab6f6a32bb5ed32b36","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Taxon_407"
"408","afde92ea765d71d5fdd249d46b3910705f1ffab6","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_408"
"409","012a4e507b1f82e430b9034d42f5240d8c7c4769","Metazoa__Arthropoda__Hexanauplia__Cyclopoida__Cyclopidae__NA__NA__Taxon_409"
"410","3064c0dc213dba7c22243065beb0193c687ab331","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_410"
"411","251d23ad8f2d0d55839a298c0e2fbfefa1a3d304","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_411"
"412","6ad3405f5441c5cbeb4f443b06efe2ac1263b293","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_412"
"413","3a353cd5d2c620d1abae3a9ad99759e654c22508","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_413"
"414","e88de7692c3e89e129aaf092e6715e4262fcb46b","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_414"
"415","29493b93a019be53677f0a2a6f801f50b959819c","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_415"
"416","35e43ac5df8b57affb3852e7f7eae3daa383ea8b","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_416"
"417","1bfb270ce1678a0a4cafb13f453652ef2433add2","Metazoa__Arthropoda__Hexanauplia__NA__NA__NA__NA__Taxon_417"
"418","a600e38fb806952519a41fbeaf131ba1431aba26","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_418"
"419","a1ff4198a5ba00678bc5243caa9d5c2b7f45525e","Viridiplantae__Streptophyta__NA__NA__NA__NA__NA__Taxon_419"
"420","d98d2b20c8632731bb9d64d219873d7c4152e920","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_420"
"421","636d940bd3a062d3578519fc60c9025af42de475","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_421"
"422","a7584524b496f6c5685c41d0fd545653a33a3648","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_422"
"423","34451a4350bc0fd25f065a0cf9d13f723b2c55e9","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_423"
"424","367818090e2269fd7c92c3049459967e3dffb97a","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_424"
"425","18fa60fe7ebc883afdf1f0d7ed1b5791451a1a5a","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_425"
"426","25da2a1c759dc83e3e25a794fbce71f811c02de5","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_426"
"427","dd982d5419a4e74e1e5f2522cf15a17aba135ace","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_427"
"428","be24b7297183d2fc9507eb54554ef8006a3164fb","Metazoa__Arthropoda__Hexanauplia__Cyclopoida__Cyclopidae__NA__NA__Taxon_428"
"429","696f3069c219d3f3d50244de88c12d17d4303e68","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_429"
"430","34e894c6d210b705c1a8a41d76e20fa733d49075","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_430"
"431","2c60e10d58d4d075d4362f3b4162c8f50dff205b","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_431"
"432","829b53943c535efebc25a993c9d25b34de7a9f9b","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_432"
"433","97fdf337e7fff3edf4bf2d2afcf46a25d7ec73c2","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Euchlanis__Euchlanis dilatata__Taxon_433"
"434","dded8c68de2aa55bc0375f954ccb0b384de51bbf","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_434"
"435","c6baf5fa52114f7fdd8e7f886d1ae3c6eb87cbb8","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA__Taxon_435"
"436","4b1691d2d5fc98859b77647f352f64a4dc09ae2f","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_436"
"437","723d653f811c75a25fa6cee2783f4b520e9ede1d","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_437"
"438","e15d50d542759d7bfdb4c27d0f008b722e2d68ca","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Stylaria__NA__Taxon_438"
"439","96f1a8406363aded1028efccfcc649d4757e9ded","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_439"
"440","31a051a4da5e16eb8eb09ab21e3361e0cff68bcb","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_440"
"441","2f24588fe7cb6e0f956f71fac5a26821d1fd16ab","Metazoa__Rotifera__Monogononta__Ploima__Lecanidae__Lecane__NA__Taxon_441"
"442","ab6ff9f7e2f21097a138f25a00682e17daa46665","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_442"
"443","867c1d3361e1435a74d46e6ca232a69d192df919","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_443"
"444","960cb742cf74bad2594fb703b6bf725ab8e474b1","Metazoa__Arthropoda__Insecta__Trichoptera__Lepidostomatidae__Lepidostoma__NA__Taxon_444"
"445","06d147e51b62c136f559160c3f89c5dd1f76e55b","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_445"
"446","aafdf60e2ea1423cfe6d646c45c4e0d6e8db152e","Metazoa__Arthropoda__Insecta__Trichoptera__Limnephilidae__Psychoglypha__Psychoglypha alascensis__Taxon_446"
"447","943ef23750fda2a85ea611dff79f21c8136c969f","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Taxon_447"
"448","32d88a5b507bf5f1076af60f73875ac3bba46968","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_448"
"449","fe7e9743235f358b1224bd05dbb6ba75814c5b6f","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_449"
"450","d1070204e69488fab18636debde0702c61057bdb","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_450"
"451","6191b61a4cd21720bd86a4e79ce23df7c61c8302","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_451"
"452","60567f9f6f909dffc2ab9dad9af647993a670f16","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_452"
"453","ccd2b1e9aacbb8adef01988f30abd05025cf667c","Metazoa__Arthropoda__NA__NA__NA__NA__NA__Taxon_453"
"454","ee6fa49c895e4faa4b2e35692377e896e0f4b89c","Metazoa__Arthropoda__Insecta__Trichoptera__Lepidostomatidae__Lepidostoma__Lepidostoma unicolor__Taxon_454"
"455","bc2e12d9573d0cf8e6aa449a3dc099d68771a00a","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_455"
"456","7edb9dc2b736349edce09f9e75efa714307d154a","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Chaetogaster__Chaetogaster diaphanus__Taxon_456"
"457","57e403c18aab082316fefd4793cc56d2c2bbc832","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_457"
"458","34389c5ed6eeac80c1f5bb3b3c313e8128708c8f","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Taxon_458"
"459","ca7c3f17504e51c02940e78689fa020e6f27177e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_459"
"460","318f2f7af5a597ea0eb7934967ee2e831aa27058","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_460"
"461","027a94b9286c484810cf465d02325def52e64bb8","Metazoa__Mollusca__Gastropoda__NA__NA__NA__NA__Taxon_461"
"462","900f6e82f5a60fc8f5d0f34b3b892b0d37214583","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_462"
"463","b80d18f689dfdef2e50f31cb257abb9ec2ef2c78","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_463"
"464","5cd8aec18a8f4c5c30830bf7cf25916a7d006f2f","Metazoa__Rotifera__Monogononta__Ploima__Lecanidae__Lecane__NA__Taxon_464"
"465","fdc9276da2dbc7b3d0460e6b4c2aa0a48ddb5eae","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_465"
"466","f293c45b021b5e998884ab1e8b68ebe62522e76b","Metazoa__Rotifera__Monogononta__Ploima__Lecanidae__Lecane__NA__Taxon_466"
"467","e35a0d43382ce1f8adb115458405fc83557e4135","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_467"
"468","1b79618a060392699d1aabc1d009817af55bbfaf","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_468"
"469","c0c0505e6426a212fdeae954bc4cb9cd91821ce0","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_469"
"470","a71be4e23172888851741367e57be94ab04c71d4","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_470"
"471","27cf122807a6dea8647821baf66ded7087f35144","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_471"
"472","8c5d7a3e0493911b75a539feaa36b79cccb407f5","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA__Taxon_472"
"473","3b130311c0a52e0b1e645e8697d23b11a11d9410","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_473"
"474","45f8085af5a237eaeb1e8b68acca24633a76aeeb","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_474"
"475","fe85f67de2eae25389699cf7f6fe32399f24bece","Metazoa__Arthropoda__Insecta__Ephemeroptera__Baetidae__NA__NA__Taxon_475"
"476","bf6b39057daaa8dd69af8dbf8aca77ad142fc277","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Taxon_476"
"477","d0e262a62a6708b1837d102a899ba4db9fca8025","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_477"
"478","799c58810e795ba812e5b49709fe592837eeaca4","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_478"
"479","4a5afcc8398da85eb6cbec3ba512aec5f0aacd49","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_479"
"480","cb4f8d5b80e8e282760d088fb7ca5fc69e67471c","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA__Taxon_480"
"481","10e38cb47964aed124cc361c7b4dba813df87866","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_481"
"482","4e4e29d6274621776a2f8f95ac5e819ee2d016d4","Metazoa__Annelida__Clitellata__Lumbriculida__Lumbriculidae__Lumbriculus__Lumbriculus variegatus__Taxon_482"
"483","5c60b5f7aab187aa0ff72a0a7c1d66e1386bc905","Metazoa__Rotifera__Monogononta__NA__NA__NA__NA__Taxon_483"
"484","58047c143bf625933329cd2cb5ca74f4df0dc81d","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_484"
"485","f198251b25ae6eefec539a8b634edcfef8b8e4e1","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_485"
"486","9ce1094859a3bad62d0fa6622d0763aefd0b040b","Metazoa__Arthropoda__Insecta__Trichoptera__Lepidostomatidae__Lepidostoma__NA__Taxon_486"
"487","5b6f7017ed97ba91f1b6a42e1606f52777555e6e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_487"
"488","58e898c55487303fe808c8a96bfcdee9b88c7967","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_488"
"489","41abaacafad0c397a5d567687cdf4b720bd66917","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_489"
"490","dd831c7daaf5ca922a95bf510557551113d09efd","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_490"
"491","06b44203b436ca6f25e47b5e1f230c4ec3291a7d","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Taxon_491"
"492","c4d4bf3bd6f65c0095686c708a4092ad1f236ee5","Metazoa__Arthropoda__Insecta__Plecoptera__NA__NA__NA__Taxon_492"
"493","b27053d332cb5356e7053b461199791642d4b186","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_493"
"494","a56322a73fc7b05b61b394b0214b8756ebd2aede","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_494"
"495","328adef5415639680ba80b06eec5f09edc807a7f","Metazoa__Nematoda__NA__NA__NA__NA__NA__Taxon_495"
"496","b6baee0ba678bfae0333fb3c492c6dec9c94f779","Metazoa__Arthropoda__NA__NA__NA__NA__NA__Taxon_496"
"497","12abf03ed1b9a4977dd16fce45e24108358f531b","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_497"
"498","d3d72ae7b76c5c580e89751ee4c771a1ad48c544","Metazoa__Arthropoda__Insecta__Hemiptera__Aphididae__Eucallipterus__Eucallipterus tiliae__Taxon_498"
"499","1d167b636b2a31adf889a0d3721141ffb22f2787","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_499"
"500","816a0ee750327bc96ffb301b2d1f524b64175956","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_500"
"501","4073da0c7f578341b340dd3e0028fcd6bc45365e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_501"
"502","07e72b4ffb000eb66034dbb6a5230eee6483c4d0","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_502"
"503","44968071d89fb97982540d7a3bfd7160126ce4eb","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_503"
"504","695f7bd5bf256f542e2faf69b42c1f567c3344e0","Metazoa__Arthropoda__Insecta__Plecoptera__NA__NA__NA__Taxon_504"
"505","d8a46151390034bf4578ef1351dd092aace588e6","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_505"
"506","98aad62db5d3e4b6263e619635828d4e14e766dc","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_506"
"507","e4138bfd2d4286686cc4c4ebe238435a50c5bf68","Metazoa__Arthropoda__Malacostraca__Decapoda__Astacidae__Pacifastacus__Pacifastacus leniusculus__Taxon_507"
"508","738d3a4f299c5155a7c0bfe04fa467247c5c371c","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_508"
"509","694d2e4d2866a51fa80526a9dc801e16116a5cb0","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_509"
"510","227569d22cd33053fc4c51775c690c55e2ebd18e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_510"
"511","955fc13dfae6c524eba081dc16a173daeab2a013","Metazoa__Arthropoda__NA__NA__NA__NA__NA__Taxon_511"
"512","812f3f4aab9e8c37770901b51fa4201ce596ce7c","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_512"
"513","0781f21cdcd05afc0435b9945a5fbb14f3413c6f","Fungi__Basidiomycota__Agaricomycetes__Agaricales__NA__NA__NA__Taxon_513"
"514","1e2495949f2ed55c4e76cd817fae6ba444915833","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_514"
"515","b4c1033f6ee135a6cb09ee2d495a0202a9c768a7","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_515"
"516","038758576a1b119acfca133b90d5751b70e1a1ab","Metazoa__Arthropoda__NA__NA__NA__NA__NA__Taxon_516"
"517","6d90a20cccb216b63d729ba9cd7ef4437c463d16","Metazoa__Arthropoda__Insecta__Coleoptera__Curculionidae__Barypeithes__Barypeithes pellucidus__Taxon_517"
"518","0c1731ec136c31be641a7fc7c2acb313ede50387","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_518"
"519","596bbb1020ab6e515b1da16ffa0daaee2b4221bc","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Octolasion__Octolasion cyaneum__Taxon_519"
"520","96ce7d19b4efdbdbc2d49c4379b99c7b0de13353","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_520"
"521","f902c058877b795d7bbe15ad7f192194038d0596","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Taxon_521"
"522","26885159b7d1336204811638520bbcc063b6e72e","Metazoa__Arthropoda__Insecta__Diptera__Simuliidae__NA__NA__Taxon_522"
"523","64458a1129969880fa456251e515eff8e5a752a7","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Taxon_523"
"524","eb22c5c786cfb8a3388e0bf6d0c982a74c212223","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Allolobophora__Allolobophora chlorotica L2__Taxon_524"
"525","27c02f13975bc8865adbb867abbce764fd372024","Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA__Taxon_525"
"526","506f89a1e927042efb07daafc412f5583d800785","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_526"
"527","27dd3a18b195838bf152db7c486fec4945765f5a","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Limnodrilus__Limnodrilus hoffmeisteri__Taxon_527"
"528","a19ca0abf180df9cffee218709862f031e3c6b64","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_528"
"529","1b028a74e05d968cb5b2a1b423c5526313e65a62","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Taxon_529"
"530","3462be8b0894c0bad56ded5433a82dd4d547bd84","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_530"
"531","b0f71b0d285a3cece743a13bc4f9dd50ea0a2393","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_531"
"532","bc99be33942dd197e971ffded9bf1eb8bc687f05","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_532"
"533","6de698d0dc6f7107030aba6a3e867a8683ecb1e0","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_533"
"534","d06d1381f53e17f58e1e5b0692db38059f0b47d3","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_534"
"535","313238bcbfcb541dee08f19cd08e135f1153b539","Metazoa__Arthropoda__NA__NA__NA__NA__NA__Taxon_535"
"536","9308b83573f6c7b354af07051a9f91b2ba0c2de3","Metazoa__Arthropoda__Insecta__Plecoptera__NA__NA__NA__Taxon_536"
"537","a0b598827fff2ca521b5acb64499b3196e81d1cb","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_537"
"538","43a97b5013b89dcf1c1c61b68996fc6dff31ba30","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Taxon_538"
"539","4508102c0cfb7c921845dee38d62285e119401d5","Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Taxon_539"
"540","3b0c8fe48400c2271be309198c60a8452ede13c1","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_540"
"541","d8eade1fd7cd0d0350d2829b7d77844ca5facffc","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_541"
"542","5a20bcf082c035f6d3578a075b007d261ab53091","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_542"
"543","ed313dcc2365a8c957028d8bb29230b16f596837","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_543"
"544","3e9fb24f8d917d87c2b50272e5940f9f59580180","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_544"
"545","b0d70b6f88cd21536208ee9e0707c3cd41b71310","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_545"
"546","7b95f61b566dbbbf18820242c77d19c7df4b1f0b","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_546"
"547","03a07fc56a6f96ae830fc40f057a175106d18307","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_547"
"548","ef878aaca313c2770174404ecb7d1f6dc87acb0a","Metazoa__Annelida__Clitellata__Haplotaxida__Enchytraeidae__Chamaedrilus__NA__Taxon_548"
"549","44a09c739cd5f526130ad2c02a09c624ebe103a4","Fungi__NA__NA__NA__NA__NA__NA__Taxon_549"
"550","516c6e28d66816c74dc40084cf7379c74f8175a9","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_550"
"551","f1af828311b67b366c2de8363112ddba7f3e11d0","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_551"
"552","636a223e2baa4ca76a9ee60d148f27035e5b9783","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_552"
"553","f423fb69539daee7b52a8e61ed6855325677d82a","Metazoa__Arthropoda__Insecta__Hemiptera__Gerridae__Aquarius__Aquarius remigis__Taxon_553"
"554","15d3c1f42d5e9485b8de0a1b50eb9d8018ed486e","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_554"
"555","6524b9065ee93f168cc40ca122dd46623677c8a6","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_555"
"556","66f5312e5643adfdb694122799f9221971aaafb1","Metazoa__Arthropoda__Collembola__Entomobryomorpha__Isotomidae__NA__NA__Taxon_556"
"557","a334e877cb3c5503250442968bcb8dab1f6845f3","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_557"
"558","379e5f3b032f1bddce8d171e94d993eb324eb7fa","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_558"
"559","779b331de88881ce19fe8135c19414f6a3a6c90d","Metazoa__Annelida__NA__NA__NA__NA__NA__Taxon_559"
"560","2f605c6ff21358a98c85f6bf8c6f24532e434bdc","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_560"
"561","aca58e98ee2633c1ab96f65e2c3db5c142a6afa2","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_561"
"562","cc7859f082d12a50f775d20a97ab2ca1f552efec","Fungi__Ascomycota__Sordariomycetes__Hypocreales__NA__NA__NA__Taxon_562"
"563","f4e402d331e1fc3d9c4ae9d001ab60ae5e9ab1d6","Metazoa__Arthropoda__Collembola__Poduromorpha__Neanuridae__NA__NA__Taxon_563"
"564","6766fca8a4401103fb169ccfd46a486f9d435c57","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Taxon_564"
"565","66b937407a02153c33287830c9f07b2d64e6a28b","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_565"
"566","6721a53c3b1b5932ed5002c638f33dfa8b4cb4c5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_566"
"567","f575578c95f3240bfe38d7d1ae0a3d7f3556d4b5","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_567"
"568","4401c7520ce5b66d461482768afb86c7700a3822","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_568"
"569","f53d8d9382ceea3a7fdd60069079d4fac87c1b5f","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_569"
"570","2e46f9be10f6c3fe32646ff7213f9a80843c7e41","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus__Taxon_570"
"571","436edc9b91d0d3ba5b28a995dece578e0177d672","Metazoa__Chordata__NA__NA__NA__NA__NA__Taxon_571"
"572","3272f6c9cbaba73c474997e87357c22dcce92239","Metazoa__NA__NA__NA__NA__NA__NA__Taxon_572"
"573","a917c458cf109fdef7f2ac32525f4f143d1ed4fb","Metazoa__Chordata__NA__NA__NA__NA__NA__Taxon_573"
"574","3bd45757984c4321ff62162ddf5dbbb19245b041","Metazoa__Chordata__NA__NA__NA__NA__NA__Taxon_574"
"575","59f3dc1659236f043ab1bbcf9f8b4167fd3b13cc","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Taxon_575"
"576","3b877aab36cfec9afde65b6fb7ca8bccb4f07236","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus fuliginosus__Taxon_576"
"577","7ffe6b4806724aa859bb0910bd31da09e703b1df","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter robustus__Taxon_577"
"578","ab7476aec2a1c53d382b7631e90615e9e19c18c5","Metazoa__Chordata__NA__NA__NA__NA__NA__Taxon_578"
