,NGN0340,NGN0341,NGN0342,MGY11,NGN0343,MGY12,NGN0344,NGN0345,NGN0346,NGN0347,NGN0348,NGN0349,NGN0350,NGN0351,NGN0352,NGN0353,NGN0354,NGN0355,NGN0356,NGN0357,NGN0358,NGN0359,MGY13,MGY14,MGY15,MGY16,MGY17
6fa273f106b04e4a88d5274de4c13550db5d2400,0,0,592,0,115,0,0,0,0,0,0,0,125,32,0,1850,1546,0,35,8,0,0,0,0,0,0,0
4170618f3d3e46fd4dd6baa290c00b2303ffcbf3,0,0,722,0,10,0,0,0,0,0,8,0,263,0,0,0,10,126,394,281,0,0,0,0,0,0,0
dc08087139074725c40095de25b0fec3f51bbb4d,0,0,56,0,0,0,0,0,0,145,186,761,30,0,18,0,83,0,0,0,0,0,0,0,0,0,0
5a9d54df79efa4c662af471692f10e11a0a32471,0,0,33,0,0,0,5,0,0,99,118,69,53,0,0,0,0,101,144,112,0,0,0,0,0,0,0
48d367013d1eb201ec05cd5c0ba20f2b107ac200,0,0,4,0,0,0,0,0,0,88,131,139,37,57,58,34,10,50,73,14,0,0,0,0,0,0,0
f8ad9bba0376a44b97768f8b13bfdea157d945c0,0,0,74,0,0,0,0,0,0,106,135,100,105,0,0,0,0,0,35,44,0,0,0,0,0,0,0
26e7ad58967a023aff3c9b8dca678cb39248a35e,0,0,22,0,49,0,0,0,0,95,123,143,19,0,0,0,0,36,63,0,0,0,0,0,0,0,0
8e9a0700ae62c9686cbc124f71abb20e1650f544,0,0,192,0,0,0,56,32,39,0,17,6,19,4,0,0,87,9,36,28,0,0,0,0,0,0,0
6772854e7416b0fed5049b0448ffacf1b25bc139,0,0,72,0,35,0,78,64,232,12,0,0,0,0,19,0,0,0,0,8,0,0,0,0,0,0,0
e724d4de9522f67b607e2d3bee67e137a017fe48,0,0,7,0,5,0,0,0,0,35,71,33,164,0,0,0,0,23,12,73,0,0,0,0,0,0,0
5bc36abcef8a98c5ee664f9eb921c63ee53a4031,0,0,55,0,29,0,17,9,0,0,0,0,72,0,0,0,0,10,0,108,0,0,0,0,0,0,0
f4760e6ca94f4f51e1611fcf1c9f00a3568654e4,0,0,37,0,82,0,29,43,73,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
f13ee2974b76725172bc7f57f31fd646e1c0fe74,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66e2d01df6d16b6d64bdf5b155bf44ebef8fffc9,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2dee1da67d8a675c740aecb86a4e267507526dd,0,0,12,0,0,0,0,0,0,0,0,0,80,104,51,0,0,0,0,0,0,0,0,0,0,0,0
e47ebcbc410dc9c0d9cb2e3c217e7d309a88b9dd,0,0,25,0,0,0,0,0,0,63,79,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02dd8c767eb987a77ad5b5419a7ee0866b3c231e,0,0,12,0,0,0,0,22,60,48,34,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcf7846f08b11230689b68f52ccbdc7b2c84399b,0,0,10,0,0,0,0,0,0,0,0,0,56,0,0,0,0,26,29,111,0,0,0,0,0,0,0
542c13a0cdf4d9b0626be026511f46b41a04b5e0,0,0,43,0,5,0,44,40,26,0,7,7,43,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1da8fadfe4084bc49fdec723888e3d561ffdd5af,0,0,6,0,0,0,0,0,0,56,77,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d0c7dc472b3f74a50fb664ecfb05ae1fb983e2f,0,0,24,0,0,0,0,0,0,8,25,26,5,0,0,0,0,54,56,16,0,0,0,0,0,0,0
75b97a1aaebdda4e143a2746990b599bfd6d0a39,0,0,14,0,0,0,8,7,5,18,22,32,20,0,0,0,0,8,61,12,0,0,0,0,0,0,0
a13a7f6c0754f324845db447971c577593cba072,0,0,44,0,0,0,29,0,0,25,34,38,27,5,3,0,0,0,0,0,0,0,0,0,0,0,0
7960252019a38a75b154acb04d13154be83ef6f7,0,0,130,0,0,0,0,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e3f2b7d4c3ab94874d86b98ee868bb10c96afd98,0,0,50,0,49,0,21,17,26,0,5,0,10,5,0,0,0,5,7,7,0,0,0,0,0,0,0
9e539adedb347032ffcc78107034a80eaa5111c5,0,0,38,0,0,0,0,0,0,63,59,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1aa29f253830d1a7f103854ab0aa0d44cd8ea860,0,0,139,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8e14224be94ed83b073e9e74f4f0a0484b8673f8,0,0,36,0,0,0,0,0,0,42,50,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a313d6cf972702382dab3969b9861906ad0d1fb7,0,0,130,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ff34f66eccd1de38c84c2e82ca02f684d4a43266,0,0,21,0,0,0,8,9,0,0,4,16,68,35,15,0,0,0,0,4,0,0,0,0,0,0,0
209731051db6046388cda6e1e398470293eda692,0,0,58,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bf76f7eefc42f03204c952a45ad0c295ce695e6,0,0,8,0,15,0,0,0,0,53,42,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c0e47275921b6f05a6c37c0885f4860f09a136b,0,0,14,0,4,0,31,32,30,6,6,0,12,12,7,0,0,0,0,7,0,0,0,0,0,0,0
1ffdde14080a0f4e8e76985791107e99318d9a04,0,0,60,0,0,0,0,0,0,11,20,12,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0
a67e75091cfbc6f5ff3924d5689d8adc4642f514,0,0,39,0,0,0,0,0,0,0,31,21,35,0,0,0,0,0,0,30,0,0,0,0,0,0,0
e6e7e7bf280af3f09675e248148d8a257c5deffe,0,0,14,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2792222d37efd9aeeb84bd15ec1d09b8ccca37a,0,0,74,0,0,0,5,0,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92b60603bae2c410974e4774b595530cb44d06e3,0,0,13,0,0,0,0,3,0,38,38,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45818cdd2ab8ac0028ed95fdfc9e3265905ff35c,0,0,38,0,0,0,0,0,0,6,16,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8db10bb6240b8511b6b6c31bedb2d34f9a5affe4,0,0,45,0,0,0,0,0,0,17,27,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dade0dafe4d06cb14447fa363d7318f46272295,0,0,7,0,0,0,0,0,0,34,23,43,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
1a80733566b99094095ab70d5d4007e3b62db546,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b64605d1fdb0a823b70d763e4a2f22a543c0c287,0,0,56,0,0,0,0,0,0,0,18,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6cdc66cf211c3e1c32d0a6c05111d95416779af,0,0,29,0,0,0,5,0,0,0,0,0,0,0,6,88,0,0,0,0,0,0,0,0,0,0,0
8405ddbe2fca380b3ecff196b4ec655b5541af83,0,0,20,0,0,0,0,0,0,0,0,0,28,0,0,34,0,0,0,45,0,0,0,0,0,0,0
8d6f87e67ef51844abab2b676eaebd4de36a401e,0,0,12,0,0,0,4,13,7,16,15,0,0,3,5,0,0,31,15,6,0,0,0,0,0,0,0
65329b269cdf2836b0767910eee25177533814df,0,0,38,0,0,0,27,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678c84b28ed9b572aa9d2cca86b66a4a3f54e0e,0,0,6,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6187b46a5fbc38bc57d39362e6b3370ed3bdd4b4,0,0,22,0,0,0,0,5,6,0,0,0,0,0,0,21,0,0,0,59,0,0,0,0,0,0,0
9d3bd58a6d7b9baf2e0099392e1b25278e7f765d,0,0,6,0,3,0,16,16,28,11,0,18,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0
3c1c9f388b9caa113bf2a3dfe01b85e802fd4dc4,0,0,79,0,4,0,0,0,8,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84e449011f3708f7ceef1f4cd41201b2d1777331,0,0,11,0,0,0,0,0,0,17,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dbcf4ddfd3e711c5d1deee3224322c611a4da0d,0,0,63,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ffd36e7507271a34c8045ae4a3d507f4ef5a377,0,0,73,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76b531bb6c126a13a60d3b032ad1f5a9f12ef13a,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84dc588de5f333b6046e7b3c4b85082b22eaf102,0,0,16,0,0,0,10,0,13,8,10,21,9,0,0,0,0,0,3,5,0,0,0,0,0,0,0
9fda0ed398862c3f1dfaf2531bbfd725899da142,0,0,35,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
9d3bf6f477b301d0ebc7e71d5c9acf49c7e85f41,0,0,27,0,0,0,0,0,0,12,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac6953ecf959d90124798155b9b5c8a1bff654bb,0,0,55,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23ea0dc834079bd4fe183405eecbc3d9704b79bc,0,0,15,0,0,0,0,0,0,0,0,0,37,0,0,0,0,12,26,0,0,0,0,0,0,0,0
6af12ae9753d77b0f64a298090353ad3bb78e788,0,0,16,0,0,0,0,0,0,8,12,13,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0
24f6235a2fe912d06b4629a3d36ef758cf0449e4,0,0,34,0,0,0,0,0,0,0,24,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667ddab65acbdcbfd8a7823aca24b1f67f3fb612,0,0,24,0,0,0,0,0,0,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80c5d9884a933ff249c691bc4cedd44f0f234c7a,0,0,40,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d42dd72fb708ef7b66d7083ea72a15c6b3124ba0,0,0,67,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8fffe643c0b9e2d43f46ab4a355124eb92383ff1,0,0,47,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b3eeae8859e32e73d053c0415eb6d81e74340bf,0,0,24,0,0,0,0,0,0,0,0,3,0,41,0,0,0,14,0,0,0,0,0,0,0,0,0
2c619790723a20212008bb4ed259b233eb35ffe1,0,0,33,0,0,0,0,0,0,0,9,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc393856dbdef665af80c22e7815b58ad397faff,0,0,64,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00f179cd359b664b0c1d1eaf377fceda95817cb4,0,0,55,0,0,0,0,3,3,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2dd31cbc1fa91aafc3cbf6e92cb83bd0b59ccc5a,0,0,5,0,7,0,9,0,8,5,13,17,5,0,0,0,0,6,0,4,0,0,0,0,0,0,0
e619443f097f84105594309b47175d04bf5d363f,0,0,16,0,6,0,0,0,0,38,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38db6165b12bdf226390aef5df0086368f2910c5,0,0,16,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a092c6fb926de5233397715728165f65b569fe6b,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cf12b2f8d8bb19cbc8d9f184a16d3059939b1bcc,0,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46be09a9ab854d1e5c83ab3af0c8d803bda8a9b3,0,0,13,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abe5cdefeece26acb87e6e65d8da3c377cfc9a3d,0,0,4,0,0,0,0,0,0,4,3,0,4,14,7,18,0,11,0,5,0,0,0,0,0,0,0
55bce3f2ed3139f2c5bedc6911bb4699a38ff6c0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc205d51fcc3f850f5be0eefcb9713421bd554b5,0,0,43,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565e9116c1c5895afaf003aae239e430b38ad88,0,0,27,0,0,0,4,0,0,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9717d485d3e7ebea7a27806b5850b3d73d0ba1a,0,0,8,0,0,0,25,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6df0a68f5b6e85dc25fc3aef50b62c2ffe66bb99,0,0,7,0,0,0,0,0,0,0,8,15,23,0,0,0,0,0,7,6,0,0,0,0,0,0,0
14f3698821a39bf6570390e48fb6e7f0c2081a9c,0,0,13,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81cd619018a6b899310a45c1a911c8ebeeef05d9,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edbf50b655ae316fc83684f9a4a208f01af173f2,0,0,12,0,0,0,0,0,0,20,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848dfba7a2dfd5c47162f855abd5bc20cbab153e,0,0,38,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1bcbdaff4d64b6d5e565d089d9b1b080eafa914,0,0,30,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35e61e8b9befe8efc7665600c95fea823d16c6ff,0,0,3,0,0,0,0,0,0,11,13,0,11,3,0,0,0,10,0,10,0,0,0,0,0,0,0
1be64d69401317b732696a576d8315a90486425d,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d5991543a2711e15281606ab33b5aa97cb3af6e,0,0,28,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81112c48176b7bf42d0ace27325e52dfa37b7ad6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfd2d24bcef1b307a526ff6b4259ba0f6d5ff500,0,0,18,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81d503baa6e8977319afabfbde4e50ced782afc8,0,0,7,0,0,0,0,5,0,0,6,0,0,22,9,0,2,7,0,0,0,0,0,0,0,0,0
b5ad521b43b4bcfcb284108492854856ef6423f2,0,0,50,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c49a364ce8afe4ca80d320a561eec2568fc9da6f,0,0,13,0,0,0,0,8,0,4,9,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0
78ea5cb551c0c0f73517662d6dcbf745d1345aab,0,0,8,0,0,0,0,0,0,0,18,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a88ed9da1d83f6d556f596b6addae72fb7b0a2b8,0,0,22,0,0,0,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b9c91c25cf3be0ff43197d57c37d34c1672391c,0,0,13,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,21,0,0,0,0,0,0,0
88c18ee03420387152d4e4b20fd61049dd31deaf,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
895f247473ae2d3584e96ab3947e8918786c1be7,0,0,38,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb19f7417b404ddd78b70104a4f360bdc3ed273f,0,0,9,0,0,0,11,5,0,11,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
5cf1d1275b4983cb3f1f067875a3eb563af85bc1,0,0,40,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f557aa5950ee799b45fd2a2d1e7b0576f363043,0,0,18,0,0,0,0,0,0,8,10,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b327cf6b9dc19f4b7280c9752a24333875392ae8,0,0,24,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0
40c3b8f040af2741e69680099a92cb9e69ddfa86,0,0,4,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
b3bdf2dff9f88634cdd370ac09d4bf6b60a7a59a,0,0,39,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837b871336fb07bb242bcc231d032024b527e20,0,0,13,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0
72a9e4a6e656db3d0bd434e05be047e5bb14a540,0,0,6,0,0,0,0,0,5,8,0,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
52298559d2ded698ac55cb635b081520f654764f,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
cfec99f14c4707888dbd5e0421c117731b1b995a,0,0,20,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62fbbf4863052b8cb4a0a2017689f49e64766185,0,0,13,0,0,0,6,5,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e17cfb6bf7c3ca7c792f746b2d42b81138da3af6,0,0,6,0,0,0,0,0,0,0,7,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26bc43fae9dff6c19a5e45b77763f276381fa050,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4803971e52d929ef959848e42027c0f137139b7,0,0,11,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,12,0,0,0,0,0,0,0,0
0da6aa1407d6b3461952778ba07a3807659207ae,0,0,10,0,0,0,0,0,0,0,6,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490cc0b8aa094d3619b3c960c73333088786038f,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adce04474fae40e05c638139dac49598f27a2c02,0,0,8,0,0,0,0,0,0,0,15,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
409e33e6e46a1c53a8bed498409a0bc66ada96d8,0,0,8,0,0,0,0,0,0,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdf83ab1953521ae2949561888bcd9c2e522e584,0,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,8,10,0,0,0,0,0,0,0
011a67a9bd836f734e43eb98e358db30d4cafdfc,0,0,6,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bc5bebc7ea1430369a6b1bdceeeb6bd84a3c6d4,0,0,33,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d98555d4f9a16fafa873d950e287892b04b9762b,0,0,13,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0
b5abea0aed7509e91c7362c51ab4c7d64ac556f5,0,0,2,0,0,0,0,0,0,0,4,6,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0
02a6f64502880a831c5870cfec32c7a13844b108,0,0,17,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51d6a774b5786a2df6d7f605e6955841e70307f8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216ed3777a754c4e47849ea6edb53f3b1307413,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21845bac8ff9356be4b391a2b2edf0bbaee26600,0,0,6,0,0,0,0,0,0,10,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31fa7f3782c942873b6e2e41931a17da5892bcf5,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4aa70e8dab821a8719b468b8e2146a0e94528133,0,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50a72d4040b57b9a9894e09bbb4d98f3c9c9fa1b,0,0,12,0,0,0,0,0,0,5,0,5,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0
4b679c51a9e350a20448d33b4bc695174cc5a2a9,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b3dc3f830682cf47319012f0c896a6a6e4fafa3,0,0,8,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a671830cd6bc00c24ca97910aa12ee655aff32b,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f9a23d60f399670c4a8e30e7eae72f213aa4705,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6873e65a4bd57666f7360ca30b21d7c82f391c5,0,0,23,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19b31d6928f9e1f264a5973fa7cbd1cb0cd74fb9,0,0,25,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d54fed62be3fd01e02ca61a65071ba6fd7a7c26e,0,0,20,0,0,0,0,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d5b32e337d0675cd324a551e277cb4b236631ae,0,0,15,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11fab58e1954f9f5e845e122a7bc2e8fc427e064,0,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7aa09dbbf73bc721cd4a0e952202d383034facfe,0,0,23,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133b40f9ea586f8a32e71b3db0ff975127523320,0,0,12,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa7b8e6841a9ab0e2c4a6722ab8291823af73f9e,0,0,7,0,0,0,0,3,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35b3a26dd3972291e8d9315b74586ca6988e90a9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93d2fe97b39b795a308f599930c4efdcb65cc9d1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
e7da3d094713d5f1412f959abddaad66c08a8c3b,0,0,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92c9c759df9ad1468b3a952a2eb27b92725b9a33,0,0,14,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16da793ee8161df20f303723c6a89f86c19425c8,0,0,11,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c849b3501e923edcb8eb0fe6ad525f87dec0462,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ee44ad623f5334c3b813487e32fc7962ff5cb01,0,0,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d21a4279938e07aab472d0540eb88bdc01413fb8,0,0,3,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0
8b076d9515295dbc220dbcbf5b172859e3675f63,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0
