"","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"65f6e204e30982d55209e5e4291814ec311b470a","      1","root","no rank","1.0000","","","","","","",""
"3c858ec8748fc54617776f4dcd6e0a95cc9d51f4","      1","root","no rank","1.0000","","","","","","",""
"6f59d575eb8996f930b1622a5dc11b3f8734ccf5","      1","root","no rank","1.0000","","","","","","",""
"7ff77789e67bbd9ffe108e1dd905798c5cab33b4","      1","root","no rank","1.0000","","","","","","",""
"b691daf5f3e55296cbb67deae952dd7956d05afd","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"02087cc593f40be8e3f3405e26b791009dca5131","      1","root","no rank","1.0000","","","","","","",""
"047e131e44922bae57abcc3d46da4b6449f4842a","      1","root","no rank","1.0000","","","","","","",""
"e8a16913d19fb9a3913b47efa66a20275f8324b0","      1","root","no rank","1.0000","","","","","","",""
"b5a4508253146f0a490f719560f8bc3fd6d7a035","      1","root","no rank","1.0000","","","","","","",""
"fb434d844c0eecd94ddb6cde96b0f0194c52c80a","      1","root","no rank","1.0000","","","","","","",""
"612b5c4dd09654241a7d4507f9440c98bf19cee7"," 504568","Salmoninae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"93298549fd560bff0049be3b0d8e9871d052eb2f","      1","root","no rank","1.0000","","","","","","",""
"b6cbcd4dae31619bb232e9f09443c11691428fc1","      1","root","no rank","1.0000","","","","","","",""
"45caa271c321b365435a45fa2a463344b7c0264b","      1","root","no rank","1.0000","","","","","","",""
"2a5fd4298d135b81736fc0e863bf4c994ddbdec4","      1","root","no rank","1.0000","","","","","","",""
"64acd71396ce9fd7a044de196d7f1e36a58c8f32","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"fb8bdf4ee4c7ba10ff7b51f17a021c6a7172465b","      1","root","no rank","1.0000","","","","","","",""
"e6ea754005001269f3c50e7326892547a4af556f","      1","root","no rank","1.0000","","","","","","",""
"115053abc2693aa4e232b5c25d4e494bac16d682","      1","root","no rank","1.0000","","","","","","",""
"b6a4cdbf4831aa4a951904460a4e0f25a5ec8a92","      1","root","no rank","1.0000","","","","","","",""
"39d23aa7413ba0ccb28e78c384db9fdb10c53282","      1","root","no rank","1.0000","","","","","","",""
"8b815c308bb2190f83ad3e994ef6009d6b69c530","      1","root","no rank","1.0000","","","","","","",""
"f74cf42a45c5bf302e7b2233452e0cca0a14cbba","      1","root","no rank","1.0000","","","","","","",""
"c7bf4d0609bc700e902df67a48e7399f3ed65484","      1","root","no rank","1.0000","","","","","","",""
"fe00d159d308d54bf1be11ca2d4cf64fc20cb8b9","      1","root","no rank","1.0000","","","","","","",""
"ee10a57b8e892ee72bf167c0efd0a15ec40cd488","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"566ee523c9473789d9c835b6cbf79155e782e4a1","      1","root","no rank","1.0000","","","","","","",""
"491eb516bbef70c54ffb4804914326ffb8890c9e","      1","root","no rank","1.0000","","","","","","",""
"9c69c10d019e2de95bee367032e212ebe41a4932","      1","root","no rank","1.0000","","","","","","",""
"16ca142877e360acb9e3c25676cdfb6c610f328c","      1","root","no rank","1.0000","","","","","","",""
"f53c0268906f5a28f163439cc5235a9f5eca5af3","      1","root","no rank","1.0000","","","","","","",""
"7c3a071d9b4e988f7367ae8ae7bf3ada64fdd9af","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"e4fdb76e825fd91ab707f2393927a0efbda0f326","      1","root","no rank","1.0000","","","","","","",""
"c5096108c306c4feda0e54dde259d212245b2d5a"," 504568","Salmoninae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"1c870f5b5b9b4d02421378a119b8e0be82410a57","      1","root","no rank","1.0000","","","","","","",""
"149a0753176d9dc0b59562e26ee3647f4c82fc3c","      1","root","no rank","1.0000","","","","","","",""
"bb674befa7a41a448d3c3d45f4afaef922f8fd67","      1","root","no rank","1.0000","","","","","","",""
"be528d433204153a9b5e1af0f1dd069d8804408c","      1","root","no rank","1.0000","","","","","","",""
"a10c8f99362cc757e6cc7d38a0a353dfd39aae71","      1","root","no rank","1.0000","","","","","","",""
"00ee5a56c8d1170d97064d14e3c21996fa86eb6d","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"471e79a5296218d92da79623f4a5b9f0494cb457","   9434","Myotis","genus",NA,"Metazoa","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",""
"0348c4efa5b7b058bfd6b97552a36482d9f3caf2","      1","root","no rank","1.0000","","","","","","",""
"97d1214bcded745624a4ae8b7b2eba409b7dfadd","      1","root","no rank","1.0000","","","","","","",""
"b59d357bfe6779a0c83900f7dfd21ce6c0578bce","      1","root","no rank","1.0000","","","","","","",""
"6153f16fb0b3813fa0b6547e0baa5d59e4b3e60f","      1","root","no rank","1.0000","","","","","","",""
"4dc8cef7b52bfb26bbb61faa6cfe28675cb7af8d","      1","root","no rank","1.0000","","","","","","",""
"f093b282d77da74878b9e9052526c9eeb6f4b5a4","      1","root","no rank","1.0000","","","","","","",""
"6880b656203dc9428f87390010cb0f9096e6a4d1","      1","root","no rank","1.0000","","","","","","",""
"750cd54b8f7a67ed753e79053455df035c5955e1","      1","root","no rank","1.0000","","","","","","",""
"4896712f728ec998065b7b058e8d8eedcf7a6660","      1","root","no rank","1.0000","","","","","","",""
"e9a184c1eb9deae2456684a53dd761ebed18dca0","      1","root","no rank","1.0000","","","","","","",""
"f1e4e7e038593dd6a2439d8357a018f13719a0b8","      1","root","no rank","1.0000","","","","","","",""
"9a95fd50655d92175a7c9466b17ff0ae01d74a3e","      1","root","no rank","1.0000","","","","","","",""
"27960e0cb2366b94317e765b07ebb38ea5c04204","      1","root","no rank","1.0000","","","","","","",""
"62cac238a2ecf1b4ea64008763f38acf170560e4","      1","root","no rank","1.0000","","","","","","",""
"50f86fd03df6fe62fb9778c4932a382b2baebf98","      1","root","no rank","1.0000","","","","","","",""
"923dbda7bb40265f10fd433a5e11557da9bff0a1","      1","root","no rank","1.0000","","","","","","",""
"e435800311b37d3de7b80886b09bb183cda4f126","      1","root","no rank","1.0000","","","","","","",""
"38d5b9d9b790cafde268cfe8e94083fe4cf8c3d3","      1","root","no rank","1.0000","","","","","","",""
"6a140efa3291f07baba0e1e6839e439d039b97ad","      1","root","no rank","1.0000","","","","","","",""
"68cb6ff5932c44bdc8d04b038032c8687dd427a2","      1","root","no rank","1.0000","","","","","","",""
"c79a2d31c692bfc9764296822676659e9007b062","      1","root","no rank","1.0000","","","","","","",""
"6b9a840eaa6fa47062a8b9040053664f5d66c2aa","      1","root","no rank","1.0000","","","","","","",""
"ca746b69822e7ab7263d5f4f639af08538e1438e","      1","root","no rank","1.0000","","","","","","",""
"02b0e16a44762f262ddf59986eb75aedee447ab9","      1","root","no rank","1.0000","","","","","","",""
"6c46c6166d63f75297f973e2eb965b05b4d8a752","      1","root","no rank","1.0000","","","","","","",""
"cbded2fcdab9a6d63490cda7372cfa4a9df5375b","      1","root","no rank","1.0000","","","","","","",""
"2b3c6d5ec7e0577eef686e0a78203bfe27fe79d3","      1","root","no rank","1.0000","","","","","","",""
"cdb3dc0267ce354cf1952191dac10b47150e812f","      1","root","no rank","1.0000","","","","","","",""
"d32b9028edbdbf3b9242bd5c2e439c9610595ab9","      1","root","no rank","1.0000","","","","","","",""
"1778842396dea3525106a013004f2caa6162c58d","      1","root","no rank","1.0000","","","","","","",""
"fb52d761efed17cd76675dcea39b6bb81526b83b","      1","root","no rank","1.0000","","","","","","",""
"0558049560e4bbcb722faa086f5db3ddc709f9d9","      1","root","no rank","1.0000","","","","","","",""
"731d3237827bb703e89d1b0eba96e12a267e1fb0","      1","root","no rank","1.0000","","","","","","",""
"c69d4b6e00748ca8f70e3d68ee8ae36f3e6250bf","      1","root","no rank","1.0000","","","","","","",""
"4245f375a1930ebca48901e54b6d456e6340709b","      1","root","no rank","1.0000","","","","","","",""
"e8f6c243cd8dc26adceb292802618184c06480ab","      1","root","no rank","1.0000","","","","","","",""
"489f72f88f86260581e974b4bfbd5986fcc74c24","      1","root","no rank","1.0000","","","","","","",""
"d51328cea4b7aee4bb620b4576b2247ab3382d21","      1","root","no rank","1.0000","","","","","","",""
"9aff92818f2f89633b84b7ea9b74a6f8fddf05be","      1","root","no rank","1.0000","","","","","","",""
"f92adea502bd0c16156b5df49b09fea6c6d66ac2","      1","root","no rank","1.0000","","","","","","",""
"e2a664b66eabcbc0702b82362fc350b37f45918c","      1","root","no rank","1.0000","","","","","","",""
"a1520b4f34dbd150c8c16f9d947c753d665cf5f1","      1","root","no rank","1.0000","","","","","","",""
"da9e0e932325b5ff43d40e8db4fe0463b692a42e","      1","root","no rank","1.0000","","","","","","",""
"99aec683ed9e8d77e4785cdfa1a4f202370958d8","      1","root","no rank","1.0000","","","","","","",""
"97ee9c5be2b55e1643ea0a5d1831af45e79f16ec","      1","root","no rank","1.0000","","","","","","",""
"f371c4593cfdde27290936eba5932ad935269e73","      1","root","no rank","1.0000","","","","","","",""
"aec23c9a650a76d063953bab8f2ed0a74aa89172","      1","root","no rank","1.0000","","","","","","",""
"cfe9ad478a82c232efdb0ad147e06c0e9ff04e92","      1","root","no rank","1.0000","","","","","","",""
"bf67b2b73b1ce7d21a678074304328cba34b6047","      1","root","no rank","1.0000","","","","","","",""
"5d97501136b6ac70e37b2d272a5420914cf9e8c4","      1","root","no rank","1.0000","","","","","","",""
"fe97e39b10804a4037c0ffd44789961d4b84d1ea","      1","root","no rank","1.0000","","","","","","",""
"104bcb63aa2588faefe84561fac808baf36d3744","      1","root","no rank","1.0000","","","","","","",""
"c8a56114bcf7e56dfdf11ea87c1a2d29bcc48d2f","      1","root","no rank","1.0000","","","","","","",""
"169602f78acf5fb8e6219d0900621f52e83669ff","      1","root","no rank","1.0000","","","","","","",""
"98122fd08b791a7d258c7b18eeed30a2ebd1151c","      1","root","no rank","1.0000","","","","","","",""
"69d29501d323f50a01264aa41a2e9efcc05e1da2","      1","root","no rank","1.0000","","","","","","",""
"5bf9634c607d396eb505872ab59c217ef2078f65","      1","root","no rank","1.0000","","","","","","",""
"827f8d890957d7169a0996dd67d86f47ac22b55d","      1","root","no rank","1.0000","","","","","","",""
"ec03b31448bd0a748f514c45202d2f34ef501912","      1","root","no rank","1.0000","","","","","","",""
"b5dae55615574fbaf5f5a4d7c94b5efd2ed2090f","      1","root","no rank","1.0000","","","","","","",""
"4ef9f1a7c5fd4509598a75acb0e6748ed35c44c4","      1","root","no rank","1.0000","","","","","","",""
"14d0ecd484dbbafe2a9f99d9ed0c9ac6bf50eeee","      1","root","no rank","1.0000","","","","","","",""
"1b7279842f026710b63a0cfffa54c5a79c03b60f","      1","root","no rank","1.0000","","","","","","",""
"4c1872d1ac139e0a63b98a082ba3fb5b5a32d176","      1","root","no rank","1.0000","","","","","","",""
"319199a59bd238b27cc8cd21c11d24f242baf997","      1","root","no rank","1.0000","","","","","","",""
"a682f23c87912208d1970645e2e32c389b6138ab","      1","root","no rank","1.0000","","","","","","",""
"1c7fdca4924b050ff53f0eecb014cfee6d795cbe","      1","root","no rank","1.0000","","","","","","",""
"2b16f7e6f881a3a027ba1d2df7a1d5d1ca5406f6","      1","root","no rank","1.0000","","","","","","",""
"9a4cc0e35d49885c450a761130c4fb22de150816","      1","root","no rank","1.0000","","","","","","",""
"7aa01efa6670d62b55a20b471149847bec189c43","      1","root","no rank","1.0000","","","","","","",""
"fb66b2d70d05a46e69a636b344406356620daadc","      1","root","no rank","1.0000","","","","","","",""
"7c23ac26c1c5e06f1ae20ecb5e63f9fa4fb68550","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"dbbf0d891a73a75d9a55f90b8d28fe05d1d00c06","      1","root","no rank","1.0000","","","","","","",""
"70305d4bc13c44db241e531ba353917ddf794679","      1","root","no rank","1.0000","","","","","","",""
"7196a6f41bb6b36510a9616be8d5007ee88c9108","      1","root","no rank","1.0000","","","","","","",""
"75bb059f0330507cb56d0cf995b945bdeae30e9a","      1","root","no rank","1.0000","","","","","","",""
"50a21c50cfd1a91c23bfe140064e35f319165566","      1","root","no rank","1.0000","","","","","","",""
"e561d526fb0f34c5889b1c2db035a44222f6f30e","      1","root","no rank","1.0000","","","","","","",""
"495a0645003a26cc126fdf95eac40813d7fb9a5d","      1","root","no rank","1.0000","","","","","","",""
"5ca67e530a1b36a39c20b47a59e93535c32b3574","      1","root","no rank","1.0000","","","","","","",""
"13c8346d9c6d43be1a0b6cab26a1fb98f3af9bc5","      1","root","no rank","1.0000","","","","","","",""
"5d3fca3ec9dc26be39c2c83fcd8ae83763f0fa48","      1","root","no rank","1.0000","","","","","","",""
"187fc453aaddff244f28103977e095bcab760690","      1","root","no rank","1.0000","","","","","","",""
"cbea428d010b5fae7b79471bbf889d3c20ae78e7","      1","root","no rank","1.0000","","","","","","",""
"0ecafcca90025eef2d7cc7e21e8a16227fcd0cb5","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"90de4d4d19011ca83057f84141acb8b57cd9842a","      1","root","no rank","1.0000","","","","","","",""
"1b14eaaae6432208e76961b59418e210ee18553c","      1","root","no rank","1.0000","","","","","","",""
"5577b7fbaf3ae18f2178a93b7c3c220c182ac6a4","      1","root","no rank","1.0000","","","","","","",""
"5d82fc46e80d62627c12851796db0cf52d9cbf46","      1","root","no rank","1.0000","","","","","","",""
"f8eed4259e6bef231048a1ed857052d09407574f","      1","root","no rank","1.0000","","","","","","",""
"29935d89c86651458dcb0140e33e7f7941902bbc","      1","root","no rank","1.0000","","","","","","",""
"f6f0b035b7dc9f87d9849aa1cbf0a17ea8c949b9","      1","root","no rank","1.0000","","","","","","",""
"d9aab53a38d7dc611e352a0bab7fbd71308b1550","      1","root","no rank","1.0000","","","","","","",""
"1ccf6ea3b4c9ded2ac47dd248fc9da75acb754ea","      1","root","no rank","1.0000","","","","","","",""
"6d1500eff11c9c44e86b965d6454618de111f12c","      1","root","no rank","1.0000","","","","","","",""
"52c5e2e24368640bc7da8598c4503cc1b2269b1e","      1","root","no rank","1.0000","","","","","","",""
"5c9fafa9b654ae3d19c23750fdbec16fa66fb07a","      1","root","no rank","1.0000","","","","","","",""
"de21ee8704e7e23722fdf77d0f7a6f24839e01ba","      1","root","no rank","1.0000","","","","","","",""
"85177e959b0b96ddd505658260a01247f605e0d1","      1","root","no rank","1.0000","","","","","","",""
"0ff3592733afe8f233b01dd809810c513694e648","      1","root","no rank","1.0000","","","","","","",""
"49e7592d7c0d23e5108e165771b0b0958cf8d1ad","      1","root","no rank","1.0000","","","","","","",""
"b6cc277d6fefb7852f4a13369059328909f24e80","      1","root","no rank","1.0000","","","","","","",""
"a92ae0c73cd6d0799d2e63d4d7766c57009f136e","      1","root","no rank","1.0000","","","","","","",""
"2cc1ff5dc58ab5670dd0d8f1c8abbb13430e248c","      1","root","no rank","1.0000","","","","","","",""
"bb267040d4dfa2d3b2e259a638e27d243094eb46","      1","root","no rank","1.0000","","","","","","",""
"8acdedf62e7e5d62475def653b7c4e9684f362bb","      1","root","no rank","1.0000","","","","","","",""
"d462bb88ed0cdbbacf4bcfb9aab1442771d0a410","      1","root","no rank","1.0000","","","","","","",""
"ec5ede72fdaaed71f66b39fa1f9b303c03ccd923","      1","root","no rank","1.0000","","","","","","",""
"13bdca66e8f824f72604205671b66f413f209c39","      1","root","no rank","1.0000","","","","","","",""
"833b69463dd1e5102852fa4f27b78074b3ef2ff6","      1","root","no rank","1.0000","","","","","","",""
"3652c19b78f98cc1f580133b8ceb857c71f6d340","      1","root","no rank","1.0000","","","","","","",""
"85bc43046030bddf498146554bfbcf10d9f4f5fc","      1","root","no rank","1.0000","","","","","","",""
"af11c2a668cecde2c8d4e9f8bd20411e5e9f3b33","      1","root","no rank","1.0000","","","","","","",""
"9188df0a4b43c28c49874bd58fbefce11416548f","      1","root","no rank","1.0000","","","","","","",""
"9c177b556ac925aa7f5fa05607d9a4820e3dd201","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"2888591f23daf76ef3ae53a7d4bd6ffe13361bb8","  39087","Arvicolinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"31ad3f226fd63129710a9c45d7e04c5450c8eeef","      1","root","no rank","1.0000","","","","","","",""
"f87ba3e629d42f3142187d35cfb26162cb7afbb7","      1","root","no rank","1.0000","","","","","","",""
"c52f188162c64b656633012b81561e06a1183283","      1","root","no rank","1.0000","","","","","","",""
"568ec8be3f8a82258a8d017c0d4d1e99c1108f0c","      1","root","no rank","1.0000","","","","","","",""
"761197e8835e25df135597700d8772972b9a6267","      1","root","no rank","1.0000","","","","","","",""
"05474b9bfbcd958f79476e31c8e74b96011e8886","      1","root","no rank","1.0000","","","","","","",""
"32fa046c1a7b8ef3975699bf2da6faa87fb2f3d4","      1","root","no rank","1.0000","","","","","","",""
"9592b748cfccd0b183e272044e1fc8bc41e912cf","      1","root","no rank","1.0000","","","","","","",""
"30293821351fa3eebbdfba055f565be2e95c8c34","      1","root","no rank","1.0000","","","","","","",""
"2b57da1b1b39c0671e7f5ccafc8ddf01a0be073f","      1","root","no rank","1.0000","","","","","","",""
"5e9a28822d4da5b4a2c64bc0607aad875b0ca813","      1","root","no rank","1.0000","","","","","","",""
"9a1499e927bb9f02dcedb5bbcd30cb3ed4c38dec","      1","root","no rank","1.0000","","","","","","",""
"08bdea3e81ac4bbb3e0c56ed41de4c7bfd7bdb94","      1","root","no rank","1.0000","","","","","","",""
"227e6c190579e3bb5a7948656aa17c1efec46cd2","      1","root","no rank","1.0000","","","","","","",""
"0d94db2e9995b00b3e71c085718236ac3325f355","      1","root","no rank","1.0000","","","","","","",""
"a863f7145d795f1b8724cd65d7b84e9c0b14d90e","      1","root","no rank","1.0000","","","","","","",""
"73c23642e32f84f204eddd0876484d916b7a1861","      1","root","no rank","1.0000","","","","","","",""
"f40ee7d0efa5ea341312c4f61b6bb8d5c270c6b4","      1","root","no rank","1.0000","","","","","","",""
"a7d0591ae6d831f3d6b14156b609abdf8b2c6b52","      1","root","no rank","1.0000","","","","","","",""
"e3bb86462242cc75b2d9159e96f588a2ca09a5d3","  10114","Rattus","genus",NA,"Metazoa","Chordata","Mammalia","Rodentia","Muridae","Rattus",""
"da83c719cc06209b92f6b2c6a335a055a2db77cf","   9823","Sus scrofa","species",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"7b10c2ffc98e2835cd07fd31411fbe4eed4484a1","      1","root","no rank","1.0000","","","","","","",""
"413fbe95ab63a82d9e669019c7db21131346d3a6","      1","root","no rank","1.0000","","","","","","",""
"ba33ba0ed6685043a5a5dee8efeaff73ac565ada","      1","root","no rank","1.0000","","","","","","",""
"ff9f7d063f80071d77662252ba8fbdc5482ca5a0","      1","root","no rank","1.0000","","","","","","",""
"5c1f7224731c81d308addc6f2c681434373ecb0f","      1","root","no rank","1.0000","","","","","","",""
"fef148a0484151c16b939bf9ae60f9fc4f31de22","      1","root","no rank","1.0000","","","","","","",""
"aaf98fd08e64568993d5de0a4f083cb6a7e90ea7","      1","root","no rank","1.0000","","","","","","",""
"d29e3913155e6715c809685b18d4cb6daa3c40cc","      1","root","no rank","1.0000","","","","","","",""
"99d78009db7c54e39e7e7ab4a8581843993325e6","      1","root","no rank","1.0000","","","","","","",""
"5cc770d78c3bdb135380c8be1b85c47ba88719b8","      1","root","no rank","1.0000","","","","","","",""
"2ee44cd994b385c8d4769185628f050da5bcc6a9","      1","root","no rank","1.0000","","","","","","",""
"5231e6bf44a0b82a0db3ce5f6f0517f8bb340e49","      1","root","no rank","1.0000","","","","","","",""
"e235fd902ad19821aaa56f1e66929216ca842662","      1","root","no rank","1.0000","","","","","","",""
"559e071361c5a118227ba254b19808b3c1ccccfe","      1","root","no rank","1.0000","","","","","","",""
"92317e0ad323e969fe6ec63e6f03f7a7d8f8b99a","      1","root","no rank","1.0000","","","","","","",""
"32413aefca057f8817c97055b435d6fde73599a1","      1","root","no rank","1.0000","","","","","","",""
"2a1768a80802931e50a1612fe43edcccd3458cdb","      1","root","no rank","1.0000","","","","","","",""
"747dab7896547ab3af3b2e351f4a7ba28693dd53","      1","root","no rank","1.0000","","","","","","",""
"079e10356ac5aac6276fe945d7e7b6eb4b950cc0","      1","root","no rank","1.0000","","","","","","",""
"e19fa271fb044b78fa28388cb4f1f2d2f43bd00b","      1","root","no rank","1.0000","","","","","","",""
"8040425fd035aa2467a03ba70700ac56b30f8771","      1","root","no rank","1.0000","","","","","","",""
"b4a5e6b1517ae4773a1ea2c67ffbc0f638ec170c","      1","root","no rank","1.0000","","","","","","",""
"b305601900c60e231630c8a6d4e63f39e8862734","      1","root","no rank","1.0000","","","","","","",""
"834de9cc5ba538af16d565c5e930a8b16e84e06a","      1","root","no rank","1.0000","","","","","","",""
"c3949be27766ae584d21f5bd685306efa313f132","      1","root","no rank","1.0000","","","","","","",""
"d472c5e9d506a67e6f741315d58c29db111cbfe7","      1","root","no rank","1.0000","","","","","","",""
"7cf707cdb690b99c32ed4ee86c916db345421140","      1","root","no rank","1.0000","","","","","","",""
"694e5b14d778baf5762082959c6524a57ff0cd28","      1","root","no rank","1.0000","","","","","","",""
"b9d32af2490923becdbf6b1bf98f5deb536d7ea4","      1","root","no rank","1.0000","","","","","","",""
"3b9f19a82ed322bd43906afe13939148022bda02","      1","root","no rank","1.0000","","","","","","",""
"891fa6a46d07e92e87766d57d6e4da5ddfacee63","      1","root","no rank","1.0000","","","","","","",""
"d776be0fd95a4ba35e3bb54c0c203e3a9856129f","      1","root","no rank","1.0000","","","","","","",""
"0da87dba5d51a7195ace29617ea11f872664d40e","      1","root","no rank","1.0000","","","","","","",""
"74cfc10b8e3791d5c25d10280e1ff65d3585e152","      1","root","no rank","1.0000","","","","","","",""
"67b50dcd22dc49eea2ce81e8eec77c4ab9af9d79","      1","root","no rank","1.0000","","","","","","",""
"907b3b5d575794425186251b1c359b8106edc6d0","      1","root","no rank","1.0000","","","","","","",""
"600adf299b02afc5f11a6c434322ac9212fc3e07","      1","root","no rank","1.0000","","","","","","",""
"4028a1d516c5b9fab6b33a1059271ba2ee2e7e62","      1","root","no rank","1.0000","","","","","","",""
"2fc93ab2db36febe02ad16e313833e8ac4001452","      1","root","no rank","1.0000","","","","","","",""
"78c6cda8f1613447cf0cc79a3e7f659d9b9d608b","   8032","Salmo trutta","species",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"e5c8c60d441b62290a643554f74c7ce51f59b97c","      1","root","no rank","1.0000","","","","","","",""
"a48583a2a7ce6f4f62ef6ef70dd0cb9fff1093ae","      1","root","no rank","1.0000","","","","","","",""
"c99994322bb59dd2abb8811c6200d435e40a802f","      1","root","no rank","1.0000","","","","","","",""
"4f2b58c663bb04403af9f88ef10f843a91199695","      1","root","no rank","1.0000","","","","","","",""
"a813b9080ea5eaa943e605f1f892d5463c2d5c25","      1","root","no rank","1.0000","","","","","","",""
"fbbfe8a92935798af019c3628f6e99d8c16f3a02","      1","root","no rank","1.0000","","","","","","",""
"460e958d4d07f4c8e001116573abd5403870d99e","      1","root","no rank","1.0000","","","","","","",""
"c7822f2378f6ecc24af7e61aa0128c1a15801224","      1","root","no rank","1.0000","","","","","","",""
