"","tmp.hash","tmp.tx","wholetax.tg"
"Metazoa__Chordata__Aves__Passeriformes__Passerellidae__Pipilo__Pipilo maculatus__Taxon_016","827f99ae61c4f9a80e1b415ff8de0c02d35659dd","Taxon_016","Metazoa__Chordata__Aves__Passeriformes__Passerellidae__Pipilo__Pipilo maculatus"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__Aix__Aix sponsa__Taxon_017","d5f832529f6b73fadb1b9087af48bf9a8dc101c8","Taxon_017","Metazoa__Chordata__Aves__Anseriformes__Anatidae__Aix__Aix sponsa"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Taxon_018","bd0035049d9540b3b4f593e82ad1c77adddd9921","Taxon_018","Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Taxon_019","104cd8b505413febe007af9b157d44c05f6316a0","Taxon_019","Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Taxon_020","aa48da6f16ba1ecf8170dc684c45c1b2e3f34202","Taxon_020","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Taxon_021","4efe675016c464c3220dcb566fc715559a5c1f4e","Taxon_021","Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_022","d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9","Taxon_022","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__Cottus__NA__Taxon_023","49b916c007d3dbb75da7ceb655dd8cefb4e15ac4","Taxon_023","Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__Cottus__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Felidae__Lynx__Lynx rufus__Taxon_024","8ade38d6c1396cc32395e6773d53ae373734314c","Taxon_024","Metazoa__Chordata__Mammalia__Carnivora__Felidae__Lynx__Lynx rufus"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__Oncorhynchus__Oncorhynchus mykiss__Taxon_025","a56843c86d60d4423f69f4836868d31ea7eadf22","Taxon_025","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__Oncorhynchus__Oncorhynchus mykiss"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_026","4d599bf71d8ba588d94d18e520b7f12419c17cd6","Taxon_026","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_027","358d0def35bc8bcf2711011fb63f7fc511496cc5","Taxon_027","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Aves__Galliformes__Phasianidae__NA__NA__Taxon_028","da86e55cb2b03c4f47a877c184e63d907a48bc4e","Taxon_028","Metazoa__Chordata__Aves__Galliformes__Phasianidae__NA__NA"
"Metazoa__Chordata__Mammalia__Artiodactyla__Bovidae__Ovis__NA__Taxon_029","00a087f7239da5d4c077535f394c6bc1868e04d3","Taxon_029","Metazoa__Chordata__Mammalia__Artiodactyla__Bovidae__Ovis__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Mustelidae__Neovison__Neovison vison__Taxon_030","5a0c3363fdff5328d9329fe07af54c881ec0fbf2","Taxon_030","Metazoa__Chordata__Mammalia__Carnivora__Mustelidae__Neovison__Neovison vison"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_031","42bfad7118600bcb5e32197d62d315f8c630b47f","Taxon_031","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA__Taxon_032","44371723ba75af5fce2c8ba0e3b35b828bc69d18","Taxon_032","Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_033","12a8b6076ba2a5fd7d011d6d6d7abecfa6151b6e","Taxon_033","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_034","729de283a62124c4f1f3a069ff9ceb6f6a079413","Taxon_034","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_035","580a64b0134da56e49bf06482ed6ee164d8a6ec5","Taxon_035","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Artiodactyla__Cervidae__NA__NA__Taxon_036","f5eff4f6cfa27ce87100f93e7674f050a7e2fdbd","Taxon_036","Metazoa__Chordata__Mammalia__Artiodactyla__Cervidae__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__NA__NA__Taxon_037","f5b5aded2ca74ffb7f6b02448ffa90a36de662df","Taxon_037","Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA__Taxon_038","f49ae8c6819abdfd33d13f2b07c6fcbbc25ee4f0","Taxon_038","Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA__Taxon_039","53ef8d04c34a3b621ec03930bc093691db6632e2","Taxon_039","Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_040","c1a0c35ab3134a8952d48617cc2d9a51d2caa82f","Taxon_040","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA__Taxon_041","41f7f70b9a0e5588c1da27aaab8b61682e41e656","Taxon_041","Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA"
"Metazoa__Chordata__Actinopteri__Cypriniformes__Leuciscidae__Pimephales__Pimephales promelas__Taxon_042","cb0cf229832374ff8f4ce89c20348a90da9c04e1","Taxon_042","Metazoa__Chordata__Actinopteri__Cypriniformes__Leuciscidae__Pimephales__Pimephales promelas"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_043","c6d586dc78d8ef5cac238cba2d5714407775bd69","Taxon_043","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Amphibia__Caudata__Ambystomatidae__Ambystoma__NA__Taxon_044","31f58f5089fdc196a53e11198d538061dd41bb97","Taxon_044","Metazoa__Chordata__Amphibia__Caudata__Ambystomatidae__Ambystoma__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_045","29c5193eb0e4e364b7127ff7590e8eb751d24740","Taxon_045","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__NA__NA__Taxon_046","2888591f23daf76ef3ae53a7d4bd6ffe13361bb8","Taxon_046","Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__NA__NA"
"Metazoa__Chordata__Actinopteri__Siluriformes__Ictaluridae__Ameiurus__Ameiurus nebulosus__Taxon_047","d15e926efd8720231adb32a8b4e6e40608827676","Taxon_047","Metazoa__Chordata__Actinopteri__Siluriformes__Ictaluridae__Ameiurus__Ameiurus nebulosus"
"Metazoa__Chordata__Mammalia__Lagomorpha__Leporidae__Sylvilagus__NA__Taxon_048","5c024b1d5c5f25af45599d69bd92b8837b2ba62f","Taxon_048","Metazoa__Chordata__Mammalia__Lagomorpha__Leporidae__Sylvilagus__NA"
"Metazoa__Chordata__Actinopteri__Cypriniformes__Leuciscidae__NA__NA__Taxon_049","7ed525639c40b9418b4743e59f833fa5b3bdf355","Taxon_049","Metazoa__Chordata__Actinopteri__Cypriniformes__Leuciscidae__NA__NA"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__Cygnus__NA__Taxon_050","8005d06b5717f047aac5d6ee7238b50bd1f9a895","Taxon_050","Metazoa__Chordata__Aves__Anseriformes__Anatidae__Cygnus__NA"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__Branta__Branta canadensis__Taxon_051","34b95af64697c2feb0ab121d484733666197ae1f","Taxon_051","Metazoa__Chordata__Aves__Anseriformes__Anatidae__Branta__Branta canadensis"
"Metazoa__Chordata__Aves__Pelecaniformes__Ardeidae__NA__NA__Taxon_052","6f93809b6bc63b61b0d350733addd08a6ab86f2e","Taxon_052","Metazoa__Chordata__Aves__Pelecaniformes__Ardeidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_053","b95d5d14a373b1d97836a5552f9b214cab31fc0e","Taxon_053","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_054","7ab5e92a5cd0e99b7e8d4c0c7a10b534618de006","Taxon_054","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Taxon_055","461e1d95202c4ac8a1b4907dcc2e82ba8c2f8608","Taxon_055","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_056","484cd19d609b852a8c88a31f26922b9c57fffaaf","Taxon_056","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__Mareca__NA__Taxon_057","3d1941d67d31514acb28d9199f0c1dfb7872c538","Taxon_057","Metazoa__Chordata__Aves__Anseriformes__Anatidae__Mareca__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Procyonidae__Procyon__NA__Taxon_058","8001433422f2dfb9b7333084b5ae4a31130f34f2","Taxon_058","Metazoa__Chordata__Mammalia__Carnivora__Procyonidae__Procyon__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_059","23c028aed3e55ece7d6dd3dfa4e93a0defff131b","Taxon_059","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_060","d44650aa63984723c4bb0aa0fec4e806e19d3f4b","Taxon_060","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_061","29ccfd7300dc93ae980c866b3f1292c8022c2393","Taxon_061","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Taxon_062","70a3e53e3e2c41bc4c57cbd79f14cc0d9c515f5c","Taxon_062","Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Taxon_063","1c750e6acf7f257b38dd658fb72d1db65d5ad259","Taxon_063","Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA__Taxon_064","c161735732d10ef81323d9b5812491897d2eb5ab","Taxon_064","Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA"
"Metazoa__Chordata__Amphibia__Caudata__Ambystomatidae__Ambystoma__NA__Taxon_065","334d14d4c60937f5fd35b2803afc9d66a7408620","Taxon_065","Metazoa__Chordata__Amphibia__Caudata__Ambystomatidae__Ambystoma__NA"
"Metazoa__Chordata__Mammalia__Artiodactyla__Suidae__Sus__Sus scrofa__Taxon_066","ed5e7e50aa64ed93aa7bb93f60e0d0ec95dd2cab","Taxon_066","Metazoa__Chordata__Mammalia__Artiodactyla__Suidae__Sus__Sus scrofa"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_067","dc78ea7000749cdaa33f9199c52df6f0f90be099","Taxon_067","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_068","ed4d221f384763307ec5b4b7abb95902ba038b19","Taxon_068","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_069","a68608c2c625dea106f2c393952f6aeb76090f1d","Taxon_069","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_070","e65f511d819ef32a2941c6d56d076a8616b71c25","Taxon_070","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Mammalia__Carnivora__NA__NA__NA__Taxon_071","80b48122ec86fc0054f144d85fb5151350ec9dcd","Taxon_071","Metazoa__Chordata__Mammalia__Carnivora__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA__Taxon_072","50922e90e3c60c5646b9d4d095ca0bba1c9955cb","Taxon_072","Metazoa__Chordata__Mammalia__Carnivora__Felidae__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Procyonidae__Procyon__Procyon lotor__Taxon_073","3fa5cad0e8bd81303eed0492a7c0dd91d85747be","Taxon_073","Metazoa__Chordata__Mammalia__Carnivora__Procyonidae__Procyon__Procyon lotor"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_074","052d18a1a6f40077add20bb33ad60dfadcfb86fb","Taxon_074","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_075","be1bd85cbedd796b3b70618ed8248f5c66768c49","Taxon_075","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__NA__NA__Taxon_076","4c562c7a275414a00788a05c97abe672981ffcea","Taxon_076","Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_077","2651113fa19685a6d0caf1047667ab0bddb474eb","Taxon_077","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Aves__Passeriformes__Corvidae__NA__NA__Taxon_078","139ff38d8eb60547dba8a13573cc4d1939382544","Taxon_078","Metazoa__Chordata__Aves__Passeriformes__Corvidae__NA__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_079","136967cb1c70e7e7ea2689937bc225488734af38","Taxon_079","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_080","e3326d78fc42729ea464440aa62ec3ce02bd2829","Taxon_080","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_081","ddf5d8f01c176ab003be35dd8935dab512bf36c1","Taxon_081","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_082","d4683cfa7b706bd5b9cc7191b45dc1721a7e6bf6","Taxon_082","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_083","446af984a6181c35ae70086597fdb60e647afde7","Taxon_083","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__Fringillidae__Haemorhous__Haemorhous mexicanus__Taxon_084","5dbee979ecb7289c82f08bbf7ff5d91a3f8aae01","Taxon_084","Metazoa__Chordata__Aves__Passeriformes__Fringillidae__Haemorhous__Haemorhous mexicanus"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_085","cf02c7ac513865d632d7fcda290bf109dbf1b8f5","Taxon_085","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_086","dd28e16bf1e48a6808059b3cc5e6c3e8fd917dc0","Taxon_086","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA__Taxon_087","0a66e6c21612ce0ab89fde4ce94eeac6966c54ac","Taxon_087","Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_088","185824f7d4a43613756c10e1eb0fc14203c5fb2a","Taxon_088","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA__Taxon_089","23c619d6fffd998ebd33fc4a32feda91287ea49e","Taxon_089","Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__Fringillidae__NA__NA__Taxon_090","9c97beb16679ecb7372370a34b07e5df5923ff76","Taxon_090","Metazoa__Chordata__Aves__Passeriformes__Fringillidae__NA__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_091","59309486d84462893840a85fbdc4aeff89a26639","Taxon_091","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_092","0504cfc515f4a0d74b228ae06b9355c3ca7b2c2a","Taxon_092","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_093","811b89b5b1cd455399aac1f1ce90addaa481ed04","Taxon_093","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Perciformes__Percidae__Perca__Perca flavescens__Taxon_094","e330f6d1a7768b21c34c1d9d6814f5b48c87b05a","Taxon_094","Metazoa__Chordata__Actinopteri__Perciformes__Percidae__Perca__Perca flavescens"
"Metazoa__Chordata__Mammalia__Rodentia__Aplodontiidae__Aplodontia__Aplodontia rufa__Taxon_095","7ac490417f5aeaf9e327657f193c8fd6a03e2585","Taxon_095","Metazoa__Chordata__Mammalia__Rodentia__Aplodontiidae__Aplodontia__Aplodontia rufa"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_096","60bae576e1162a8312b8a84b4831b1a1fc8236a2","Taxon_096","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__NA__NA__NA__NA__NA__Taxon_097","674af3b33c7bae7701e8234ea49ccd2c64e251d3","Taxon_097","Metazoa__Chordata__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Eulipotyphla__Talpidae__Scapanus__Scapanus orarius__Taxon_098","5d6a5f2116231e5e92600d866977dda093cd30bc","Taxon_098","Metazoa__Chordata__Mammalia__Eulipotyphla__Talpidae__Scapanus__Scapanus orarius"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_099","4bd34ab0de8e4663d1b37a400521752e582e7e54","Taxon_099","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__Sylviidae__Regulus__Regulus satrapa__Taxon_100","311dc383535518bf3e6f854961ac2d777cc957f9","Taxon_100","Metazoa__Chordata__Aves__Passeriformes__Sylviidae__Regulus__Regulus satrapa"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Taxon_101","8d4bbc6ce4b6ec02b439fdf354147ee4b4399269","Taxon_101","Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA"
"Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__NA__NA__Taxon_102","08138115cd3348ae7df3386366b72d3f2c9c799f","Taxon_102","Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__NA__NA"
"Metazoa__Chordata__Actinopteri__Perciformes__NA__NA__NA__Taxon_103","75e73e13ea568bb911b99e63cc8a634d76007bff","Taxon_103","Metazoa__Chordata__Actinopteri__Perciformes__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_104","e9641671a85dc5e33d0d65806d441032b1375e9b","Taxon_104","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_105","8a8ae34abec81aa0d593cd14a474043c1a7b42c9","Taxon_105","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_106","a56780f0ba3e80909339560fef5491f720c32902","Taxon_106","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA__Taxon_107","c759355dee9f9aa45a12f5cef4b9c304711eb9d4","Taxon_107","Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA__Taxon_108","c076566da4418e9fd10409587cb9a0d8e51fe2db","Taxon_108","Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA"
"Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA__Taxon_109","e38e779b032805db5aa7de7dc90149d3fce72e79","Taxon_109","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"Metazoa__Chordata__Actinopteri__Siluriformes__Ictaluridae__NA__NA__Taxon_110","f22c8783a22a6021bb0d6a2b51b214dcdcf68a56","Taxon_110","Metazoa__Chordata__Actinopteri__Siluriformes__Ictaluridae__NA__NA"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_111","6d408eeb7f32a8582891ca4bd67094577495e45e","Taxon_111","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_112","8b376473d90c35aeeb560579b333dafb7c3383e8","Taxon_112","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Lagomorpha__Leporidae__Sylvilagus__NA__Taxon_113","7ec6ae8d3cddb9a7f5a98ccc60746b350520b354","Taxon_113","Metazoa__Chordata__Mammalia__Lagomorpha__Leporidae__Sylvilagus__NA"
"Metazoa__Chordata__Aves__Passeriformes__Passerellidae__Junco__Junco hyemalis__Taxon_114","06a946d5a422494c1c67a9c47b31dc42cb821da2","Taxon_114","Metazoa__Chordata__Aves__Passeriformes__Passerellidae__Junco__Junco hyemalis"
"Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA__Taxon_115","07122a09e420f0d98cd3019bb7a8f3da9909e375","Taxon_115","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_116","3fbf788f1c2636c3191deb6273665cb86db852d9","Taxon_116","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Cypriniformes__Leuciscidae__NA__NA__Taxon_117","2b0c39077f06327b7e2754fe64381e2b2d57e560","Taxon_117","Metazoa__Chordata__Actinopteri__Cypriniformes__Leuciscidae__NA__NA"
"Metazoa__Chordata__Mammalia__Artiodactyla__Bovidae__Bos__Bos taurus__Taxon_118","1a048a3ebd5a73e938263b67011245ec212d0a20","Taxon_118","Metazoa__Chordata__Mammalia__Artiodactyla__Bovidae__Bos__Bos taurus"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_119","435c16414e5690d6df50665d4239eea290661196","Taxon_119","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
