"","NGN0277","NGN0278","NGN0279","NGN0280","NGN0281","NGN0282","NGN0283","NGN0284","NGN0285","NGN0286","NGN0287","NGN0288","NGN0289","NGN0290","NGN0291","NGN0292","NGN0293","NGN0294","NGN0295","NGN0296","NGN0297","NGN0298","NGN0300","NGN0301","NGN0360","NGN0361","NGN0362","NGN0363","NGN0364","NGN0365"
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0
"Metazoa__Chordata__Mammalia__Rodentia__Aplodontiidae__Aplodontia__Aplodontia rufa__Seq_133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA__Seq_136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Seq_137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Coraciiformes__Cerylidae__Megaceryle__Megaceryle alcyon__Seq_138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA__Seq_139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18028,26670,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__Gasterosteus aculeatus__Seq_140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,1875,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,102,722,0,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,2162
"Metazoa__Chordata__Mammalia__Carnivora__Felidae__Felis__Felis catus__Seq_143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Galliformes__Phasianidae__NA__NA__Seq_145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,512
"Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA__Seq_146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA__Seq_147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA__Seq_148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Corvidae__Corvus__NA__Seq_149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Carnivora__Procyonidae__Procyon__NA__Seq_150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Sturnidae__Sturnus__Sturnus vulgaris__Seq_152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA__Seq_153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,3906,553,0,0,0,0,2479,0,0,404
"Metazoa__Chordata__Aves__Passeriformes__Parulidae__NA__NA__Seq_154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA__Seq_155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Bombycillidae__Bombycilla__Bombycilla cedrorum__Seq_156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA__Seq_157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11
"Metazoa__Chordata__Aves__Passeriformes__Corvidae__NA__NA__Seq_159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,11,0,0,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Corvidae__NA__NA__Seq_161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Actinopteri__Perciformes__NA__NA__NA__Seq_163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__NA__NA__NA__NA__Seq_166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA__Seq_167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__NA__NA__NA__NA__Seq_168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Fringillidae__Pheucticus__Pheucticus melanocephalus__Seq_170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus__Seq_171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61076,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus__Seq_172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter robustus__Seq_173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Seq_174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus fuliginosus__Seq_176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__NA__NA__Seq_179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Seq_181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Seq_182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA__Seq_183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__Aix__Aix sponsa__Seq_184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Seq_187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__Ondatra__Ondatra zibethicus__Seq_189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,0,0
"Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA__Seq_191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0
"Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA__Seq_192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Seq_196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Seq_197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Seq_198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,686,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0
"Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA__Seq_203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__Rattus norvegicus__Seq_204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118
"Metazoa__Chordata__NA__NA__NA__NA__NA__Seq_210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Seq_212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
"Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__NA__NA__Seq_213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
