"","hash.id","tmp"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__Oncorhynchus__Oncorhynchus clarkii__Seq_001","fd7d89190e5c165cf36284ea0fca46c98216328c","Seq_001"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Seq_002","d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9","Seq_002"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__Oncorhynchus__Oncorhynchus kisutch__Seq_003","02e4a86c119ca4b65e5b616135fa996aa2eb4372","Seq_003"
"Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__Cottus__NA__Seq_004","49b916c007d3dbb75da7ceb655dd8cefb4e15ac4","Seq_004"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__Oncorhynchus__Oncorhynchus mykiss__Seq_005","a56843c86d60d4423f69f4836868d31ea7eadf22","Seq_005"
"Metazoa__Chordata__Mammalia__Artiodactyla__Cervidae__NA__NA__Seq_006","f5eff4f6cfa27ce87100f93e7674f050a7e2fdbd","Seq_006"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA__Seq_007","5dbce0075732b37e517721c275ba3c2e14e50196","Seq_007"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__Canis lupus__Seq_008","cf62a26ab8c1b5312a68133cb90988e0b24ee387","Seq_008"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Seq_009","ca4009e9f4961a466d717e77ddddcf64a374073d","Seq_009"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_010","358d0def35bc8bcf2711011fb63f7fc511496cc5","Seq_010"
"NA__NA__NA__NA__NA__NA__NA__Seq_011","406aec86258ef8821827fb46e2447a9aa2885cec","Seq_011"
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA__Seq_012","deaadc11b0189c975741718d011ab0f6897f6066","Seq_012"
"NA__NA__NA__NA__NA__NA__NA__Seq_013","b2adee11d0798c70d512e9c4a4ec72cf72fdab7a","Seq_013"
"NA__NA__NA__NA__NA__NA__NA__Seq_014","ed6e1448c045fb5baaa6842d6fa9fbe45fe3925a","Seq_014"
"NA__NA__NA__NA__NA__NA__NA__Seq_015","de153c34b212edc93e83a42901b4b97d6e887c7f","Seq_015"
"NA__NA__NA__NA__NA__NA__NA__Seq_016","319199a59bd238b27cc8cd21c11d24f242baf997","Seq_016"
"NA__NA__NA__NA__NA__NA__NA__Seq_017","1817c9310d0145992696f8490f9c0dea4501cf52","Seq_017"
"NA__NA__NA__NA__NA__NA__NA__Seq_018","1fadccc74870a97d9f81bc8e1d5605812c9a2b4e","Seq_018"
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_019","3ae1991ffdf36b0474c5c826509d80f84af07ac3","Seq_019"
"NA__NA__NA__NA__NA__NA__NA__Seq_020","dafa5b01399623dcb32603db6d2ca3e1dc84cb65","Seq_020"
"NA__NA__NA__NA__NA__NA__NA__Seq_021","ba53600f3ad463671553c38e8c8ad2ca05187967","Seq_021"
"NA__NA__NA__NA__NA__NA__NA__Seq_022","e4029dcdd8cb228ef66634a4e1a84a133a3e174e","Seq_022"
"NA__NA__NA__NA__NA__NA__NA__Seq_023","20adf47b5449cdcab840ff428ab164780c63e81d","Seq_023"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Seq_024","70a3e53e3e2c41bc4c57cbd79f14cc0d9c515f5c","Seq_024"
"NA__NA__NA__NA__NA__NA__NA__Seq_025","5b6caeb888f690d3223af08d03fcc9785def9d0e","Seq_025"
"NA__NA__NA__NA__NA__NA__NA__Seq_026","a92cec1102aab8fa45e169fa36958017863a70e9","Seq_026"
"NA__NA__NA__NA__NA__NA__NA__Seq_027","95c52d7b4a5f30249153cd1a37ad6de573d501ae","Seq_027"
"NA__NA__NA__NA__NA__NA__NA__Seq_028","3fb271469c16a0263ae285a8bd995cb5cdf82390","Seq_028"
"NA__NA__NA__NA__NA__NA__NA__Seq_029","efcea643b129b2517d794985d068c241ff7534d3","Seq_029"
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA__Seq_030","4a44fff3f00a0adcd644a92cea26b371d028aa13","Seq_030"
"NA__NA__NA__NA__NA__NA__NA__Seq_031","8f90335084467c8c8bf662de1e70d054e0439671","Seq_031"
"Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__NA__NA__Seq_032","b8d2da9f5137fbabf1e691e02e2c4c2cc77b021c","Seq_032"
"NA__NA__NA__NA__NA__NA__NA__Seq_033","63283ebd575153d54e2bc0a92a096c3cae26a821","Seq_033"
"NA__NA__NA__NA__NA__NA__NA__Seq_034","fd82c6767d2620083b78e6d627d57fec286d9d58","Seq_034"
"NA__NA__NA__NA__NA__NA__NA__Seq_035","aef2abd24d6cd9de586b630e2a1d2be2b5884834","Seq_035"
"NA__NA__NA__NA__NA__NA__NA__Seq_036","30f29b4190d2ed03c1fcd01a3091e3f72ea9c8cd","Seq_036"
"NA__NA__NA__NA__NA__NA__NA__Seq_037","d2e0b864aebe9ca3d950300787a156132e1d3172","Seq_037"
"NA__NA__NA__NA__NA__NA__NA__Seq_038","5cc218dc3b99d10509d050e8992cc8b08c4a599e","Seq_038"
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_039","db0b1239d8634c820470de6616c0c1fa7f5196a2","Seq_039"
"NA__NA__NA__NA__NA__NA__NA__Seq_040","1a3414e34ab324d9f1abef3c5ccb05815f865e98","Seq_040"
