"","tmp.hash","tmp.tx","wholetax.tg"
"76","6e03dc66b12665f1c5f82e04412f0639320b5305","Taxon_076","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"77","d7a5e88ce6e1a8789fcd27ada5ff2e54d6008f79","Taxon_077","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"78","94b310b913e0d26c0720e1775a3f2a7f2dd6af18","Taxon_078","Metazoa__Chordata__Aves__Passeriformes__Turdidae__Turdus__Turdus migratorius"
"79","418d5ed20b679f800b258f567825c92d012bc96e","Taxon_079","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"80","7ac490417f5aeaf9e327657f193c8fd6a03e2585","Taxon_080","Metazoa__Chordata__Mammalia__Rodentia__Aplodontiidae__Aplodontia__Aplodontia rufa"
"81","f7b1a32e81ba360550343229cb88a2affce49e0b","Taxon_081","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"82","acb132e82e2ef43f8eac6c7e5dd85c551168b718","Taxon_082","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"83","c079dc9631f80d61302584576eb03ce937a562f7","Taxon_083","Metazoa__Chordata__Aves__Coraciiformes__Cerylidae__Megaceryle__Megaceryle alcyon"
"84","091608e9343c9f2c79ff64e3fcfbcdfbce8653bc","Taxon_084","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA"
"85","31adf9b0bfe620438b8e730fd474cc27e61c3cc4","Taxon_085","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__Gasterosteus aculeatus"
"86","c5096108c306c4feda0e54dde259d212245b2d5a","Taxon_086","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"87","7dae49817fac3bd37bd1ab61e10a98b36513016b","Taxon_087","Metazoa__Chordata__Mammalia__Carnivora__Felidae__Felis__Felis catus"
"88","da86e55cb2b03c4f47a877c184e63d907a48bc4e","Taxon_088","Metazoa__Chordata__Aves__Galliformes__Phasianidae__NA__NA"
"89","c15355fbf6ae9731f0b218687a3fbcc20527e9ad","Taxon_089","Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA"
"90","043add06ba0d58df5bd5e9ea9c63728b2f24ee67","Taxon_090","Metazoa__Chordata__Aves__Passeriformes__Corvidae__Corvus__NA"
"91","17e7c3dbce065af93c657d15879101220068e606","Taxon_091","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"92","565e6e05e652d8b40947e7f139613ea6a19cf1b4","Taxon_092","Metazoa__Chordata__Aves__Passeriformes__Sturnidae__Sturnus__Sturnus vulgaris"
