"","Sample_name","Locus","nReads","NewHash"
"1100","COI.0421.1Prt.Dn.2","COI2",28,"7eedcecf09b994bf0d4e47ccbef730fade97cd4c"
"1101","COI.0421.1Prt.Dn.2","COI2",28,"2d0cee0c28c1d1efc49429a5f4d61c8f0f2410f0"
"1102","COI.0421.1Prt.Dn.2","COI2",28,"098b3af30d84c9818e60c5aa5ddb31468858e5ca"
"1103","COI.0421.1Prt.Dn.2","COI2",28,"f7db53b8f9314eab7eb3925e3f90a472718353fe"
"1104","COI.0421.1Prt.Dn.2","COI2",28,"7f3d0994bbc6caa107df845cd92f55e18cf5f12f"
"1105","COI.0421.1Prt.Dn.2","COI2",28,"a2040d60d9e7b348fe76c03d57e50af06ad34674"
"1106","COI.0421.1Prt.Dn.2","COI2",28,"fcf7be1655ee28732b64199b354d42104de5263d"
"1107","COI.0421.1Prt.Dn.2","COI2",28,"6b2e3ea23a05b53cc6c4d1533578f42bfdab8df5"
"1108","COI.0421.1Prt.Dn.2","COI2",28,"5dbf52ea285878a7a64949d8bab1516c24685fc0"
"1109","COI.0421.1Prt.Dn.2","COI2",28,"a89c3d321f85ce4f7b372f426d1878caf5edef56"
"1110","COI.0421.1Prt.Dn.2","COI2",28,"b4d5a0617df4ab91038e377655ef17e0cd2e1162"
"1111","COI.0421.1Prt.Dn.2","COI2",28,"993c0bb72bb67ced09189b94640c7401de1f3dfc"
"1112","COI.0421.1Prt.Dn.2","COI2",28,"7a8f322e73ff15f5dafc93b882b03d914d8c3904"
"1113","COI.0421.1Prt.Dn.2","COI2",28,"637c5cbb9180f54dac31451b040624be0d4e69e6"
"1114","COI.0421.1Prt.Dn.2","COI2",28,"53573a0de4ca206bbbe4cd47d230f36544b2d259"
"1115","COI.0421.1Prt.Dn.2","COI2",28,"263a5a393ee4fd25f948182fc8a3470cd8f509ee"
"1116","COI.0421.1Prt.Dn.2","COI2",28,"3d747fc9a7d7a557ec329105887590b90f06c216"
"1117","COI.0421.1Prt.Dn.2","COI2",28,"20d99d0383bece911ae7a7ebfe4858452267a507"
"1118","COI.0421.1Prt.Dn.2","COI2",28,"448553f321162d15c64ba39ef13a61bab874bbb0"
"1119","COI.0421.1Prt.Dn.2","COI2",28,"acd4794b2640e1994d64bd300dc7ff89d14ebf2b"
"1120","COI.0421.1Prt.Dn.2","COI2",28,"b44bdb0e6d70bd055293c189a5234b19614f19de"
"1121","COI.0421.1Prt.Dn.2","COI2",28,"9b6d7886ae59e6a13d7bb47e0cf073064a7a19a9"
"1122","COI.0421.1Prt.Dn.2","COI2",28,"af5f2454a94ba12d76dcfd270ecb14cdcea2a709"
"1123","COI.0421.1Prt.Dn.2","COI2",28,"17b1ab482a843b1f8d193190df5726d4bee60e68"
"1124","COI.0421.1Prt.Dn.2","COI2",28,"7014cd867c11e017f1887e5e82e889ce3344a4a8"
"1125","COI.0421.1Prt.Dn.2","COI2",28,"ce9ec37735a470530c4485be7592ab376cf7382a"
"1126","COI.0421.1Prt.Dn.2","COI2",28,"f9bbc5ed6f18a6ff04d28fdfcbe9fd3782ea75ef"
"1127","COI.0421.1Prt.Dn.2","COI2",28,"af8a5aeafc33e58813e4fd4160f259c8acf49f18"
"1128","COI.0421.1Prt.Dn.2","COI2",22,"4ed1090857f89fa20342b6491926b1feef2e0ce9"
"1129","COI.0421.1Prt.Dn.2","COI2",21,"c060820b772259a98d17de3d9139d3f1f7cf12ad"
"1130","COI.0421.1Prt.Dn.2","COI2",17,"5042be3f5959287a3388f708667ac0ef9bc52c8a"
"1131","COI.0421.1Prt.Dn.2","COI2",16,"5745dd2ba6b276b44b2992c0b589cae509917ba9"
"1132","COI.0421.1Prt.Dn.2","COI2",16,"6899552f6cb14572ded47609cebe5ae96f42137a"
"1133","COI.0421.1Prt.Dn.2","COI2",15,"f1c9220b98464077d4da87baaf1f406706b08d5a"
"1134","COI.0421.1Prt.Dn.2","COI2",15,"61ddc63958dec72f892d243e446427bc24d89ef0"
"1135","COI.0421.1Prt.Dn.2","COI2",15,"22ff12f2db6ff71a17f039fa685b465cf93c45b3"
"1136","COI.0421.1Prt.Dn.2","COI2",15,"6a24ec172103d427d35bca7aebffa791a1b7daae"
"1137","COI.0421.1Prt.Dn.2","COI2",15,"6e5f2d13fb332bd50ae22afc8a7cb3d52af60969"
"1138","COI.0421.1Prt.Dn.2","COI2",13,"407feba0657043aa0b00f7d06cce44cf94c171bd"
"1139","COI.0421.1Prt.Dn.2","COI2",13,"f69401542ab45bb5a9685cec3728f0f0f6e23a3b"
"1140","COI.0421.1Prt.Dn.2","COI2",10,"2b74948c9e4371160b97fef8f8fdf88ac6ba8fa9"
"1141","COI.0421.1Prt.Dn.2","COI2",10,"32e43a2065cc30cce9029d0c0e07e29543de22c9"
"1142","COI.0421.1Prt.Dn.2","COI2",7,"80d08e85e56f711fb81f4f5f4a4f8ac8288ef367"
"1143","COI.0421.1Prt.Dn.2","COI2",7,"add1be730ee94e4f526c54091999fac83fb52e93"
"1144","COI.0421.1Prt.Dn.2","COI2",27,"7f9b208d9743c564f6e2a56197081701940e5008"
"1145","COI.0421.1Prt.Dn.2","COI2",27,"d35ebb4913270f0fbd03bd865db495dc078b2339"
"1146","COI.0421.1Prt.Dn.2","COI2",27,"68578347dd02ab6c37f6b88ae6936ae7a711ebce"
"1147","COI.0421.1Prt.Dn.2","COI2",27,"fafcacda26c46ca3c50f91d9622f5deeff8160ca"
"1148","COI.0421.1Prt.Dn.2","COI2",27,"2e5b5ac3e9d9cc9fb42b95e560b63d4340cd9fd0"
"1149","COI.0421.1Prt.Dn.2","COI2",27,"c123cdbbeda4132988bd4fd33e235afa7a45ee9c"
"1150","COI.0421.1Prt.Dn.2","COI2",27,"70d4c07705d44a321533bf742648d429e905f719"
"1151","COI.0421.1Prt.Dn.2","COI2",27,"27fffbf5aae7ca7915106af752c5e7fb1d24caf0"
"1152","COI.0421.1Prt.Dn.2","COI2",27,"44355458809a12d57a9dfc3eceb7970c3a28d04c"
"1153","COI.0421.1Prt.Dn.2","COI2",27,"5a9784bc7a82e957b28cadab94d541a6838f87eb"
"1154","COI.0421.1Prt.Dn.2","COI2",27,"777c96b05cb3c26c9b3babfa5a26d97241afda08"
"1155","COI.0421.1Prt.Dn.2","COI2",27,"d48a70d48136e19fb50a2622a259da81812ea94c"
"1156","COI.0421.1Prt.Dn.2","COI2",27,"edd1d3ff2cf3db6b27071fa00289baffc59d880c"
"1157","COI.0421.1Prt.Dn.2","COI2",27,"ba8b18926fb8477fce8aedfac8b870935bd39101"
"1158","COI.0421.1Prt.Dn.2","COI2",27,"0f738ebeb7c0c8109da4fec03df5ed3d7ee1df61"
"1159","COI.0421.1Prt.Dn.2","COI2",27,"dbb64660f31808960fe3489b88eead96e5047724"
"1160","COI.0421.1Prt.Dn.2","COI2",27,"30efd546f69d283a5af6f6d72a3fe0071b4007ef"
"1161","COI.0421.1Prt.Dn.2","COI2",27,"b90b9cd8e03ebba7058e0d830e17741c5b3f8f07"
"1162","COI.0421.1Prt.Dn.2","COI2",27,"7b8e9ee0fce032764a1e89d9e5d0c778fc508081"
"1163","COI.0421.1Prt.Dn.2","COI2",27,"639aca8d9290a5201f9fe5f3c0880be5d8319e6b"
"1164","COI.0421.1Prt.Dn.2","COI2",27,"1f96a71c487e5b7cbd6af17fd763ec95571dccea"
"1165","COI.0421.1Prt.Dn.2","COI2",27,"2c1e8f547634b5715d97cb1a8ee996ded7aa4f92"
"1166","COI.0421.1Prt.Dn.2","COI2",27,"cab1d46c3298266460269422e7df7db74e21d1aa"
"1167","COI.0421.1Prt.Dn.2","COI2",27,"9a2ad0b7a733da5b25bc87d8f36966dad2aa77f2"
"1168","COI.0421.1Prt.Dn.2","COI2",27,"9e78937158e813bf78d778bbca3dd309a771d9fa"
"1169","COI.0421.1Prt.Dn.2","COI2",27,"0544a5988fea6633e4314e65389b91fa7ecb59da"
"1170","COI.0421.1Prt.Dn.2","COI2",27,"6c2cb2c19e87440f2b36a8eb9ab5e5b1fedbd5e4"
"1171","COI.0421.1Prt.Dn.2","COI2",27,"cd1cfcc103b04c975fc6fcdab79107a1d6148c95"
"1172","COI.0421.1Prt.Dn.2","COI2",27,"550c64a61a61bf44e09656792952e29ead409709"
"1173","COI.0421.1Prt.Dn.2","COI2",27,"dbb72f2ccad49745a5208c5f3f96e361c2e900bb"
"1174","COI.0421.1Prt.Dn.2","COI2",27,"ee3d4f4bf6e47fd390d2fe4abd15cdd2fe04fd0c"
"1175","COI.0421.1Prt.Dn.2","COI2",27,"b837390c96b8a8cbdd1383187d02a017655649d0"
"1176","COI.0421.1Prt.Dn.2","COI2",27,"b7db5ef0e28beede3ff0ae6b991dde625102d946"
"1177","COI.0421.1Prt.Dn.2","COI2",27,"5407f3ca5b952f801f4a82660ebfa2594ceb1534"
"1178","COI.0421.1Prt.Dn.2","COI2",27,"40496c2a0c18a963b36a5e444afef69e4388e3d1"
"1179","COI.0421.1Prt.Dn.2","COI2",27,"2b83b4077cefa16e4e3bccccec0be707a8d17c59"
"1180","COI.0421.1Prt.Dn.2","COI2",27,"87c21be37892e4949464e1f885647957b01b231e"
"1181","COI.0421.1Prt.Dn.2","COI2",27,"f230a41bb660d2181cbc5e0277642d52f2a8c872"
"1182","COI.0421.1Prt.Dn.2","COI2",24,"ab6d636da49fba65c8bdc018c78b972788eaa09a"
"1183","COI.0421.1Prt.Dn.2","COI2",22,"53e3501c1324f8690cc1247d866c6d6c2f00d83d"
"1184","COI.0421.1Prt.Dn.2","COI2",20,"554cdd51ed497f311e4bbde157f175305b328015"
"1185","COI.0421.1Prt.Dn.2","COI2",19,"60e874040c25100185f52af2bb3d99a3997e2a71"
"1186","COI.0421.1Prt.Dn.2","COI2",16,"1454006f1968ae3c47fe2b19031219da959aa82b"
"1187","COI.0421.1Prt.Dn.2","COI2",16,"d0391035d171703ceb9c71368352140dc87a1331"
"1188","COI.0421.1Prt.Dn.2","COI2",14,"028aa62f05ca5a1096184956433cfebac17e6ad3"
"1189","COI.0421.1Prt.Dn.2","COI2",13,"966f1ddd3a47c8ca5a35b9c61fc76f0f26159305"
"1190","COI.0421.1Prt.Dn.2","COI2",11,"690c7459bd16db4eccc753e4d94ba597ab9a0f67"
"1191","COI.0421.1Prt.Dn.2","COI2",9,"8a59e279fcce17125143ab114562b9a2e1dd5a5f"
"1192","COI.0421.1Prt.Dn.2","COI2",6,"ab715355cb00f9e1e921b8d34ebf04b25f49ff65"
"1193","COI.0421.1Prt.Dn.2","COI2",4,"22c24a1c1254addac3cd37955b426f9ac6062b46"
"1194","COI.0421.1Prt.Dn.2","COI2",26,"f6c8745ec56f381fa6657d68cedee3fa8318a029"
"1195","COI.0421.1Prt.Dn.2","COI2",26,"c9acae1e2c336d6d69cc648f993ac3ac910796c4"
"1196","COI.0421.1Prt.Dn.2","COI2",26,"4a717d90b0350609da7b579bba645f604f193343"
"1197","COI.0421.1Prt.Dn.2","COI2",26,"3a0eac51f91febbe0d3b8d78e56c1e9a442f4128"
"1198","COI.0421.1Prt.Dn.2","COI2",26,"012bf9641b9487358a4aff4e581fdd8204639782"
"1199","COI.0421.1Prt.Dn.2","COI2",26,"c81c8db2d4638d55aafdfaf0b7a6750bb9222af6"
"1200","COI.0421.1Prt.Dn.2","COI2",26,"0a69178d7122323b9c81983c47389b144a00d3b7"
"1201","COI.0421.1Prt.Dn.2","COI2",26,"e2ed3f766430df05a2e96e6aaf08e5fe1f4ae0fa"
"1202","COI.0421.1Prt.Dn.2","COI2",26,"a6a6a9b82e192e8c59df6e252ae82d2931b3f69f"
"1203","COI.0421.1Prt.Dn.2","COI2",26,"b56a54a0f63639093fee7cdec41b85e2df4fa4d8"
"1204","COI.0421.1Prt.Dn.2","COI2",26,"c6576aaa0822957acbaea53b8201e8129f77d5d3"
"1205","COI.0421.1Prt.Dn.2","COI2",26,"80ce8efb953d307276d2b9f898a01dd3cdf1e9b1"
"1206","COI.0421.1Prt.Dn.2","COI2",26,"ab7d9a599e27c76906cdf6ad046582cb7c9141c0"
"1207","COI.0421.1Prt.Dn.2","COI2",26,"e97398ea7ab491f6a1e656a60f9d3c8eb93e2feb"
"1208","COI.0421.1Prt.Dn.2","COI2",26,"0fc36ee61a47f37293f9d0190f474af902979c0f"
"1209","COI.0421.1Prt.Dn.2","COI2",26,"4cdbf84a0ad39adc04e8b8ce28870f4b1f43a231"
"1210","COI.0421.1Prt.Dn.2","COI2",26,"b780b6dce9f9652faa87e7781d10cd3892af5a91"
"1211","COI.0421.1Prt.Dn.2","COI2",26,"7fc1abee8c2711ebacb518b366e787141be69746"
"1212","COI.0421.1Prt.Dn.2","COI2",17,"126ca4a4ba4e08b69406bf6178ec6c8bba0128db"
"1213","COI.0421.1Prt.Dn.2","COI2",12,"bce42833a7e102363051efc5e87b476a267702ef"
"1214","COI.0421.1Prt.Dn.2","COI2",10,"f6c80eae6903adcbf1f03b67a39547d32875e0b8"
"1215","COI.0421.1Prt.Dn.2","COI2",8,"0dfc4fd0ebb95b39812925020840b788a8aa8b2a"
"1216","COI.0421.1Prt.Dn.2","COI2",25,"66fa4ba8cf0f98915561a6ad3fb717a0db565960"
"1217","COI.0421.1Prt.Dn.2","COI2",25,"0046b3ff13955070956b082648c7e8c00305f068"
"1218","COI.0421.1Prt.Dn.2","COI2",25,"96ee3fcd3e0fd806fc47d0d33e91d0a3c4b57d1f"
"1219","COI.0421.1Prt.Dn.2","COI2",25,"5ead4f391496d3714443f0640654db277a160d75"
"1220","COI.0421.1Prt.Dn.2","COI2",25,"ed7c714b9cae2188d93b20b2a67a9c666240efec"
"1221","COI.0421.1Prt.Dn.2","COI2",25,"c398b18a55df2753a004b780b860ac0da12ffed5"
"1222","COI.0421.1Prt.Dn.2","COI2",25,"b160a1d77fe51b6d7f4c4c93b416b273dca1a5ad"
"1223","COI.0421.1Prt.Dn.2","COI2",25,"d458324f46d9bf984a7f486686eb03682961301e"
"1224","COI.0421.1Prt.Dn.2","COI2",25,"ef474adff978e5607167e73b807f465826301478"
"1225","COI.0421.1Prt.Dn.2","COI2",25,"76be7c7bbae5082496b48307f34045bdbbba78ac"
"1226","COI.0421.1Prt.Dn.2","COI2",25,"1f5393244e55ad8aa328b4f6f163f87770f6d871"
"1227","COI.0421.1Prt.Dn.2","COI2",25,"8f25b2750574774eeef05faf46cb698264cd69c4"
"1228","COI.0421.1Prt.Dn.2","COI2",25,"cb58968340bffb8f26776c0b75a48baa3d45f1a1"
"1229","COI.0421.1Prt.Dn.2","COI2",25,"26f498174905129dc73182ca00c8e30e87ae2f1c"
"1230","COI.0421.1Prt.Dn.2","COI2",25,"6f625e7392c590d63d4913150e9756ad1d41f925"
"1231","COI.0421.1Prt.Dn.2","COI2",25,"f0214e271f83acea74c4cdcdd5d2c794591db937"
"1232","COI.0421.1Prt.Dn.2","COI2",25,"0f12f2f9407341fc2bc080a8d6d601c124e20ed3"
"1233","COI.0421.1Prt.Dn.2","COI2",25,"fc34b359a4538be02ff939e23bcf8cee6e40cfc0"
"1234","COI.0421.1Prt.Dn.2","COI2",25,"9c702d358f4b3a4dcd17484f9363034b5effd946"
"1235","COI.0421.1Prt.Dn.2","COI2",25,"fca9595354fc58b230ec7b402a99ae87b84f2712"
"1236","COI.0421.1Prt.Dn.2","COI2",25,"2a5cb980dc72ca9950bd732770d57d5622a1f083"
"1237","COI.0421.1Prt.Dn.2","COI2",25,"4582477340c3165a294ba742971fea1e6b26fcfc"
"1238","COI.0421.1Prt.Dn.2","COI2",25,"d85b7cecaca7cf1b90c6dc095079719974be7d62"
"1239","COI.0421.1Prt.Dn.2","COI2",25,"2db3441cbb9d86251b8872db0705b31efdfd6262"
"1240","COI.0421.1Prt.Dn.2","COI2",25,"641ed726a052a48ee6c8ad33668b40adb3d222ca"
"1241","COI.0421.1Prt.Dn.2","COI2",25,"f81c668a11cc4dbc4e7ca515a990ed956e0c2ad9"
"1242","COI.0421.1Prt.Dn.2","COI2",25,"bf5fcf5278c91ff65afa90d03da7b0c9d38f8cda"
"1243","COI.0421.1Prt.Dn.2","COI2",25,"2d8aa8e7b3e8ac803197220dffe800e4b8082dff"
"1244","COI.0421.1Prt.Dn.2","COI2",25,"26cb4a2efe31ecf85959dcea38b44c675a76bde0"
"1245","COI.0421.1Prt.Dn.2","COI2",25,"c0a7a08443ae13a3e03e3562be9a6061f5781109"
"1246","COI.0421.1Prt.Dn.2","COI2",25,"b1a0d7da7c8c547df42dd5fe627b80800ed34ba9"
"1247","COI.0421.1Prt.Dn.2","COI2",25,"398955ae4a1a1f58e20c90bda2f3a78713b10dde"
"1248","COI.0421.1Prt.Dn.2","COI2",25,"c422a844cffe24a973c48a2a071b794d5820656d"
"1249","COI.0421.1Prt.Dn.2","COI2",25,"4f71435d2cf416e4b531988ad4db6c1ddf1d41e5"
"1250","COI.0421.1Prt.Dn.2","COI2",25,"03c78153a79e48a5bfc662beb879022c71f05a76"
"1251","COI.0421.1Prt.Dn.2","COI2",25,"c8b7088b0458a172cd02da7dbc88907a16ba36d5"
"1252","COI.0421.1Prt.Dn.2","COI2",25,"1ae24801bc9d15da1add0b7adfba339a7c36766a"
"1253","COI.0421.1Prt.Dn.2","COI2",25,"c4228080f05f7b257bbe75534b230f336790e49d"
"1254","COI.0421.1Prt.Dn.2","COI2",25,"a2aaa9e7fa91eb46360144556b3418ccc4555dab"
"1255","COI.0421.1Prt.Dn.2","COI2",25,"1cddb532f0cbb917db2f1b42c18cc557175a8abf"
"1256","COI.0421.1Prt.Dn.2","COI2",21,"7f29d7c5e8aa32d8713ff4e99a87943ecfe70e9e"
"1257","COI.0421.1Prt.Dn.2","COI2",10,"7905d81f3cf5da0932bdcc09b784bcadf32a3ede"
"1258","COI.0421.1Prt.Dn.2","COI2",5,"05a400bbf280c0f5c45d70a7f3a24856db38f148"
"1259","COI.0421.1Prt.Dn.2","COI2",24,"02b489722a113c4b4984325a95ff1e2d802afc6f"
"1260","COI.0421.1Prt.Dn.2","COI2",24,"3f578af632ab9f844253f59a0dae0fbd595dfee4"
"1261","COI.0421.1Prt.Dn.2","COI2",24,"42eacc35ab751711ed22e934eda9c3c66a080dae"
"1262","COI.0421.1Prt.Dn.2","COI2",24,"684cdba1cb1d9c9fb07be3985e3f046d852b0047"
"1263","COI.0421.1Prt.Dn.2","COI2",24,"64d547ec7b70072c994dd9801b97ba71cd879ae0"
"1264","COI.0421.1Prt.Dn.2","COI2",24,"7232926d4dc7a20128bf5b5f8aa6fdea0943135b"
"1265","COI.0421.1Prt.Dn.2","COI2",24,"e8d37e1ac00f8f4a362ee542b77e44549fb8c95e"
"1266","COI.0421.1Prt.Dn.2","COI2",24,"13e9ec09d03aea5c9d39310e957da2218922e107"
"1267","COI.0421.1Prt.Dn.2","COI2",24,"2031e5457670bf671ea39de7a1c1c5beee3d646e"
"1268","COI.0421.1Prt.Dn.2","COI2",24,"b7ced7f815c3c4465e54c9c4470e223da2b3dc55"
"1269","COI.0421.1Prt.Dn.2","COI2",24,"7362605461fc7c72e8ccdcc58bff3c8d0a58d784"
"1270","COI.0421.1Prt.Dn.2","COI2",24,"a6f40efd41ad54559fed73f18bc9eeda2e8e03e0"
"1271","COI.0421.1Prt.Dn.2","COI2",24,"c8b6346ea9ab79b16b43ed3081459e35aa9bbb5d"
"1272","COI.0421.1Prt.Dn.2","COI2",24,"0ad833dc15f93ebe82265e4d50c361fae5d82e00"
"1273","COI.0421.1Prt.Dn.2","COI2",24,"1de6552ca1d418f35bee2fd79c2fc350144c3f5e"
"1274","COI.0421.1Prt.Dn.2","COI2",24,"7a18e6e8f54b5cfe66216dd8f1691fe45b666910"
"1275","COI.0421.1Prt.Dn.2","COI2",24,"4355c3e98eb645811aff74ac8ec201574614f007"
"1276","COI.0421.1Prt.Dn.2","COI2",24,"2294c9dd18b1f08921640e819f5c2d633342e57c"
"1277","COI.0421.1Prt.Dn.2","COI2",24,"5b73f75b2a6bd8849e10763c6ae98bbadc25af55"
"1278","COI.0421.1Prt.Dn.2","COI2",24,"5f856bd4f084eb578736813921f08a53314d1ac9"
"1279","COI.0421.1Prt.Dn.2","COI2",24,"9ffe34bf0556e3478411f0dc1c7e6ab03e4f9851"
"1280","COI.0421.1Prt.Dn.2","COI2",24,"aadeea8c9052b54e70c527d8aeb1c4d48dbc0298"
"1281","COI.0421.1Prt.Dn.2","COI2",24,"5b0d9cc58e0c87ded42d31dedbe21effc3b8e402"
"1282","COI.0421.1Prt.Dn.2","COI2",24,"e7720ce53b852d765aa8b38f93458d7f131caa74"
"1283","COI.0421.1Prt.Dn.2","COI2",24,"54beeb2c5dad45579dfe9ed1355c6eced0d96b22"
"1284","COI.0421.1Prt.Dn.2","COI2",24,"8a38183c643daa340555fae574923b2cc2ed1280"
"1285","COI.0421.1Prt.Dn.2","COI2",24,"2b3971e8161685a64992f5f28ecf0ec9710b8f8b"
"1286","COI.0421.1Prt.Dn.2","COI2",24,"479705bfc4d6a7e6cd4ec3904b72c57012b2d0f4"
"1287","COI.0421.1Prt.Dn.2","COI2",24,"ee1631d195bcc199a511844554ba85907ce00dfd"
"1288","COI.0421.1Prt.Dn.2","COI2",20,"b5a996bc7a736751f289116cc6855756cd6e0bf8"
"1289","COI.0421.1Prt.Dn.2","COI2",11,"a366776ae58114a7061c883b5bad2757aa370a82"
"1290","COI.0421.1Prt.Dn.2","COI2",23,"bba2a8fca99735d8acb3b79ce4eb7d99a02a6692"
"1291","COI.0421.1Prt.Dn.2","COI2",23,"9b8f4e7acd8c80bbe755bea7d59200fb3096b1a6"
"1292","COI.0421.1Prt.Dn.2","COI2",23,"8deada070dde97873fe2cf9d6b2fe1b0554e13d3"
"1293","COI.0421.1Prt.Dn.2","COI2",23,"6f385ed12f5f359be970269296b1362d204425f3"
"1294","COI.0421.1Prt.Dn.2","COI2",23,"c441f86752e36ce03755f7debfdb69108f0578eb"
"1295","COI.0421.1Prt.Dn.2","COI2",23,"d499b3961ac64dcf9ab7b6347a08e3f994051caf"
"1296","COI.0421.1Prt.Dn.2","COI2",23,"855012acf7328278b3fdf5e0a7bacc059f12879b"
"1297","COI.0421.1Prt.Dn.2","COI2",23,"2db1ffa1876a855ce5996324fd373f1ca451cf8f"
"1298","COI.0421.1Prt.Dn.2","COI2",23,"191dea4bcf09898561e58356866713cd6099ddec"
"1299","COI.0421.1Prt.Dn.2","COI2",23,"fa2f3c08128e03e3d6d233ec4583e4ee0eb2e988"
"1300","COI.0421.1Prt.Dn.2","COI2",23,"34b2e2712c7c6ba052ad94be86782ef098aecc22"
"1301","COI.0421.1Prt.Dn.2","COI2",23,"e116dd6feae696cc1a193a2c06a3233832bcdf1d"
"1302","COI.0421.1Prt.Dn.2","COI2",23,"496f0a9bc96e4ae13a45d943bca904e9f9a93398"
"1303","COI.0421.1Prt.Dn.2","COI2",23,"72dff4823c4e84430cf2880c1bbc85c487d1d2ea"
"1304","COI.0421.1Prt.Dn.2","COI2",23,"105907ba7f9b7cdd6459c835ee0b205d641a84e3"
"1305","COI.0421.1Prt.Dn.2","COI2",23,"074456f0bf28e29e7514865ae58b7224d703c70b"
"1306","COI.0421.1Prt.Dn.2","COI2",23,"5cac2d4e2171ab120d84b282a8a7158a82de21f1"
"1307","COI.0421.1Prt.Dn.2","COI2",23,"cdd9745e5f7ef14b4665cd2b864743678f926985"
"1308","COI.0421.1Prt.Dn.2","COI2",23,"b6a439a60f41f76e842c7d2dd208f2ca1514fd22"
"1309","COI.0421.1Prt.Dn.2","COI2",23,"2c3612e0868ec8d63aeda93207e67d0c0a1a03bf"
"1310","COI.0421.1Prt.Dn.2","COI2",23,"c97bfd677a6899154a0459efe33cebce36eee3c4"
"1311","COI.0421.1Prt.Dn.2","COI2",23,"4288872d52dccede1c44d8571fab2c2ff70cfe5d"
"1312","COI.0421.1Prt.Dn.2","COI2",23,"6554dfd20e6cad39681b11f7c9bbde595995cbf5"
"1313","COI.0421.1Prt.Dn.2","COI2",23,"b72d7d504233394d1072c5b71c5bde934ce330c2"
"1314","COI.0421.1Prt.Dn.2","COI2",23,"e44fdeb695b99eeac67a40e5e268a0e8d98d2a7b"
"1315","COI.0421.1Prt.Dn.2","COI2",23,"836425cbff16cc7273bab2a9c5d9a29f3befc2d2"
"1316","COI.0421.1Prt.Dn.2","COI2",23,"867a4b545453f6046e065641d10cbcaf6acf8228"
"1317","COI.0421.1Prt.Dn.2","COI2",23,"0c1db55d313817554f282936133320231ddfb417"
"1318","COI.0421.1Prt.Dn.2","COI2",23,"ba541415ab47f4531e7cbdd93659147eec1be639"
"1319","COI.0421.1Prt.Dn.2","COI2",23,"4b105cb04f9c9140eb922e5434afc1d2388218f1"
"1320","COI.0421.1Prt.Dn.2","COI2",23,"fb0751cdd3ba30af26454f5777b9aab3bb7a25fa"
"1321","COI.0421.1Prt.Dn.2","COI2",23,"20fb63768bb1bf3be61099bdb703429dd9102575"
"1322","COI.0421.1Prt.Dn.2","COI2",17,"26b3b97ffc5d6c848b44fb5c7f56f140f654ab2f"
"1323","COI.0421.1Prt.Dn.2","COI2",13,"c6f542283710d31b7ba764a1a5c1c09d118e3c84"
"1324","COI.0421.1Prt.Dn.2","COI2",13,"2c13e90e7d64e2ee08749d49b9243d39a07d0800"
"1325","COI.0421.1Prt.Dn.2","COI2",12,"87faa52b2a7509aa95d185e359aad61145b9de67"
"1326","COI.0421.1Prt.Dn.2","COI2",11,"cda7b09c7bc548ddb533e7bb3f41d0ee42d9cef5"
"1327","COI.0421.1Prt.Dn.2","COI2",11,"8e87fb0c6b62b235be1b1ad1e7a1816f16b2c7ef"
"1328","COI.0421.1Prt.Dn.2","COI2",11,"19f51546d8a3f0f8284ab1c34f964b73fcd377b7"
"1329","COI.0421.1Prt.Dn.2","COI2",22,"db5844bfdda3fb783a03669ca764170908ab3236"
"1330","COI.0421.1Prt.Dn.2","COI2",22,"110a95b037f40c18c2e0a16c0c5d6e1f3d4c6b1d"
"1331","COI.0421.1Prt.Dn.2","COI2",22,"273312a13a9b04fff296f5fd33a587044d05a1bf"
"1332","COI.0421.1Prt.Dn.2","COI2",22,"61564181f6b353bae6af1357ea6a3f1d8a00b3fb"
"1333","COI.0421.1Prt.Dn.2","COI2",22,"ed63726d80aacd03324636a8d13122391fff96ef"
"1334","COI.0421.1Prt.Dn.2","COI2",22,"72e77c935676f3b1eb9d5f5b5d2688aca20902e5"
"1335","COI.0421.1Prt.Dn.2","COI2",22,"a4a86256781013ea8b732647075e5232dc6a5001"
"1336","COI.0421.1Prt.Dn.2","COI2",22,"22d9f9c52fe6f941a572a7d9b4f9f6c5566123ab"
"1337","COI.0421.1Prt.Dn.2","COI2",22,"206331e4285a4868189baeda9ce1baed4b73a9f8"
"1338","COI.0421.1Prt.Dn.2","COI2",22,"ae458ce5b151b3989fed2fce7bb4694cec54a531"
"1339","COI.0421.1Prt.Dn.2","COI2",22,"041fe7bb0ea9793ba0753cc7e15c991f6ff9e908"
"1340","COI.0421.1Prt.Dn.2","COI2",22,"401ab241682f24ccabea7e6b981780c053ccd29c"
"1341","COI.0421.1Prt.Dn.2","COI2",22,"e33e68d11509d5df2be7f4493fa6817130d3e5be"
"1342","COI.0421.1Prt.Dn.2","COI2",22,"08b9e1fecd6bb93897f0955740078e853759d3c1"
"1343","COI.0421.1Prt.Dn.2","COI2",22,"e8e592540525923a94264a90abc665237968ebab"
"1344","COI.0421.1Prt.Dn.2","COI2",22,"61e89f97ee4776c98cdad912a9429a943842fa24"
"1345","COI.0421.1Prt.Dn.2","COI2",22,"b89d961b0621b299d09ff5470778d49147723563"
"1346","COI.0421.1Prt.Dn.2","COI2",22,"f6ed39a35f557d2155153958ffe049a540894438"
