"","Sample_name","Locus","nReads","NewHash"
"110","COI.0421.1Prt.Dn.2","COI2",204,"b9c727f46124311383017cd37f148e6b63a2806b"
"111","COI.0421.1Prt.Dn.2","COI2",42,"9511623eeb86057989c1e31a9a2c571ff61eebbd"
"112","COI.0421.1Prt.Dn.2","COI2",245,"8a02b742e9b756ec1a406e2a0f34e360157d59bf"
"113","COI.0421.1Prt.Dn.2","COI2",94,"d6a68be7447014bb670d5eb18f94eeb73f85f669"
"114","COI.0421.1Prt.Dn.2","COI2",127,"64c3289bc0a7f1ae43a8150a3935fc82c0bdc1a2"
"115","COI.0421.1Prt.Dn.2","COI2",31,"89487180ea829b088ce52a21b56f4e464537b44d"
"116","COI.0421.1Prt.Dn.2","COI2",110,"0dd5484138196c9ce626633bf0fc2e4af34d1645"
"117","COI.0421.1Prt.Dn.2","COI2",233,"858b60dad8a92fc202f007444015372b1296acc4"
"118","COI.0421.1Prt.Dn.2","COI2",186,"6cdc503c1636d596642ea0adc678b54e57c3951c"
"119","COI.0421.1Prt.Dn.2","COI2",58,"fdcaa77b6eb8bf7cd77a5f84f8ea40f819717e7d"
"120","COI.0421.1Prt.Dn.2","COI2",120,"6839df72a038a25c1b30e14a8295603153b7d296"
"121","COI.0421.1Prt.Dn.2","COI2",231,"9294ed97ec26203e6da12078578e11e80ade7a9c"
"122","COI.0421.1Prt.Dn.2","COI2",34,"f3578167dd9ba53639ea5aee4c64625e5e6230c9"
"123","COI.0421.1Prt.Dn.2","COI2",91,"6682e850cc81f62c704f9c63fac64270ca6364dc"
"124","COI.0421.1Prt.Dn.2","COI2",78,"0b112595baff65320633f43cba115fd61c9d8d26"
"125","COI.0421.1Prt.Dn.2","COI2",47,"ad9e55937091ebf89d04243a3840e7a77dfd1369"
"126","COI.0421.1Prt.Dn.2","COI2",79,"e9b22499c6ecdac79ca94cf6220ee16a2de55cb6"
"127","COI.0421.1Prt.Dn.2","COI2",95,"e70735e481758caa6aca6dd0abbc2ec7ecf260e3"
"128","COI.0421.1Prt.Dn.2","COI2",105,"56f291fbab5647eaa68a641fe5450b8e226139c0"
"129","COI.0421.1Prt.Dn.2","COI2",41,"5de256af930a2488f9242abe14e185bf3e9851b3"
"130","COI.0421.1Prt.Dn.2","COI2",40,"526684e6c408d60162d569cabd8ed045273db964"
"131","COI.0421.1Prt.Dn.2","COI2",87,"341b89cb099988aff1080446664c27d2e3877993"
"132","COI.0421.1Prt.Dn.2","COI2",44,"80fa75d504330b6c4e6a3c673dbba59d53eeabc4"
"133","COI.0421.1Prt.Dn.2","COI2",57,"61512ccbf7375b317126799d73e41165affa1610"
"134","COI.0421.1Prt.Dn.2","COI2",38,"6b012c28258d9c7e6b14225f2aa40b50d0d034ac"
"135","COI.0421.1Prt.Dn.2","COI2",67,"4ea52c4e621fba0ed0bf217f81adfeda00497602"
"136","COI.0421.1Prt.Dn.2","COI2",34,"6fdd3a8bad2699c52579b9f0769d565d0d17e01c"
"137","COI.0421.1Prt.Dn.2","COI2",88,"055019b1adef8ff0555d35f17f87649b3c2c0139"
"138","COI.0421.1Prt.Dn.2","COI2",148,"d55a1074a891e4c50bfd53cad190404b6f1efce7"
"139","COI.0421.1Prt.Dn.2","COI2",112,"4164e6bc27acbfb1ba32890fad3c7f47b74c4b6f"
"140","COI.0421.1Prt.Dn.2","COI2",159,"ef7342bea578dd8a7447b1f4d6e47534a1984f0c"
"141","COI.0421.1Prt.Dn.2","COI2",87,"f682f5180390cd651de8da8c58496479420cd4ef"
"142","COI.0421.1Prt.Dn.2","COI2",52,"b942403dd12b6e86d8eb76b0e3418b0e5d7ce8dd"
"143","COI.0421.1Prt.Dn.2","COI2",106,"ebd919693d7678dad67ab031f77466861756f29c"
"144","COI.0421.1Prt.Dn.2","COI2",148,"b32f700b23ceb2fdc0523e1ebf1cc25863fc8ad2"
"145","COI.0421.1Prt.Dn.2","COI2",102,"95fe46ce81d16272c9e890b681b8146bd8db4ffe"
"146","COI.0421.1Prt.Dn.2","COI2",200,"98bfcc845fe7dba552ec5416fb8845b62d246e35"
"147","COI.0421.1Prt.Dn.2","COI2",140,"0cec90bb6478106d0734cf557bcfd6445d58ae40"
"148","COI.0421.1Prt.Dn.2","COI2",89,"76e4f1f25564dcadc0ee8eba7c59767da22c178c"
"149","COI.0421.1Prt.Dn.2","COI2",71,"07c8aafde56e4f7a11907f8127ec570b1cf8570c"
"150","COI.0421.1Prt.Dn.2","COI2",81,"3eda66c160fc3d5a0527d4031653c192fcc3ac69"
"151","COI.0421.1Prt.Dn.2","COI2",79,"472d5773e5c762a9727b9122dcdeef4d4a873dc8"
"152","COI.0421.1Prt.Dn.2","COI2",49,"cd7bf7959fca6df1d77bda0462fdde357bb1db46"
"153","COI.0421.1Prt.Dn.2","COI2",101,"9223a8c76db0c299773e4149e3f68b959328d087"
"154","COI.0421.1Prt.Dn.2","COI2",55,"f2034452e62e3b6a384a11f2bf79c985c6829f74"
"155","COI.0421.1Prt.Dn.2","COI2",42,"803103d39fb6d8238172fed0f668cca3f8d501da"
"156","COI.0421.1Prt.Dn.2","COI2",25,"d097690cf87505c57bccb78f672cfa68ac136e51"
"157","COI.0421.1Prt.Dn.2","COI2",74,"4724938902c499b9ee65cb10d3d1c12932b1613d"
"158","COI.0421.1Prt.Dn.2","COI2",52,"9f94f7194b16ea0424fd694ebc3c0d7bc7cd1668"
"159","COI.0421.1Prt.Dn.2","COI2",27,"3994ee5566e4e73d95f8265419bff47296c66166"
"160","COI.0421.1Prt.Dn.2","COI2",63,"0a43b70bff646a5e02d916368e6d10f41ec16c92"
"161","COI.0421.1Prt.Dn.2","COI2",32,"b450a1868a85869b3a6055c374a27b99896e4816"
"162","COI.0421.1Prt.Dn.2","COI2",48,"6f1de3ac184fa606568621c3cb0e3cd2d1fba92f"
"163","COI.0421.1Prt.Dn.2","COI2",29,"e387c7e922278cda1fa9db6fb212165e974e4510"
"164","COI.0421.1Prt.Dn.2","COI2",179,"6065bb05e705c0a00719f66b393f8bdbc4b5ff7f"
"165","COI.0421.1Prt.Dn.2","COI2",77,"5f163531b35e785031e3bef381b6a2c8e42ff7af"
"166","COI.0421.1Prt.Dn.2","COI2",39,"a04d362183dcc7cfb8f4139c9068ba698804d33d"
"167","COI.0421.1Prt.Dn.2","COI2",118,"7d5a485dc5ab26b4cc8de22a58dfb8af939fafdc"
"168","COI.0421.1Prt.Dn.2","COI2",137,"2f26068ead9957592a3c3f51a0426bfaa5906df6"
"169","COI.0421.1Prt.Dn.2","COI2",72,"39e24c2842757a98a522f176d03c2fb86fea00f2"
"170","COI.0421.1Prt.Dn.2","COI2",131,"526183cf14f0077fb64bb7ce6e6b6ea593a3c442"
"171","COI.0421.1Prt.Dn.2","COI2",41,"e3f13317b0a047305beda434379a1ce6000c0d35"
"172","COI.0421.1Prt.Dn.2","COI2",118,"d23e2f2ddfc6ca06b890874215bcb0fe58d107e0"
"173","COI.0421.1Prt.Dn.2","COI2",77,"492c005e08606c66627ae0231c03481f354700ec"
"174","COI.0421.1Prt.Dn.2","COI2",174,"28576d9f039190736ee0a1b4c6f5fdfac6ef6757"
"175","COI.0421.1Prt.Dn.2","COI2",77,"aeacf06c4188abc9596082d769028588d3db9eb9"
"176","COI.0421.1Prt.Dn.2","COI2",60,"1ae8a089c503084d84161273ba4d9b9fdef0f772"
"177","COI.0421.1Prt.Dn.2","COI2",140,"159b29a6b4b6c7012ba807bfe21fcd63071ebcaa"
"178","COI.0421.1Prt.Dn.2","COI2",57,"70b48c432bdcb9e3c218f8d0eafe6401e5268bcc"
"179","COI.0421.1Prt.Dn.2","COI2",78,"5915e67beb50b8f0528b4965aa78bec17684a044"
"180","COI.0421.1Prt.Dn.2","COI2",65,"257369288050e68c232c6296416e19c9d382c94b"
"181","COI.0421.1Prt.Dn.2","COI2",49,"7cead4d0a3a368df94b0ec77416c5781d0e50f74"
"182","COI.0421.1Prt.Dn.2","COI2",41,"7a44f5c2763d992f9dbeb82f45ad3960c3a9d352"
"183","COI.0421.1Prt.Dn.2","COI2",53,"51d27ea04c21b1f85ff3ea88820a3554628cf5c3"
"184","COI.0421.1Prt.Dn.2","COI2",62,"5f47a397ab54833cb91371353ee1af76b488fa01"
"185","COI.0421.1Prt.Dn.2","COI2",51,"f99712f7be4fcc4a75d8da3d158bf15347763767"
"186","COI.0421.1Prt.Dn.2","COI2",20,"40df4d906e87ff5c73704fee632a502d4305486c"
"187","COI.0421.1Prt.Dn.2","COI2",107,"2b7d2d7e3d0542e363e15cd7eec17d85294f0080"
"188","COI.0421.1Prt.Dn.2","COI2",87,"3dbc55ee7103e118f5897877b901cf257a9add49"
"189","COI.0421.1Prt.Dn.2","COI2",92,"87080ec2cce1cbcfc4b0e98e526ec04f1bdc4aa6"
"190","COI.0421.1Prt.Dn.2","COI2",46,"5b9eabc6f2120551d34d2ff4f10f929112a786d6"
"191","COI.0421.1Prt.Dn.2","COI2",21,"b6873d13ce413cf12cc0038e8d7e201a477974b3"
"192","COI.0421.1Prt.Dn.2","COI2",112,"ad1fea252b45e23e3cde64abaa64e6b81cd7d959"
"193","COI.0421.1Prt.Dn.2","COI2",110,"0b6c3f874f7c60ad99743adc019a0a4ee108bc54"
"194","COI.0421.1Prt.Dn.2","COI2",80,"4575340c31f1429a1a43a510789cb41b53cfd8f3"
"195","COI.0421.1Prt.Dn.2","COI2",155,"ed2dc66a5baf28c224e79532a5cf449e18a6cee7"
"196","COI.0421.1Prt.Dn.2","COI2",98,"5be28525f7bb495953f1b0d846410388b5fd3c93"
"197","COI.0421.1Prt.Dn.2","COI2",66,"6bca25ec78ce0a8e02d23cb2e86c80225c941ca7"
"198","COI.0421.1Prt.Dn.2","COI2",63,"f75bfa83fabd81a1770fadf1a9f477a6bc15e2cf"
"199","COI.0421.1Prt.Dn.2","COI2",56,"b92e4718ce06956e2bc7c9ddcd3065ef126f26ca"
"200","COI.0421.1Prt.Dn.2","COI2",42,"c23a2bbdd2efea0aab37fa39572848f65097d298"
"201","COI.0421.1Prt.Dn.2","COI2",41,"9636604531a746f560ed8c736c071dfe60dc60c2"
"202","COI.0421.1Prt.Dn.2","COI2",152,"43a00c49a2b476fd92eb18b7934b27b9ef6ddd2d"
"203","COI.0421.1Prt.Dn.2","COI2",51,"3b7581d78ac1f2723c041aa35cafcabc9d5aa058"
"204","COI.0421.1Prt.Dn.2","COI2",37,"9e481fa5fd34b5b6d424cb5da09ad293783fb8af"
"205","COI.0421.1Prt.Dn.2","COI2",150,"7a24062191454f8c6c305006ab0cbe4477b9820a"
"206","COI.0421.1Prt.Dn.2","COI2",43,"1b81d77d69f30a660c49a24c64c535d39b73d255"
"207","COI.0421.1Prt.Dn.2","COI2",89,"29e93e0efac876c3e2e6416c26d92ba68a2c016f"
"208","COI.0421.1Prt.Dn.2","COI2",146,"9c76e4da776492013fa9f7f3bf5031852716da0f"
"209","COI.0421.1Prt.Dn.2","COI2",50,"ab0cd003bd3ea9e375e2874d4ba796d6d42f3627"
"210","COI.0421.1Prt.Dn.2","COI2",46,"a8dbfea4556e63d6cd77d1c714a902ea4dc35259"
"211","COI.0421.1Prt.Dn.2","COI2",63,"0a154c96b13a189a45eb5daf9658f05cac4488f0"
"212","COI.0421.1Prt.Dn.2","COI2",65,"ac31c9bb53b2d0e273df37420c5d8544945597ea"
"213","COI.0421.1Prt.Dn.2","COI2",40,"61978b2c126b68e9814269fca0cb5572c186741e"
"214","COI.0421.1Prt.Dn.2","COI2",35,"47597e45475887cb59cc3ced59e72b1a8fc0f94b"
"215","COI.0421.1Prt.Dn.2","COI2",18,"b863e77a9a4732b4cc66308b41f904ac05c5818d"
"216","COI.0421.1Prt.Dn.2","COI2",26,"558d149f1fadad3e00bf37c09c1217e0fd9116dd"
"217","COI.0421.1Prt.Dn.2","COI2",67,"a3b8871d013f1d860ab9e378bcf099945743159b"
"218","COI.0421.1Prt.Dn.2","COI2",141,"107c4d007814abafdc06c9fba36ec3eb3f19981a"
"219","COI.0421.1Prt.Dn.2","COI2",84,"4ebfd91fd17fa1de4458fea46a903a8eff16f26f"
"220","COI.0421.1Prt.Dn.2","COI2",43,"17f9f1393de129b36738b06d9ea58df781e3732b"
"221","COI.0421.1Prt.Dn.2","COI2",72,"0c31176622ad942464b3e99ccbc1d094f1f4ab1d"
"222","COI.0421.1Prt.Dn.2","COI2",42,"f3e36916099ece9b9456ff123b0c03518f8ec667"
"223","COI.0421.1Prt.Dn.2","COI2",56,"7fcf8ab238c7b5c792191ef8d9113bb83cb93c97"
"224","COI.0421.1Prt.Dn.2","COI2",36,"8d99120512f907efcc6911779f598d7349a727e6"
"225","COI.0421.1Prt.Dn.2","COI2",46,"ef65d03beb3dcb2c0391aab561420173ed3185ea"
"226","COI.0421.1Prt.Dn.2","COI2",82,"d25d9d736fa44d6323fd8022c7b7e36f02d99314"
"227","COI.0421.1Prt.Dn.2","COI2",80,"85b5a7a036b8205b4d4eb07516041f755a1f6614"
"228","COI.0421.1Prt.Dn.2","COI2",60,"33f0bd256aefc436ddcb71d8b0b3b7c45f4b200c"
"229","COI.0421.1Prt.Dn.2","COI2",52,"edfc3f3a2d0406d124049c57b585cc971121db98"
"230","COI.0421.1Prt.Dn.2","COI2",81,"52aa46cb811cfe99b3095e1888d2faa19e995ba3"
"231","COI.0421.1Prt.Dn.2","COI2",39,"a11a73a4205053dd36f983dcf4246d41163ca213"
"232","COI.0421.1Prt.Dn.2","COI2",37,"9c31ae548189d3f883149ac5643f36928e9d5efb"
"233","COI.0421.1Prt.Dn.2","COI2",18,"b3c2c1112be9184ab5ec63ff47829fc89f3c29a7"
"234","COI.0421.1Prt.Dn.2","COI2",52,"41119d09da6a1ed95a9ba2de78f16fae6cb4f50b"
"235","COI.0421.1Prt.Dn.2","COI2",24,"cc6a8ea1f32fc171512650c1600215b8c260be5a"
"236","COI.0421.1Prt.Dn.2","COI2",3,"b4a254d6544f4bb2a1dd4f143fc4e4b213a18917"
"237","COI.0421.1Prt.Dn.2","COI2",70,"075a10dd118bfb37d0f3b1ef0c359b06d851f20a"
"238","COI.0421.1Prt.Dn.2","COI2",80,"5b4510ee8176c71c6571ab694e313a2ac0ce75b6"
"239","COI.0421.1Prt.Dn.2","COI2",63,"c5be3c7b147c648fcfecffe8106e84ddebd8bca4"
"240","COI.0421.1Prt.Dn.2","COI2",74,"b072391e577b0a73a2846d3464a76ce214de8d32"
"241","COI.0421.1Prt.Dn.2","COI2",51,"256deaf39ab0725bdbb69f1b8191169c3c1eb10d"
"242","COI.0421.1Prt.Dn.2","COI2",44,"0fca21dbfef51a32e45510d0a6635bb49e84a05c"
"243","COI.0421.1Prt.Dn.2","COI2",38,"370494f0188fac9d7b548421124398e18d5f208f"
"244","COI.0421.1Prt.Dn.2","COI2",43,"8fe48cac95d713b2a2e9e81aefa75701a9d132ab"
"245","COI.0421.1Prt.Dn.2","COI2",58,"6744732e84b43864ecf7ae86fdf2afad213263d0"
"246","COI.0421.1Prt.Dn.2","COI2",45,"54e78994a1d84df09137fa6a2c3eaab40da167b3"
"247","COI.0421.1Prt.Dn.2","COI2",25,"8744a39be45266b8452293700726235c5f0fa26f"
"248","COI.0421.1Prt.Dn.2","COI2",127,"30fb3b191f32e2c2a6dfe3901b5cd5e4767cad07"
"249","COI.0421.1Prt.Dn.2","COI2",64,"7fca1dbc86114b8d972842e6a7479d901179addd"
"250","COI.0421.1Prt.Dn.2","COI2",126,"4a6836c3bc9427bd544f7adafd28700e9e50c602"
"251","COI.0421.1Prt.Dn.2","COI2",69,"bd91b1f76cf0459ad7289c754af06b6bf35ea3f2"
"252","COI.0421.1Prt.Dn.2","COI2",63,"72605f92a0ec8772adf7f98e0efc3fc88a8e7c3c"
