"","hash.id","tmp"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__Oncorhynchus__Oncorhynchus clarkii__Seq_0001","fd7d89190e5c165cf36284ea0fca46c98216328c","Seq_0001"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__Oncorhynchus__Oncorhynchus kisutch__Seq_0002","02e4a86c119ca4b65e5b616135fa996aa2eb4372","Seq_0002"
"Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__Didelphis__Didelphis virginiana__Seq_0003","8519a7f742cabfdb887dc2013feba40c4584b8db","Seq_0003"
"Metazoa__Chordata__Hyperoartia__Petromyzontiformes__Petromyzontidae__Lampetra__Lampetra sp. CBM:ZF:17561__Seq_0004","a2f2121e42c56aa5bd2b1fca2bd1b29869d2400a","Seq_0004"
"NA__NA__NA__NA__NA__NA__NA__Seq_0005","b2adee11d0798c70d512e9c4a4ec72cf72fdab7a","Seq_0005"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_0006","29c5193eb0e4e364b7127ff7590e8eb751d24740","Seq_0006"
"Metazoa__Chordata__Aves__Anseriformes__Anatidae__NA__NA__Seq_0007","ca4009e9f4961a466d717e77ddddcf64a374073d","Seq_0007"
"NA__NA__NA__NA__NA__NA__NA__Seq_0008","629aa86f569921707980e85a596cb12105791f75","Seq_0008"
"NA__NA__NA__NA__NA__NA__NA__Seq_0009","8ec931f8723a382855753cbfb8c92bd75cf323a8","Seq_0009"
"NA__NA__NA__NA__NA__NA__NA__Seq_0010","8399a44ac9eddd3a5e70f87c08014d7e00b2f02a","Seq_0010"
"NA__NA__NA__NA__NA__NA__NA__Seq_0011","a786ab2b4d6cd6be5394f1351bea438a7d35726e","Seq_0011"
"NA__NA__NA__NA__NA__NA__NA__Seq_0012","8ed6e061a113f0a3323ef17b1c1e2f2fb575a043","Seq_0012"
"NA__NA__NA__NA__NA__NA__NA__Seq_0013","8ad7b3ad6cac7dcf8cb45bc25832428c5b4176e8","Seq_0013"
"NA__NA__NA__NA__NA__NA__NA__Seq_0014","f536d06c01845ccab42b872aac3cb3788e538310","Seq_0014"
"NA__NA__NA__NA__NA__NA__NA__Seq_0015","c85bde7ee5fbef22260dd6fd67f84887524f0801","Seq_0015"
"NA__NA__NA__NA__NA__NA__NA__Seq_0016","f97301b29e339910bf632cf3fab2755f493eac31","Seq_0016"
"NA__NA__NA__NA__NA__NA__NA__Seq_0017","f9578966b4fcfa7af48bdc6cd4332be661419fcc","Seq_0017"
"NA__NA__NA__NA__NA__NA__NA__Seq_0018","4748ac7f3909734e514c31c438cb533bdf7b9f91","Seq_0018"
"NA__NA__NA__NA__NA__NA__NA__Seq_0019","0ac2e814a8ca473e24a9d20a4a2a8caf24b9cc25","Seq_0019"
"NA__NA__NA__NA__NA__NA__NA__Seq_0020","0f393c323c7d2dcd0cb68a529747e8c4abfd9509","Seq_0020"
"NA__NA__NA__NA__NA__NA__NA__Seq_0021","de153c34b212edc93e83a42901b4b97d6e887c7f","Seq_0021"
"NA__NA__NA__NA__NA__NA__NA__Seq_0022","9c94ba083a52d4995e5bcfae6ea41aa5c0431be8","Seq_0022"
"NA__NA__NA__NA__NA__NA__NA__Seq_0023","572d0ebd3c85cad6ac4c8c13468d267182e42a2c","Seq_0023"
"NA__NA__NA__NA__NA__NA__NA__Seq_0024","1817c9310d0145992696f8490f9c0dea4501cf52","Seq_0024"
"NA__NA__NA__NA__NA__NA__NA__Seq_0025","9c944dd49cc66af585d01075d653dc14fb1403c1","Seq_0025"
"NA__NA__NA__NA__NA__NA__NA__Seq_0026","ad6053ef8b9c7ececb1449fbd7937cc28583b1eb","Seq_0026"
"NA__NA__NA__NA__NA__NA__NA__Seq_0027","267aa7fd1982ad1231f15695eab5d5d802650fd1","Seq_0027"
"NA__NA__NA__NA__NA__NA__NA__Seq_0028","b1f3a67396c40a744dcd968c70dfbebb8751bb8f","Seq_0028"
"NA__NA__NA__NA__NA__NA__NA__Seq_0029","48df2343beb1071f359dd42c028d5ffa5d4e37ac","Seq_0029"
"NA__NA__NA__NA__NA__NA__NA__Seq_0030","1c55c48eea48f9b3d4988feef548151f23615fc8","Seq_0030"
"NA__NA__NA__NA__NA__NA__NA__Seq_0031","c447f6055f4d4185b3b56474d2464bd854ed6811","Seq_0031"
"NA__NA__NA__NA__NA__NA__NA__Seq_0032","fb434d844c0eecd94ddb6cde96b0f0194c52c80a","Seq_0032"
"NA__NA__NA__NA__NA__NA__NA__Seq_0033","e6ea754005001269f3c50e7326892547a4af556f","Seq_0033"
"NA__NA__NA__NA__NA__NA__NA__Seq_0034","6f59d575eb8996f930b1622a5dc11b3f8734ccf5","Seq_0034"
"NA__NA__NA__NA__NA__NA__NA__Seq_0035","93a08621cefddb36afa51968b00f31c0067a0816","Seq_0035"
"NA__NA__NA__NA__NA__NA__NA__Seq_0036","7bd7eeaa55a01f4d05c25582472ca5e58b1f6b14","Seq_0036"
"NA__NA__NA__NA__NA__NA__NA__Seq_0037","f53c0268906f5a28f163439cc5235a9f5eca5af3","Seq_0037"
"NA__NA__NA__NA__NA__NA__NA__Seq_0038","44915bee2458e63f38683d814af6f392972eec73","Seq_0038"
"NA__NA__NA__NA__NA__NA__NA__Seq_0039","722b2bb28aa222d19d2d58e5295c440a5b0d8e83","Seq_0039"
"NA__NA__NA__NA__NA__NA__NA__Seq_0040","e31692ff1b969276eaaeda69d89bd0730718590a","Seq_0040"
"NA__NA__NA__NA__NA__NA__NA__Seq_0041","867c32f061788b67168fec1609c565304e07a586","Seq_0041"
"NA__NA__NA__NA__NA__NA__NA__Seq_0042","e63a97cc5b55455aed87138fd829f3a8621891d6","Seq_0042"
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0043","7d8d284f8419abb75e2ddb771080f1475447d26c","Seq_0043"
"NA__NA__NA__NA__NA__NA__NA__Seq_0044","b788eca460686de3f92b46d93b89eb571cd06bed","Seq_0044"
"NA__NA__NA__NA__NA__NA__NA__Seq_0045","65f6e204e30982d55209e5e4291814ec311b470a","Seq_0045"
"NA__NA__NA__NA__NA__NA__NA__Seq_0046","c1e455790d4801de63b4ac022c2f5e46ad28f2fe","Seq_0046"
"NA__NA__NA__NA__NA__NA__NA__Seq_0047","19e479ce616b499e2f4b8fa9c2ca783d09e9bc30","Seq_0047"
"NA__NA__NA__NA__NA__NA__NA__Seq_0048","be528d433204153a9b5e1af0f1dd069d8804408c","Seq_0048"
"NA__NA__NA__NA__NA__NA__NA__Seq_0049","319199a59bd238b27cc8cd21c11d24f242baf997","Seq_0049"
"NA__NA__NA__NA__NA__NA__NA__Seq_0050","6880b656203dc9428f87390010cb0f9096e6a4d1","Seq_0050"
"NA__NA__NA__NA__NA__NA__NA__Seq_0051","ab52c0e925ac23796dd84a254c2ce6cd20a0fbf1","Seq_0051"
"NA__NA__NA__NA__NA__NA__NA__Seq_0052","4ef9f1a7c5fd4509598a75acb0e6748ed35c44c4","Seq_0052"
"NA__NA__NA__NA__NA__NA__NA__Seq_0053","750cd54b8f7a67ed753e79053455df035c5955e1","Seq_0053"
