"","tmp.hash","tmp.tx","wholetax.tg"
"114","432494d314a63b8174c361a5fb7aa57bcad4619e","Taxon_114","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"115","b6121ac847c1861a2ac06f2c262814c24e721886","Taxon_115","Metazoa__Chordata__Mammalia__Primates__NA__NA__NA"
"116","827f99ae61c4f9a80e1b415ff8de0c02d35659dd","Taxon_116","Metazoa__Chordata__Aves__Passeriformes__Passerellidae__Pipilo__Pipilo maculatus"
"117","4d216f14fbc7c30c4af04ff05337d10abcb35ddd","Taxon_117","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"118","6109f20abd12924d6213ac59a12a3d1a97c9d2a1","Taxon_118","Metazoa__Chordata__Aves__NA__NA__NA__NA"
"119","718e4496abb042983be42da7ec4f981a95e3cac4","Taxon_119","Metazoa__Chordata__Aves__NA__NA__NA__NA"
"120","85a5f94d99053a097d2442541fd2c27475b53a58","Taxon_120","Metazoa__Chordata__Mammalia__Chiroptera__Vespertilionidae__Myotis__NA"
"121","7aa929fd12fc38856e105d3092ae8752af4b44da","Taxon_121","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus"
"122","52832db53013282ac9d722352b64d882bb4ddf36","Taxon_122","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"123","3db492f4716a04f894bceb195ec2df6c0ff627ce","Taxon_123","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter robustus"
"124","afb6e29d578074f7a4ffe420bed62b2babbaa2c1","Taxon_124","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"125","cd95a9d4b4b049792bb1cf2033b33c0dc30fef5d","Taxon_125","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"126","31f41238b2d21ab702054de79fed82ed77bc94f2","Taxon_126","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus fuliginosus"
"127","0931f311afd850e26fa9c9327711f8730b0c3776","Taxon_127","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"128","6bd6f32447e324cdf909c901796e1b138c283939","Taxon_128","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"129","09f093bfcd98bd11c8beb13cdb216b19b8a8883c","Taxon_129","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"130","5d9ab9485d4035fa7d5f23b4a07ebf85cd1f5218","Taxon_130","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__NA__NA"
"131","0fb936f118cdc41e570e6a88e1b64828ebdbcc0f","Taxon_131","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"132","da83c719cc06209b92f6b2c6a335a055a2db77cf","Taxon_132","Metazoa__Chordata__Mammalia__Artiodactyla__Suidae__Sus__Sus scrofa"
"133","34496b13bf92b81ce9cdf89c65bb2e64ca5b3852","Taxon_133","Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA"
"134","733188111a756f8216f98a3dfad1f09f1aa265db","Taxon_134","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"135","e9641671a85dc5e33d0d65806d441032b1375e9b","Taxon_135","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"136","44d1216137dce83e101b77a76dc260d246d933ef","Taxon_136","Metazoa__Chordata__Aves__Galliformes__Phasianidae__NA__NA"
