"","MiMammal.0321.2Brn.Dn.3","MiMammal.0321.4Pad.Dn.2","MiMammal.0321.2Brn.Up.1","MiMammal.0321.4Pad.Up11.2","MiMammal.0321.5Sqm.Dn.2","MiMammal.0321.5Sqm.Up.3","MiMammal.0421.1Prt.Dn.1","MiMammal.0421.1Prt.Dn.2","MiMammal.0421.1Prt.Up.3","MiMammal.0421.2Brn.Dn.1","MiMammal.0421.2Brn.Up.1","MiMammal.0421.3Chk.Dn.3","MiMammal.0421.4Pad.Dn.1","MiMammal.0421.4Pad.Dn.3","MiMammal.0421.5Sqm.Dn.1","MiMammal.0821.1Prt.Up.3","MiMammal.0821.2Brn.Up.2","MiMammal.0821.3Chk.Up.1","MiMammal.0821.4Pad.Dn.1","MiMammal.0821.4Pad.Up11.1","MiMammal.0821.4Pad.Up5.1","MiMammal.0821.5Sqm.Dn.1","MiMammal.0821.5Sqm.Up.2","MiMammal.0821.Kangaroo","MiMammal.0321.1Prt.Up.1","MiMammal.0321.2Brn.Dn.2"
"9271b268bbf39ef6d05c851c02b0470a717e7ed7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
"2435eb1079be3ac735d5301e934ec881cf409ceb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0
"a0b136cf0c8acdc9ea6ef33ad743d03140bbd58f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"418d5ed20b679f800b258f567825c92d012bc96e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,17,0,0,0
"dc78ea7000749cdaa33f9199c52df6f0f90be099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,29,24,0,0,0
"5e8544bdf175461677456201e76e72b9a53fb5b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,88,0,0,0,0,0,0
"31adf9b0bfe620438b8e730fd474cc27e61c3cc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,0,0,0,0,0,0,0
"c5096108c306c4feda0e54dde259d212245b2d5a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,270,0,0,0,0,0,0
"85608f4b95519563e1702090189d590590cea61b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0
"6d7a36800c44bc61533fdba2e215c4063ec0b60a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0
"5d033a6112f231fd3f8991741e0f04f193517321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0
"59309486d84462893840a85fbdc4aeff89a26639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
"e4991723a7f544f770553242fd5d674e4a33c729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
"af28e10e5abee11c7cf2cbc4d17f1701e0308883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
"aae37ae8e79580afffda1b227e82c2f881f489e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
"e747eef0a339a503193d10c42b71ef028bca3fc0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
"72a7f8663817f9ad988cb7648f85d33f98d258d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
"043add06ba0d58df5bd5e9ea9c63728b2f24ee67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"7adb20f19ac776061355c059e092faae114e3535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"60bae576e1162a8312b8a84b4831b1a1fc8236a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"45c890edf81e9de77589080e0b5ff4b306291390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0
"432494d314a63b8174c361a5fb7aa57bcad4619e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0
"b6121ac847c1861a2ac06f2c262814c24e721886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
"11523d68271fcd46f5639834aa797f90cf49cae9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0
"827f99ae61c4f9a80e1b415ff8de0c02d35659dd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,29,0
"4d216f14fbc7c30c4af04ff05337d10abcb35ddd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"ed5e7e50aa64ed93aa7bb93f60e0d0ec95dd2cab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"6109f20abd12924d6213ac59a12a3d1a97c9d2a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0
"718e4496abb042983be42da7ec4f981a95e3cac4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"85a5f94d99053a097d2442541fd2c27475b53a58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
"f567384b2a1b55b1f1380360b42f191b4f64ebdd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"7a59b2127334171c81e4c8cbb2556e64eb90409e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"178b779a4732884e04bb73e04763a8867885f09b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"7aa929fd12fc38856e105d3092ae8752af4b44da",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31754,0,0
"bbb3bcc890abbefe2371f7ee55542ef8cb9debc9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0
"52832db53013282ac9d722352b64d882bb4ddf36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0
"3db492f4716a04f894bceb195ec2df6c0ff627ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0
"afb6e29d578074f7a4ffe420bed62b2babbaa2c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0
"cd95a9d4b4b049792bb1cf2033b33c0dc30fef5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0
"31f41238b2d21ab702054de79fed82ed77bc94f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
"0931f311afd850e26fa9c9327711f8730b0c3776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
"6bd6f32447e324cdf909c901796e1b138c283939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
"09f093bfcd98bd11c8beb13cdb216b19b8a8883c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
"5d9ab9485d4035fa7d5f23b4a07ebf85cd1f5218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
"0fb936f118cdc41e570e6a88e1b64828ebdbcc0f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"da83c719cc06209b92f6b2c6a335a055a2db77cf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0
"34496b13bf92b81ce9cdf89c65bb2e64ca5b3852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0
"59935306e064ee65c30b448fd33dd315a2d06546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0
"733188111a756f8216f98a3dfad1f09f1aa265db",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0
"e9641671a85dc5e33d0d65806d441032b1375e9b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
"a61e33242a20f3bd98721edc138fd964d3f00816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"831e18b9d7b06083528be1480197f7ad27192cea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
"44d1216137dce83e101b77a76dc260d246d933ef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
